Drug_Pair,Gene_Pair,Phenotype_Essentiality,Phenotype_Safety,Number_Genes,Drugs1,Drugs2
Desipramine;Capecitabine,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,Capecitabine
DB08448;Coenzyme A,{'DHFR;DBI'},1.0,1.0,1,DB08448,Coenzyme A
DB08448;Azathioprine,{'DHFR;SLC29A2'},1.0,0.0,1,DB08448,Azathioprine
DB08406;Zidovudine,{'DHFR;SLC29A2'},1.0,0.0,1,DB08406,Zidovudine
DB08406;Zalcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB08406,Zalcitabine
Desipramine;3'-deoxy-3'-aminothymidine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Desipramine,3'-deoxy-3'-aminothymidine monophosphate
Desipramine;ANX-510,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,ANX-510
Desipramine;DB08234,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB08234
Deoxyuridine monophosphate;Tegafur-uracil,{'TYMS;SLC29A2'},1.0,0.0,1,Deoxyuridine monophosphate,Tegafur-uracil
Desipramine;DB08406,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB08406
Desipramine;Trimetrexate,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Trimetrexate
Desipramine;Trifluridine,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,Trifluridine
Desipramine;Thymectacin,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,Thymectacin
Desipramine;Tegafur-uracil,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,Tegafur-uracil
Desipramine;Tegafur,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,Tegafur
Desipramine;Sri-9662,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Sri-9662
Desipramine;Sri-9439,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Sri-9439
"Desipramine;S,S-(2-Hydroxyethyl)Thiocysteine",{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,"S,S-(2-Hydroxyethyl)Thiocysteine"
Desipramine;Raltitrexed,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,Raltitrexed
Desipramine;Pyrimethamine,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Pyrimethamine
Desipramine;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Proguanil
Desipramine;Piritrexim,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Piritrexim
Desipramine;OSI-7904L,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,OSI-7904L
Desipramine;Lamotrigine,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Lamotrigine
Desipramine;Biopterin,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Biopterin
Desipramine;DB02104,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB02104
DB08478;Cidofovir,{'TYMS;TYMP'},1.0,1.0,1,DB08478,Cidofovir
DB08734;Gemcitabine,{'TYMS;SLC29A2'},1.0,0.0,1,DB08734,Gemcitabine
DB08734;Capecitabine,{'TYMS;TYMP'},1.0,1.0,1,DB08734,Capecitabine
DB08734;Cidofovir,{'TYMS;TYMP'},1.0,1.0,1,DB08734,Cidofovir
DB08734;Coenzyme A,{'TYMS;DBI'},1.0,1.0,1,DB08734,Coenzyme A
DB08734;Didanosine,{'TYMS;SLC29A2'},1.0,0.0,1,DB08734,Didanosine
DB08734;Floxuridine,{'TYMS;TYMP'},1.0,1.0,1,DB08734,Floxuridine
DB08734;Fluorouracil,{'TYMS;TYMP'},1.0,1.0,1,DB08734,Fluorouracil
DB08734;Hexadecanal,{'TYMS;DBI'},1.0,1.0,1,DB08734,Hexadecanal
Desipramine;DB02427,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB02427
DB08734;Mercaptopurine,{'TYMS;SLC29A2'},1.0,0.0,1,DB08734,Mercaptopurine
DB08734;Proline,{'TYMS;PLPBP'},1.0,1.0,1,DB08734,Proline
DB08734;Pyridoxal phosphate,{'TYMS;PLPBP'},1.0,1.0,1,DB08734,Pyridoxal phosphate
DB08734;Tegafur-uracil,{'TYMS;SLC29A2'},1.0,0.0,1,DB08734,Tegafur-uracil
DB08734;Tezacitabine,{'TYMS;TYMP'},1.0,1.0,1,DB08734,Tezacitabine
DB08734;Tipiracil,{'TYMS;TYMP'},1.0,1.0,1,DB08734,Tipiracil
DB08734;Azathioprine,{'TYMS;SLC29A2'},1.0,0.0,1,DB08734,Azathioprine
Degraded Cephaloridine;DB02427,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB02427
Degraded Cephaloridine;DB02583,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB02583
DB08478;Tipiracil,{'TYMS;TYMP'},1.0,1.0,1,DB08478,Tipiracil
Desipramine;DB07144,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB07144
Desipramine;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB07141
Desipramine;DB07140,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB07140
Desipramine;DB04395,{'SLC22A5;DTYMK'},1.0,1.0,1,Desipramine,DB04395
Desipramine;DB03987,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB03987
Desipramine;DB03845,{'SLC22A5;DTYMK'},1.0,1.0,1,Desipramine,DB03845
Desipramine;DB03461,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB03461
Desipramine;DB03280,{'SLC22A5;DTYMK'},1.0,1.0,1,Desipramine,DB03280
Desipramine;DB03195,{'SLC22A5;DTYMK'},1.0,1.0,1,Desipramine,DB03195
Desipramine;DB03125,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB03125
Desipramine;DB02919,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB02919
Desipramine;DB02583,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB02583
Desipramine;DB02559,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB02559
Desipramine;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Iclaprim
Desipramine;Gentamicin,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Gentamicin
Desipramine;Folic acid,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,Folic acid
Degraded Cephaloridine;DB03280,{'SLC22A5;DTYMK'},1.0,1.0,1,Degraded Cephaloridine,DB03280
Deoxyuridine monophosphate;Proline,{'TYMS;PLPBP'},1.0,1.0,1,Deoxyuridine monophosphate,Proline
DB08448;Zidovudine,{'DHFR;SLC29A2'},1.0,0.0,1,DB08448,Zidovudine
Degraded Cephaloridine;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,Proguanil
Degraded Cephaloridine;OSI-7904L,{'SLC22A5;TYMS'},1.0,1.0,1,Degraded Cephaloridine,OSI-7904L
Degraded Cephaloridine;DB03125,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB03125
Degraded Cephaloridine;DB03195,{'SLC22A5;DTYMK'},1.0,1.0,1,Degraded Cephaloridine,DB03195
Degraded Cephaloridine;DB03461,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB03461
Desipramine;Fluorouracil,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,Fluorouracil
Degraded Cephaloridine;DB03845,{'SLC22A5;DTYMK'},1.0,1.0,1,Degraded Cephaloridine,DB03845
Degraded Cephaloridine;DB03987,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB03987
Degraded Cephaloridine;DB04395,{'SLC22A5;DTYMK'},1.0,1.0,1,Degraded Cephaloridine,DB04395
Degraded Cephaloridine;DB07140,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB07140
Degraded Cephaloridine;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB07141
DB08448;Zalcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB08448,Zalcitabine
Degraded Cephaloridine;Pyrimethamine,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,Pyrimethamine
Deoxyuridine monophosphate;Mercaptopurine,{'TYMS;SLC29A2'},1.0,0.0,1,Deoxyuridine monophosphate,Mercaptopurine
Deoxyuridine monophosphate;Hexadecanal,{'TYMS;DBI'},1.0,1.0,1,Deoxyuridine monophosphate,Hexadecanal
Deoxyuridine monophosphate;Gemcitabine,{'TYMS;SLC29A2'},1.0,0.0,1,Deoxyuridine monophosphate,Gemcitabine
Deoxyuridine monophosphate;Fluorouracil,{'TYMS;TYMP'},1.0,1.0,1,Deoxyuridine monophosphate,Fluorouracil
Deoxyuridine monophosphate;Floxuridine,{'TYMS;TYMP'},1.0,1.0,1,Deoxyuridine monophosphate,Floxuridine
Deoxyuridine monophosphate;Didanosine,{'TYMS;SLC29A2'},1.0,0.0,1,Deoxyuridine monophosphate,Didanosine
Deoxyuridine monophosphate;Coenzyme A,{'TYMS;DBI'},1.0,1.0,1,Deoxyuridine monophosphate,Coenzyme A
Deoxyuridine monophosphate;Cidofovir,{'TYMS;TYMP'},1.0,1.0,1,Deoxyuridine monophosphate,Cidofovir
Deoxyuridine monophosphate;Capecitabine,{'TYMS;TYMP'},1.0,1.0,1,Deoxyuridine monophosphate,Capecitabine
Deoxyuridine monophosphate;Azathioprine,{'TYMS;SLC29A2'},1.0,0.0,1,Deoxyuridine monophosphate,Azathioprine
DB08478;Azathioprine,{'TYMS;SLC29A2'},1.0,0.0,1,DB08478,Azathioprine
DB08478;Capecitabine,{'TYMS;TYMP'},1.0,1.0,1,DB08478,Capecitabine
Deoxycholic acid;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Deoxycholic acid,Pyridoxal phosphate
Deoxycholic acid;L-2-amino-3-butynoic acid,{'SLCO1A2;CTH'},1.0,0.0,1,Deoxycholic acid,L-2-amino-3-butynoic acid
Deoxycholic acid;DB03928,{'SLCO1A2;CTH'},1.0,0.0,1,Deoxycholic acid,DB03928
Deoxycholic acid;DB02328,{'SLCO1A2;CTH'},1.0,0.0,1,Deoxycholic acid,DB02328
Degraded Cephaloridine;DB07142,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB07142
Degraded Cephaloridine;DB07144,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB07144
Degraded Cephaloridine;DB08234,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB08234
Degraded Cephaloridine;DB02919,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB02919
Desipramine;Floxuridine,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,Floxuridine
Desipramine;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,Deoxyuridine monophosphate
Desipramine;DB08734,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,DB08734
Desipramine;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB08642
Desipramine;DB08479,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,DB08479
Desipramine;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Desipramine,DB08478
Desipramine;DB08448,{'SLC22A5;DHFR'},1.0,1.0,1,Desipramine,DB08448
DB08448;Didanosine,{'DHFR;SLC29A2'},1.0,0.0,1,DB08448,Didanosine
DB08448;Gemcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB08448,Gemcitabine
DB08448;Hexadecanal,{'DHFR;DBI'},1.0,1.0,1,DB08448,Hexadecanal
DB08448;Mercaptopurine,{'DHFR;SLC29A2'},1.0,0.0,1,DB08448,Mercaptopurine
DB08448;Proline,{'DHFR;PLPBP'},1.0,1.0,1,DB08448,Proline
Deoxyuridine monophosphate;Tezacitabine,{'TYMS;TYMP'},1.0,1.0,1,Deoxyuridine monophosphate,Tezacitabine
Deoxyuridine monophosphate;Pyridoxal phosphate,{'TYMS;PLPBP'},1.0,1.0,1,Deoxyuridine monophosphate,Pyridoxal phosphate
Degraded Cephaloridine;Piritrexim,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,Piritrexim
Degraded Cephaloridine;DB08406,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB08406
Degraded Cephaloridine;Lamotrigine,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,Lamotrigine
Degraded Cephaloridine;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,Iclaprim
Degraded Cephaloridine;Gentamicin,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,Gentamicin
Degraded Cephaloridine;Folic acid,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,Folic acid
Degraded Cephaloridine;Fluorouracil,{'SLC22A5;TYMS'},1.0,1.0,1,Degraded Cephaloridine,Fluorouracil
DB08448;Pyridoxal phosphate,{'DHFR;PLPBP'},1.0,1.0,1,DB08448,Pyridoxal phosphate
DB08448;Tegafur-uracil,{'DHFR;SLC29A2'},1.0,0.0,1,DB08448,Tegafur-uracil
Degraded Cephaloridine;Floxuridine,{'SLC22A5;TYMS'},1.0,1.0,1,Degraded Cephaloridine,Floxuridine
Degraded Cephaloridine;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Degraded Cephaloridine,Deoxyuridine monophosphate
Degraded Cephaloridine;DB08734,{'SLC22A5;TYMS'},1.0,1.0,1,Degraded Cephaloridine,DB08734
Degraded Cephaloridine;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB08642
Degraded Cephaloridine;DB08479,{'SLC22A5;TYMS'},1.0,1.0,1,Degraded Cephaloridine,DB08479
Degraded Cephaloridine;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Degraded Cephaloridine,DB08478
Degraded Cephaloridine;DB08448,{'SLC22A5;DHFR'},1.0,1.0,1,Degraded Cephaloridine,DB08448
Fluorouracil;Piritrexim,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,Piritrexim
Fluorouracil;Lamotrigine,{'TYMP;DHFR'},1.0,1.0,1,Fluorouracil,Lamotrigine
Aminohippuric acid;Tegafur,{'SLC22A5;TYMS'},1.0,1.0,1,Aminohippuric acid,Tegafur
Furosemide;DB08734,{'SLC22A5;TYMS'},1.0,1.0,1,Furosemide,DB08734
DB03195;Cladribine,{'DTYMK;PNP'},1.0,1.0,1,DB03195,Cladribine
DB03195;Amifostine,{'DTYMK;ALPL'},1.0,1.0,1,DB03195,Amifostine
DB03195;9-deazainosine,{'DTYMK;PNP'},1.0,1.0,1,DB03195,9-deazainosine
DB03195;8-azaguanine,{'DTYMK;PNP'},1.0,1.0,1,DB03195,8-azaguanine
DB03195;3'-deoxyguanosine,{'DTYMK;PNP'},1.0,1.0,1,DB03195,3'-deoxyguanosine
DB03125;Zidovudine,{'DHFR;SLC29A2'},1.0,0.0,1,DB03125,Zidovudine
DB03125;Zalcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB03125,Zalcitabine
DB03125;Coenzyme A,{'DHFR;DBI'},1.0,1.0,1,DB03125,Coenzyme A
DB03125;Tegafur-uracil,{'DHFR;SLC29A2'},1.0,0.0,1,DB03125,Tegafur-uracil
DB03125;Pyridoxal phosphate,{'DHFR;PLPBP'},1.0,1.0,1,DB03125,Pyridoxal phosphate
DB03125;Proline,{'DHFR;PLPBP'},1.0,1.0,1,DB03125,Proline
DB03125;Mercaptopurine,{'DHFR;SLC29A2'},1.0,0.0,1,DB03125,Mercaptopurine
DB03125;Hexadecanal,{'DHFR;DBI'},1.0,1.0,1,DB03125,Hexadecanal
DB03125;Gemcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB03125,Gemcitabine
DB03195;Coenzyme A,{'DTYMK;DBI'},1.0,1.0,1,DB03195,Coenzyme A
Furosemide;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Furosemide,Deoxyuridine monophosphate
DB02919;Gemcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02919,Gemcitabine
DB03195;DB02222,{'DTYMK;PNP'},1.0,1.0,1,DB03195,DB02222
DB02919;Didanosine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02919,Didanosine
DB02919;Azathioprine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02919,Azathioprine
DB02427;Tegafur-uracil,{'DHFR;SLC29A2'},1.0,0.0,1,DB02427,Tegafur-uracil
Furosemide;Floxuridine,{'SLC22A5;TYMS'},1.0,1.0,1,Furosemide,Floxuridine
DB02427;Zalcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02427,Zalcitabine
DB02427;Zidovudine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02427,Zidovudine
Benzylpenicillin;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB08642
Benzylpenicillin;Pyrimethamine,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,Pyrimethamine
Benzylpenicillin;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,Proguanil
Benzylpenicillin;Piritrexim,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,Piritrexim
DB02559;Azathioprine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02559,Azathioprine
DB02559;Coenzyme A,{'DHFR;DBI'},1.0,1.0,1,DB02559,Coenzyme A
Benzylpenicillin;OSI-7904L,{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,OSI-7904L
DB03125;Didanosine,{'DHFR;SLC29A2'},1.0,0.0,1,DB03125,Didanosine
DB03125;Azathioprine,{'DHFR;SLC29A2'},1.0,0.0,1,DB03125,Azathioprine
DB02559;Gemcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02559,Gemcitabine
DB02919;Hexadecanal,{'DHFR;DBI'},1.0,1.0,1,DB02919,Hexadecanal
Benzylpenicillin;DB03987,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB03987
Benzylpenicillin;DB04395,{'SLC22A5;DTYMK'},1.0,1.0,1,Benzylpenicillin,DB04395
Benzylpenicillin;DB07140,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB07140
DB02919;Proline,{'DHFR;PLPBP'},1.0,1.0,1,DB02919,Proline
DB02919;Mercaptopurine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02919,Mercaptopurine
Benzylpenicillin;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB07141
Benzylpenicillin;DB07142,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB07142
Furosemide;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,DB08642
Benzylpenicillin;DB07144,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB07144
Benzylpenicillin;DB08234,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB08234
Benzylpenicillin;DB08406,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB08406
Benzylpenicillin;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,DB08478
Ampicillin;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Ampicillin,Proguanil
DB03280;Hexadecanal,{'DTYMK;DBI'},1.0,1.0,1,DB03280,Hexadecanal
Benzylpenicillin;DB03845,{'SLC22A5;DTYMK'},1.0,1.0,1,Benzylpenicillin,DB03845
Benzylpenicillin;DB03461,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB03461
Benzylpenicillin;DB03280,{'SLC22A5;DTYMK'},1.0,1.0,1,Benzylpenicillin,DB03280
Benzylpenicillin;DB03195,{'SLC22A5;DTYMK'},1.0,1.0,1,Benzylpenicillin,DB03195
Benzylpenicillin;DB03125,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB03125
Benzylpenicillin;DB02919,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB02919
Furosemide;DB08479,{'SLC22A5;TYMS'},1.0,1.0,1,Furosemide,DB08479
Benzylpenicillin;DB02583,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB02583
Benzylpenicillin;DB02559,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB02559
Benzylpenicillin;DB02427,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB02427
Benzylpenicillin;DB02104,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB02104
DB02919;Pyridoxal phosphate,{'DHFR;PLPBP'},1.0,1.0,1,DB02919,Pyridoxal phosphate
DB02919;Tegafur-uracil,{'DHFR;SLC29A2'},1.0,0.0,1,DB02919,Tegafur-uracil
DB02919;Zalcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02919,Zalcitabine
DB02919;Zidovudine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02919,Zidovudine
Benzylpenicillin;DB08448,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,DB08448
Benzylpenicillin;DB08479,{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,DB08479
DB02559;Didanosine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02559,Didanosine
DB02559;Hexadecanal,{'DHFR;DBI'},1.0,1.0,1,DB02559,Hexadecanal
Furosemide;DB03845,{'SLC22A5;DTYMK'},1.0,1.0,1,Furosemide,DB03845
Azidocillin;Zidovudine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Azidocillin,Zidovudine monophosphate
Benzylpenicillin;Biopterin,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,Biopterin
DB03280;DB04753,{'DTYMK;PNP'},1.0,1.0,1,DB03280,DB04753
Benzylpenicillin;Capecitabine,{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,Capecitabine
DB03280;DB04260,{'DTYMK;PNP'},1.0,1.0,1,DB03280,DB04260
Furosemide;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,Iclaprim
Azidocillin;Trimetrexate,{'SLC22A5;DHFR'},1.0,1.0,1,Azidocillin,Trimetrexate
DB03280;DB03881,{'DTYMK;PNP'},1.0,1.0,1,DB03280,DB03881
DB03280;9-deazainosine,{'DTYMK;PNP'},1.0,1.0,1,DB03280,9-deazainosine
DB03280;DB03551,{'DTYMK;PNP'},1.0,1.0,1,DB03280,DB03551
DB03280;DB02391,{'DTYMK;PNP'},1.0,1.0,1,DB03280,DB02391
DB03280;DB02222,{'DTYMK;PNP'},1.0,1.0,1,DB03280,DB02222
Furosemide;Gentamicin,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,Gentamicin
DB03280;Coenzyme A,{'DTYMK;DBI'},1.0,1.0,1,DB03280,Coenzyme A
DB03280;Cladribine,{'DTYMK;PNP'},1.0,1.0,1,DB03280,Cladribine
Furosemide;L-Glutamine,{'SLCO2A1;SLC7A9'},1.0,0.0,1,Furosemide,L-Glutamine
Furosemide;Lamotrigine,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,Lamotrigine
DB03280;Forodesine,{'DTYMK;PNP'},1.0,1.0,1,DB03280,Forodesine
DB03280;Fospropofol,{'DTYMK;ALPL'},1.0,1.0,1,DB03280,Fospropofol
Benzylpenicillin;ANX-510,{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,ANX-510
Benzylpenicillin;3'-deoxy-3'-aminothymidine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Benzylpenicillin,3'-deoxy-3'-aminothymidine monophosphate
"Benzylpenicillin;2,4-Diamino-5-phenyl-6-ethylpyrimidine",{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,"2,4-Diamino-5-phenyl-6-ethylpyrimidine"
"Benzylpenicillin;2',3'-Dideoxythymidine-5'-Monophosphate",{'SLC22A5;DTYMK'},1.0,1.0,1,Benzylpenicillin,"2',3'-Dideoxythymidine-5'-Monophosphate"
"Benzylpenicillin;10-Propargyl-5,8-Dideazafolic Acid",{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,"10-Propargyl-5,8-Dideazafolic Acid"
Furosemide;OSI-7904L,{'SLC22A5;TYMS'},1.0,1.0,1,Furosemide,OSI-7904L
Furosemide;Piritrexim,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,Piritrexim
"DB03280;GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",{'DTYMK;PNP'},1.0,1.0,1,DB03280,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE"
"DB03280;GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",{'DTYMK;PNP'},1.0,1.0,1,DB03280,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE"
Furosemide;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,Proguanil
DB03280;Guanine,{'DTYMK;PNP'},1.0,1.0,1,DB03280,Guanine
DB03280;Guanosine,{'DTYMK;PNP'},1.0,1.0,1,DB03280,Guanosine
Furosemide;Pyrimethamine,{'SLC22A5;DHFR'},1.0,1.0,1,Furosemide,Pyrimethamine
DB03280;Amifostine,{'DTYMK;ALPL'},1.0,1.0,1,DB03280,Amifostine
DB03280;8-azaguanine,{'DTYMK;PNP'},1.0,1.0,1,DB03280,8-azaguanine
DB02559;Mercaptopurine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02559,Mercaptopurine
DB02559;Zalcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02559,Zalcitabine
Benzylpenicillin;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,Deoxyuridine monophosphate
DB02583;Coenzyme A,{'DHFR;DBI'},1.0,1.0,1,DB02583,Coenzyme A
DB02583;Azathioprine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02583,Azathioprine
DB02559;Zidovudine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02559,Zidovudine
Benzylpenicillin;Floxuridine,{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,Floxuridine
Benzylpenicillin;Fluorouracil,{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,Fluorouracil
Benzylpenicillin;Folic acid,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,Folic acid
DB03280;3'-deoxyguanosine,{'DTYMK;PNP'},1.0,1.0,1,DB03280,3'-deoxyguanosine
Benzylpenicillin;Gentamicin,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,Gentamicin
DB02559;Tegafur-uracil,{'DHFR;SLC29A2'},1.0,0.0,1,DB02559,Tegafur-uracil
Benzylpenicillin;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,Iclaprim
Benzylpenicillin;Lamotrigine,{'SLC22A5;DHFR'},1.0,1.0,1,Benzylpenicillin,Lamotrigine
DB02559;Pyridoxal phosphate,{'DHFR;PLPBP'},1.0,1.0,1,DB02559,Pyridoxal phosphate
DB02559;Proline,{'DHFR;PLPBP'},1.0,1.0,1,DB02559,Proline
Benzylpenicillin;DB08734,{'SLC22A5;TYMS'},1.0,1.0,1,Benzylpenicillin,DB08734
DB02583;Didanosine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02583,Didanosine
DB02583;Gemcitabine,{'DHFR;SLC29A2'},1.0,0.0,1,DB02583,Gemcitabine
