genes,H1299_polyA_S2-24h-A,H1299_polyA_S2-24h-B
RN7SL589P,0.41200000000000003,0.29
ARL5AP3,0.0,0.0
MAMLD1,0.064,0.083
TYK2,15.08,14.470999999999998
FAM91A2P,0.0,0.009000000000000001
GYG1,25.304000000000002,24.349
GSTA6P,0.0,0.0
NFKBIA,11.061,11.536
SPIRE1,14.182,14.585999999999999
PFN1P9,0.098,0.0
GARNL3,0.848,0.866
ZBED2,0.0,0.0
LINC02259,0.0,0.0
SNORD96B,0.0,0.0
AC126323.3,0.0,0.0
CBX3P7,0.0,0.0
AL121888.1,0.0,0.0
HNRNPH2,20.656,20.083
AC092634.4,0.486,0.7170000000000001
ATP5PDP2,2.021,1.295
MYH11,0.0,0.003
TAP2,17.625,16.902
DEFB133,0.0,0.0
AC073367.1,0.0,0.0
BNIP3P35,0.0,0.0
AC073284.1,0.0,0.0
AL139099.2,0.213,0.0
AC093525.7,0.012,0.0
NDUFS1,11.046,10.664000000000001
GAB2,2.44,2.457
Z92544.1,0.0,0.0
RIC8B,3.346,3.697
CAPN7,10.386,10.472999999999999
MIR5092,0.0,0.0
AC022898.2,0.0,0.0
PSG11,0.0,0.0
AC006927.1,0.513,0.36
TMA16,7.556,7.444
CALCOCO2,17.672,17.625999999999998
ZBTB40,7.752000000000001,7.902
LY6G6F,0.0,0.0
TCF7L1-IT1,0.0,0.0
RPS29P11,0.0,0.0
SEPHS1P4,0.797,0.763
HSPB9,0.044000000000000004,0.047
GOLGA8VP,0.0,0.0
AC018445.3,0.022000000000000002,0.023
METTL22,1.358,1.528
GTF2H3,12.056,12.202
RBP2,0.0,0.0
ARL6IP1,46.593,47.653
C10orf25,0.706,0.773
TMEM175,7.151,7.382000000000001
AL592158.1,0.0,0.0
AC009560.1,0.0,0.0
MIR6837,3.3289999999999997,1.052
RPEP4,0.071,0.149
GULP1,2.273,2.401
TBX5,0.0,0.0
MIR3143,0.0,1.425
FBXL13,0.308,0.493
ARL11,0.0,0.0
DYNLL1P1,0.158,0.16699999999999998
AC091905.3,0.0,0.0
MESTP4,0.0,0.0
MIR5003,0.0,0.0
RN7SL521P,1.722,1.058
SLC36A2,0.0,0.0
SETP14,35.68,37.063
ZNF519P1,0.0,0.0
KIN,2.94,3.0239999999999996
AL133353.2,6.6370000000000005,6.17
RANP1,24.415,22.611
AC005070.3,0.113,0.17
AC021092.1,3.2739999999999996,2.946
AP001781.1,0.096,0.152
C21orf62,0.0,0.0
NIFK-AS1,2.873,2.7969999999999997
MTG1,7.372999999999999,7.127000000000001
AL662884.2,13.782,14.164000000000001
ANGPTL7,0.0,0.0
PACRG-AS3,0.0,0.0
SLC16A9,2.8960000000000004,2.9789999999999996
AC008728.1,0.0,0.0
RN7SL144P,0.0,0.0
RFX2,0.82,0.745
RF00019,0.0,0.0
MIR181B1,0.387,0.0
AC005160.1,0.0,0.0
AL512328.1,0.0,0.0
ANGPTL5,0.0,0.0
AC078929.1,0.0,0.0
ULK4P2,0.136,0.057
SH3GL1,55.62,54.107
AC104506.1,3.576,3.87
PGBD4P5,0.0,0.0
AC034111.1,0.034,0.024
NAA10,13.464,13.134
CNTN4,0.0,0.0
RPSAP51,0.0,0.139
AC111182.1,0.0,0.0
AC027601.4,0.0,0.294
TNKS1BP1,12.183,12.498
GALNT7,4.075,4.463
AC008749.1,0.139,0.073
BX547991.1,0.0,0.0
EPRS,60.55,59.326
VPS35P1,0.0,0.059000000000000004
AC006063.1,0.0,0.12
MIR6773,0.0,0.0
AL365295.1,0.055999999999999994,0.059000000000000004
AC105914.2,0.0,0.0
AL159152.1,0.0,0.0
GADL1,0.0,0.0
AL139041.1,0.07,0.0
ITGAL,0.0,0.0
AL008726.1,0.3,0.631
PHF20,11.05,11.347999999999999
AC106872.2,0.08900000000000001,0.28
HMGN2P19,0.161,0.508
FGF16,0.0,0.0
AC022819.1,0.033,0.023
RTTN,1.643,1.663
PRR13P4,0.0,0.0
CFAP99,0.016,0.017
KANK1,0.963,0.857
SRP9P1,12.081,13.583
AC009646.1,0.0,0.0
NALCN-AS1,0.0,0.016
RADX,1.3090000000000002,1.3319999999999999
KCNJ10,0.0,0.0
PRMT5-AS1,0.04,0.07
PTCSC3,0.0,0.0
SNX3,157.856,161.142
AC068987.3,0.059000000000000004,0.0
AP000619.3,0.0,0.0
CLDN2,0.0,0.013000000000000001
RN7SL449P,0.149,0.0
SMAD5,7.3229999999999995,7.146
CYTH4,0.013999999999999999,0.015
AL139005.1,0.0,0.0
MIR3680-1,0.0,0.516
CNOT10-AS1,0.0,0.0
FTH1P5,0.0,0.0
ZFPM2-AS1,4.266,4.24
LINC00390,0.251,0.132
HNRNPA1P14,0.0,0.0
EDRF1-AS1,0.0,0.023
AC124947.1,0.099,0.156
SRPRB,21.927,21.343000000000004
BMS1P1,0.318,0.256
AL157834.3,0.0,0.0
MIR3913-1,0.0,0.0
DENND3,2.745,2.888
WASHC4,10.667,10.482000000000001
CIAO3,3.806,3.97
AC024084.1,0.0,0.0
RN7SL709P,0.0,0.0
HERC2P4,0.204,0.171
DUSP23,7.489,6.9079999999999995
MB21D2,3.534,3.458
AC004943.2,6.055,6.608
AC004672.2,0.0,0.0
HMGN1P26,0.0,0.0
RPS7P13,0.0,0.0
ZNF622,17.299,17.088
AL589702.1,0.0,0.0
PTPRJ,2.201,2.225
OR52E6,0.0,0.0
EXOC1L,0.0,0.0
AC005829.1,0.569,0.466
AC019294.3,0.0,0.0
AC069503.2,15.265999999999998,14.763
RNASEH1,16.607,17.048
PPIAL4H,0.0,0.068
AP001330.1,0.0,0.0
ARPC3,57.075,55.395
NFATC2,0.11800000000000001,0.152
TLR2,0.040999999999999995,0.06
GKAP1,3.0189999999999997,2.44
AC004877.1,0.042,0.055
RN7SL68P,0.13699999999999998,0.0
MIR8072,1.864,1.122
WDR70,2.7910000000000004,2.741
AC004777.1,0.297,0.0
NAPG,6.412000000000001,6.672000000000001
ZNF791,4.773,4.8919999999999995
AC005606.1,0.254,0.17800000000000002
RNU6-957P,0.0,0.0
KRT18P24,0.0,0.039
AC126768.2,0.0,0.0
AL031779.1,0.0,0.0
AC007179.1,0.0,0.0
AC016769.2,0.449,0.47200000000000003
CHAT,0.0,0.0
AC012081.1,0.0,0.0
OR7E129P,0.0,0.046
PLEKHA3,2.505,2.395
AC010422.6,0.774,0.7709999999999999
CCT2,221.52599999999998,218.218
NDUFA5,9.02,9.15
MT1A,0.0,0.0
AC006372.3,0.011000000000000001,0.022000000000000002
PGDP1,1.36,1.401
AC013391.3,0.0,0.0
UBASH3B,5.162000000000001,5.3870000000000005
EMP1,26.59,26.491999999999997
GRIN3B,0.10400000000000001,0.08199999999999999
AL161757.1,0.0,0.0
GLIPR1L2,0.0,0.0
ESRRG,0.016,0.008
SIRPB2,0.0,0.0
PPOX,2.128,2.3169999999999997
TLR12P,0.0,0.0
AL022394.1,0.8759999999999999,0.615
GPSM2,6.945,6.557
SLC18A3,0.0,0.0
AP000688.2,0.0,0.0
GNGT1,0.171,0.171
ARHGEF33,0.613,0.426
MDK,26.059,27.035999999999998
DDX1,58.497,57.65
RAD54L,17.785999999999998,17.805
CSNK1G2,30.383000000000003,30.384
AC121334.3,0.0,0.0
DHX30,37.385999999999996,37.551
RPTN,0.0,0.0
PPP1R2P6,0.0,0.0
FBXW2,9.852,9.591000000000001
LINC01185,0.042,0.022000000000000002
AC010230.1,0.0,0.0
KRT16P1,0.0,0.0
UMODL1,0.0,0.0
RF01978,1.115,0.66
AC092848.1,0.0,0.0
AC139530.4,0.556,0.65
AC125611.4,0.02,0.022000000000000002
PSMA1,23.105999999999998,22.302
EXOSC3P1,1.79,2.244
CRADD,0.772,0.624
RAC1P6,0.0,0.0
C2orf72,0.0,0.047
LINC00700,0.0,0.0
CNTRL,2.805,2.897
MYO3B,0.005,0.0
AC022101.1,0.0,0.0
AP4S1,1.038,0.9690000000000001
AC010343.2,0.0,0.0
GPR68,0.0,0.0
SEPT7P1,0.0,0.0
AL606970.2,0.0,0.0
AL353572.1,0.0,0.0
HTR1B,0.021,0.0
AP000561.1,0.0,0.0
MIR4323,0.0,0.0
PNISR,17.827,18.799
AC016700.2,0.0,0.0
SNORA13,1.922,2.699
RNU6-1053P,0.42200000000000004,0.444
DDRGK1,47.798,50.045
SDAD1,17.857,18.91
RNU6-446P,0.804,0.0
UBQLNL,0.0,0.0
LINC00911,0.0,0.0
PLIN3,69.12,69.158
IER2,59.273,59.728
MIR4651,0.0,0.0
AL583839.1,0.0,0.0
RUVBL1-AS1,0.0,0.0
CENPF,30.316,30.775
AL645608.6,0.243,0.0
AC109466.1,0.0,0.0
AC011374.1,0.0,0.0
SLC2A11,1.03,1.037
NF1P5,1.141,1.402
AC092159.2,0.037000000000000005,0.039
MKRN4P,0.055999999999999994,0.177
TMEM150A,1.4869999999999999,1.798
MYPN,0.8270000000000001,0.9790000000000001
AL445670.1,0.106,0.168
FAM151A,0.021,0.022000000000000002
RF00019,0.0,0.44
AC007603.2,0.0,0.0
MICAL2,5.13,5.245
AC067930.3,0.086,0.0
GFI1B,0.027999999999999997,0.006999999999999999
AC005020.1,0.0,0.0
AC134684.6,0.0,0.20600000000000002
UGT2B7,0.0,0.0
AC020904.3,0.0,0.0
PTCSC2,0.0,0.0
AL445222.1,0.611,0.858
AC016168.1,0.0,0.0
AL121832.3,0.754,0.564
ZNF385D,0.0,0.006999999999999999
C21orf59-TCP10L,33.556999999999995,33.715
ARFIP1,4.881,5.109
OR52N2,0.0,0.0
UNC93A,0.0,0.0
COL18A1,11.297,11.116
MAPK6-DT,0.29600000000000004,0.10400000000000001
HOXC8,15.009,17.199
PDCD1LG2,0.054000000000000006,0.0
AC005786.1,0.27699999999999997,0.0
AC020593.1,0.0,0.0
AC006001.3,2.647,2.8789999999999996
RPS26P38,0.0,0.0
SNHG17,8.639,8.74
POM121C,11.152999999999999,11.084000000000001
RPL23AP91,0.0,0.099
DZANK1,0.5539999999999999,0.556
AL139241.1,0.0,0.0
CRYBB2P1,1.569,1.6280000000000001
AC009060.1,0.017,0.018000000000000002
SLC35G4,0.0,0.0
METAP1D,4.555,4.558
SULF2,0.013000000000000001,0.0
AC013403.2,0.355,0.374
AC119396.2,0.0,0.0
ZNF470,0.85,0.988
EP300-AS1,0.28,0.589
AC020604.1,0.022000000000000002,0.0
GBP5,0.0,0.0
AL163636.2,0.294,0.395
SPATA3-AS1,0.069,0.024
RPL32P9,0.105,0.0
FAM204BP,0.304,0.064
NKX3-1,1.469,1.479
AC011601.1,0.07400000000000001,0.156
AL023806.2,0.162,0.0
FAM27B,0.0,0.0
AC245033.1,108.514,109.666
AC005086.2,0.0,0.0
AC090286.1,0.0,0.0
PTPMT1,9.836,9.057
AC023051.2,0.0,0.098
MIR4798,0.0,0.0
RGL3,0.35700000000000004,0.381
UBE2L3,23.359,22.643
AL451074.3,0.091,0.0
CGB5,0.0,0.026000000000000002
MYL6P5,0.09300000000000001,0.293
DNAJC19P6,0.0,0.0
AC133548.2,0.245,0.24100000000000002
ARFGEF1,17.404,17.429000000000002
NTN5,0.0,0.0
MIR486-1,0.0,0.0
AC007040.2,2.1109999999999998,1.9409999999999998
AL449266.1,0.191,0.201
AC104532.2,0.07200000000000001,0.305
AC120036.4,0.0,0.0
CMYA5,0.021,0.047
AL450487.1,0.214,0.135
DNAI2,0.0,0.0
AC007342.7,0.036000000000000004,0.115
CD300LB,0.0,0.0
AC099560.1,0.0,0.0
KISS1,0.06,0.063
CCR1,0.0,0.0
AL031733.2,0.0,0.0
PDIA3,46.901,46.375
PRELID3BP7,0.0,0.0
BX842568.4,0.0,0.0
LINC01411,0.0,0.012
SKP2,6.652,7.111000000000001
ZNF365,0.099,0.059000000000000004
TTK,33.760999999999996,35.330999999999996
AP000438.1,0.0,0.0
IFI16,0.08900000000000001,0.09300000000000001
RNU6-1160P,0.41,0.0
AC090150.2,0.0,0.0
PRPSAP2,12.106,12.352
AC005837.2,14.367,12.46
AC095032.1,0.0,0.0
LINC02623,0.0,0.0
AC073651.2,0.0,0.0
ACOX3,10.592,10.595
LRRD1,0.0,0.005
AL513327.2,1.4780000000000002,0.9159999999999999
AP001269.2,0.0,0.11800000000000001
CDH24,4.059,3.76
ADGRG2,0.0,0.009000000000000001
Z99289.1,0.0,0.0
C4orf45,0.0,0.0
OSTCP2,0.0,0.0
TASP1,4.295,4.229
CAV3,0.0,0.0
C1orf21,0.22,0.19899999999999998
TOMM34,81.723,79.699
CHD1,10.37,10.337
AC107031.1,0.0,0.0
MIR3178,0.0,0.0
ATP5F1AP4,0.0,0.0
RN7SL606P,0.0,0.153
OR5BA1P,0.0,0.0
DMPK,22.855999999999998,22.916999999999998
AC079296.1,0.45899999999999996,0.18100000000000002
DEFB116,0.0,0.0
DLX2-DT,0.26899999999999996,0.28300000000000003
GTF2IP13,0.6509999999999999,0.855
AC010409.1,0.0,0.0
MIR7703,25.456,21.564
SNORD115-17,0.0,0.0
AC093909.4,0.0,0.0
GPR3,1.595,1.7009999999999998
LINC02246,0.028999999999999998,0.006
SERBP1P3,0.0,0.0
PAFAH1B3,71.889,70.17699999999999
AC013553.3,0.0,0.0
AL355143.1,0.0,0.0
AL133342.1,0.0,0.12300000000000001
KIZ-AS1,0.0,0.0
CCDC152,0.0,0.0
RPSAP33,0.0,0.052000000000000005
SGMS2,3.31,3.292
AC130324.2,0.0,0.07
TMCO1,14.399000000000001,14.434000000000001
AL354707.1,0.24,0.316
TMEM108,0.071,0.075
B4GAT1,8.089,6.864
AC114928.1,0.0,0.0
HAX1,36.165,36.109
TEDC1,15.882,15.654000000000002
CALR4P,0.0,0.033
MIR5707,0.0,0.0
AP005328.1,0.5660000000000001,0.496
AP001636.3,0.0,0.0
RNA5SP282,0.0,0.0
LINC02574,0.0,0.0
CYP3A43,0.0,0.0
SLC9C1,0.0,0.0
CTXND1,0.0,0.0
RPL10AP6,6.731,5.162000000000001
AC060234.3,0.0,0.0
CENPUP2,0.0,0.0
SNORA63E,0.325,0.0
PLA2G4B,0.872,1.065
DIDO1,12.179,12.327
UPK3BL1,1.8259999999999998,1.749
TMEM176A,0.0,0.0
TYRO3,2.698,2.4
IKZF1,0.0,0.0
KCTD11,3.89,3.745
AL662844.3,0.0,0.0
CCDC181,1.732,1.6880000000000002
R3HDM1,18.754,18.955
GNAQ,6.794,7.311
URB2,6.112,6.189
MIR6504,0.0,0.0
LRRC26,0.053,0.0
AC023424.2,0.0,0.0
AC243562.3,0.0,0.0
ZNF385C,0.0,0.0
AP004609.3,0.249,0.45299999999999996
USP32P3,0.028999999999999998,0.015
RN7SKP72,0.0,0.307
GIGYF2,9.155,9.036
AC097655.1,0.0,0.0
AC025283.1,0.0,0.061
GSTO3P,0.0,0.0
RNU6-1045P,0.0,0.0
FAM86C1,3.3110000000000004,3.517
ADH1C,0.027000000000000003,0.0
AL590434.1,0.0,0.024
LINC02608,0.25,0.17600000000000002
AC020978.5,0.013000000000000001,0.035
IGFL4,0.011000000000000001,0.0
AC007611.1,0.0,0.023
AC126177.3,0.0,0.0
AL359238.1,0.0,0.0
AL021878.2,1.068,1.237
AL355102.5,0.0,0.0
CHRFAM7A,0.025,0.102
AC005522.1,0.0,0.0
CSF1,0.163,0.12
IMPDH1P10,0.636,0.43700000000000006
B3GAT3P1,0.5820000000000001,0.445
CD209,0.0,0.0
TMEM219,13.05,12.857000000000001
PCSK4,0.899,0.899
AGO3,1.758,1.9180000000000001
AGTR1,0.086,0.065
AADACL2-AS1,0.0,0.0
MAP2,0.763,0.575
NPM1P21,0.11199999999999999,0.41200000000000003
LINC02045,0.0,0.0
SELENOH,18.703,17.941
MIR6784,2.862,3.3489999999999998
AL160275.1,0.0,0.0
LINC00440,0.0,0.0
C4orf51,0.076,0.0
ABCA4,0.005,0.011000000000000001
MIR4707,4.261,4.207
RNA5SP296,0.0,0.0
CFHR2,0.0,0.0
MTCO2P32,0.0,0.0
LINC02596,0.0,0.055
MTND4P9,0.0,0.0
USP22,66.72399999999999,67.066
RRP8,3.3989999999999996,3.582
TCAP,0.271,0.159
PGM5-AS1,0.0,0.0
AP000779.1,0.0,0.0
KPNA7,0.0,0.0
AC034199.1,0.0,0.0
TMEM230,33.505,31.594
TMEM115,25.38,24.515
OR4K5,0.0,0.0
AC016583.1,0.0,0.0
HSPE1,100.855,96.76799999999999
AL358790.1,0.092,0.19399999999999998
DCAF12,14.674000000000001,14.123
LSM8,3.097,3.1239999999999997
NORAD,46.263999999999996,47.843
AP006545.1,0.094,0.14800000000000002
MIR577,0.0,0.0
AC004801.7,0.0,0.0
HIGD1AP9,0.0,0.161
AL589993.1,0.017,0.036000000000000004
LSS,16.619,16.449
CYP2R1,2.3209999999999997,2.355
AC090125.1,0.0,0.0
CSH2,0.0,0.0
TNS1,0.003,0.003
C11orf24,10.205,10.985
ETAA1,2.193,2.364
GPC3-AS1,0.0,0.0
ELAVL2,0.0,0.009000000000000001
GJD4,0.027000000000000003,0.0
AP001432.1,1.393,1.5530000000000002
AC092171.2,0.026000000000000002,0.013999999999999999
AFAP1L2,0.14,0.109
LINC00901,0.0,0.0
KCND3,0.005,0.006
RF00019,0.418,0.88
AC073335.1,0.11699999999999999,0.0
PCBP1,195.35299999999998,193.66099999999997
AC067940.1,0.142,0.15
AL445305.1,3.0380000000000003,3.9019999999999997
LRPPRC,41.858999999999995,42.317
MTUS2-AS1,0.0,0.0
AL109837.2,0.0,0.0
FN3K,1.479,1.335
CSTF1,10.031,9.508
IMMP1LP3,0.0,0.0
CCDC58P1,0.0,0.0
BOK,19.032,18.604
AC138811.1,0.11800000000000001,0.0
UBAP1,20.26,21.289
SLC2A8,3.319,3.747
RN7SKP178,0.0,0.0
HNRNPA1P34,0.0,0.0
PCDHGB4,0.24600000000000002,0.252
AL049637.2,0.0,0.0
AC132938.3,0.467,0.9840000000000001
LINC02098,0.0,0.0
PECR,1.62,1.903
PPIAP52,0.0,0.0
RPL21P23,0.0,0.0
AC110015.1,0.19399999999999998,0.306
ZNF675,1.645,1.587
TGFB2,1.891,1.847
ASB1,8.445,8.349
TLE1P1,1.881,1.6
RAD51-AS1,0.94,0.845
AP003080.1,0.036000000000000004,0.0
SLC29A4,0.66,0.44
BTBD7P1,0.0,0.0
KLHL7,3.136,2.966
RBPMS2,1.499,1.557
AC090515.5,0.0,0.0
AL136526.1,0.0,0.0
CITED2,29.061,29.118000000000002
AC010326.1,0.0,0.0
GCLC,4.869,4.677
ISX-AS1,0.0,0.0
COMMD5,19.034000000000002,18.2
ANKRD44,0.611,0.602
CCDC141,0.0,0.006
RNU6-845P,0.0,0.0
MYBPC2,0.0,0.0
SREBF1,25.375,25.735
RF00019,0.0,0.0
LMNTD2,0.41200000000000003,0.263
AC087623.3,0.307,0.32299999999999995
HMGCS2,0.0,0.0
CXCL9,0.0,0.0
RPL15P3,33.95,33.858000000000004
CDKL1,0.929,0.92
C10orf90,0.0,0.009000000000000001
C1GALT1,4.024,4.289
CGN,6.917000000000001,6.695
FAM177B,0.0,0.0
AP002353.1,0.027000000000000003,0.027999999999999997
AC009779.3,5.546,5.768
OSR1,0.18600000000000003,0.247
RPL18AP2,0.0,0.0
H2AFB3,0.0,0.0
RNU6-43P,0.0,0.0
RN7SKP273,0.136,0.0
AL451048.1,0.0,0.0
UBE2V2P4,0.0,0.0
RF00017,0.0,0.0
RF00019,0.0,0.0
AC079448.1,0.0,0.0
AL359880.1,0.0,0.0
ARAP1-AS1,0.0,0.0
SEMA5A-AS1,0.0,0.0
AC099677.2,0.0,0.0
TRPS1,0.966,0.9440000000000001
RF00017,0.0,0.0
TMEM37,0.0,0.02
ATP5F1E,29.155,29.314
AC018868.2,0.034,0.0
AL096840.1,0.0,0.0
AC034198.2,0.501,0.35200000000000004
AC126177.6,0.69,0.7929999999999999
MECOM,5.296,5.29
LCN1,0.0,0.0
AC006965.1,0.0,0.0
NIPSNAP3B,0.84,0.8809999999999999
IQCD,1.6980000000000002,1.605
MROH7,0.0,0.0
ART4,0.0,0.009000000000000001
MIR564,0.22699999999999998,0.47700000000000004
Z97985.1,0.0,0.0
VWA2,0.0,0.006999999999999999
SPATA5,1.456,1.4080000000000001
RF00017,0.0,0.0
ZDHHC8,6.612,6.721
AP000926.1,0.0,0.0
AL121906.2,0.825,0.6829999999999999
AC048382.1,0.0,0.0
MIR3165,0.568,0.0
SCAPER,1.74,1.859
EFNA4,1.203,1.16
IFNA1,0.0,0.0
IFT122,7.63,7.624
AC068389.1,0.0,0.0
RF00019,0.0,0.0
AP006222.1,0.09300000000000001,0.076
AC117457.1,0.0,0.0
AC008555.5,0.034,0.0
NBEAL2,5.903,5.888999999999999
AC007114.2,0.0,0.0
MRPL39,31.7,31.028000000000002
AL158823.1,0.0,0.0
CXCL11,0.022000000000000002,0.0
KRT8P26,0.0,0.0
CNGB3,0.0,0.054000000000000006
AC012615.6,0.035,0.0
AC091390.1,0.0,0.0
PKIA-AS1,0.0,0.0
AL136419.1,0.27,0.114
ST6GAL1,0.373,0.413
RAPGEF4,0.44299999999999995,0.265
CR391992.1,0.10800000000000001,0.0
ATP8B1,2.449,2.8989999999999996
GRXCR2,0.019,0.0
AC023794.3,0.0,0.040999999999999995
AC013268.5,0.0,0.0
DNAJB5,1.7069999999999999,1.7830000000000001
GGA2,9.272,9.304
RF00019,0.0,0.0
RPS23P2,0.0,0.0
ENO1-AS1,0.561,0.098
AC079777.1,0.0,0.0
SNORD26,11.363,10.77
AC005084.1,0.0,0.0
AC010323.2,0.0,0.076
EEF1A1P16,0.934,1.079
TNS2,1.5530000000000002,1.4
TBC1D3F,0.0,0.0
AL355596.1,0.0,0.0
MGAT4B,35.139,35.509
CLEC1A,0.0,0.0
AC099563.1,0.0,0.0
AC005786.3,0.075,1.1909999999999998
TIMMDC1,36.524,34.898
APOBEC2,0.0,0.0
ATP5PD,35.779,35.821
ZNF101,3.5989999999999998,3.4339999999999997
ONECUT1,0.011000000000000001,0.012
AL138688.1,0.0,0.0
TRMT112P1,0.0,0.0
AC107884.1,0.0,0.0
EPHA8,0.0,0.0
RNU6-1093P,0.0,0.0
IMPA2,5.947,5.64
MIR6724-1,0.0,0.0
RNASE6,0.0,0.0
AC098872.1,0.0,0.0
FANK1-AS1,0.0,0.0
AC013717.1,5.095,5.002
GPR179,0.005,0.005
AC015818.6,0.0,0.0
ATP5MFP6,0.0,0.0
PPP2R2C,0.773,0.747
AL513217.1,0.0,0.0
AC119428.2,0.0,0.0
AC004076.1,0.456,0.45799999999999996
AC008154.2,0.41200000000000003,0.0
NOP56P3,0.0,0.11699999999999999
AC126603.1,0.068,0.268
ZNF551,3.38,3.33
SAMM50,7.627999999999999,7.827000000000001
TMEM185A,0.537,0.653
ABTB2,3.2880000000000003,3.0210000000000004
MTND5P19,0.0,0.0
AC098820.2,0.064,0.135
PFN1P3,0.0,0.0
FLT4,0.154,0.152
KRT1,0.0,0.0
FRMD8P1,0.055999999999999994,0.08800000000000001
MIR2682,1.9369999999999998,1.632
AP001453.3,0.039,0.033
ACSL4,13.514000000000001,14.295
DEGS1,18.03,18.31
RNU6-1284P,0.0,0.0
AC008740.2,0.0,0.0
MTAP,10.221,10.234
ACY3,0.0,0.0
TSHZ1,1.405,1.431
FUNDC2P1,0.598,0.63
AC112184.1,1.4340000000000002,1.2229999999999999
COMMD1,4.97,5.816
RF00019,0.0,0.0
ZGLP1,1.294,1.403
AL645937.1,0.0,0.0
AC016739.1,44.216,38.633
TMEM87A,7.247000000000001,7.419
RN7SL371P,0.0,0.0
HOXC13-AS,0.03,0.064
LINC00940,0.0,0.0
AC026786.1,4.249,4.115
ALPL,0.013999999999999999,0.06
RF00414,0.0,0.0
QRFP,0.0,0.0
AC079790.2,0.09699999999999999,0.102
USH1C,0.0,0.0
KLK13,0.0,0.0
AL590006.1,0.057,0.0
FP325330.2,0.0,0.0
RPS26P39,0.0,0.132
ZNF512B,21.334,21.215
TRDV3,0.0,0.0
PAX1,0.0,0.0
SLC35D3,0.273,0.345
RPSAP66,0.0,0.0
RPS17P15,0.0,0.0
IL18,0.344,0.465
PNLIPRP2,0.0,0.0
SHOC1,1.548,1.6369999999999998
ILKAP,9.349,8.524
ARHGAP27P2,0.0,0.0
PTPRK,4.952,4.772
TMEM222,11.514000000000001,11.725
SGSH,5.857,5.76
ZNF655,12.767000000000001,13.439
MAPK9,9.821,9.772
DBP,0.521,0.542
AC008735.2,0.076,0.0
CARD8,4.213,4.631
MTND6P7,0.0,0.0
AC133134.1,1.068,0.625
TPM3P4,0.0,0.11900000000000001
AC010132.3,39.236,36.663000000000004
MFAP1,32.376999999999995,31.796999999999997
MYOD1,0.0,0.0
BPIFB2,0.0,0.0
CR381670.1,0.252,0.39799999999999996
LINC00824,0.0,0.0
AC104389.4,0.43200000000000005,0.469
TBX2,1.5759999999999998,1.682
B3GALT6,24.241,23.616999999999997
ADRA1A,0.0,0.0
AC087752.1,0.076,0.0
AC091133.3,0.0,0.0
PIK3CA,3.335,3.503
ARSE,0.03,0.031
XRCC6P3,0.0,0.0
AC022413.1,0.866,1.14
OR4A50P,0.0,0.0
AC018448.2,0.0,0.0
AC018644.1,0.155,0.0
AL138976.2,1.044,1.423
AL590408.1,0.0,0.0
AC023157.1,10.07,10.717
FANCE,14.198,13.085999999999999
NPIPB12,0.207,0.187
HNRNPA1P56,0.0,0.047
AL021877.1,0.039,0.0
GTF2IP23,2.549,2.685
AL023803.2,0.601,0.703
ZNF683,0.0,0.0
AL358333.1,0.0,0.0
AC098934.1,0.23,0.13699999999999998
RUFY3,2.524,2.696
CD99P1,0.13,0.106
RPL13AP17,0.0,0.0
CSAG3,2.026,1.844
RNY4P6,0.0,0.0
NLGN1-AS1,0.0,0.0
IQSEC3P1,0.0,0.0
PUM3,26.878,27.732
AC012618.3,0.142,0.243
BZW2,19.258,18.051
SEC23B,27.724,26.997
AC093916.1,0.083,0.073
HEATR5B,6.016,5.611000000000001
PFKL,11.844000000000001,11.88
AP001619.1,0.47700000000000004,0.301
AL132671.1,0.0,0.0
LINC00971,0.0,0.0
IGKV2D-23,0.0,0.0
TNFRSF21,4.279,4.194
C1QTNF1-AS1,0.0,0.0
AC023813.3,0.0,0.0
AC093904.3,0.0,0.122
AC069228.1,0.0,0.0
AL356753.1,0.0,0.0
AL359852.1,0.0,0.0
AC009163.4,14.418,16.314
RBM47,0.015,0.021
MGRN1,3.263,3.1060000000000003
AL138725.1,0.0,0.0
RPL19P1,0.0,0.0
JARID2,3.74,3.471
ESAM,0.336,0.446
ATG12,5.771,6.407
AC102941.1,0.083,0.028999999999999998
UNC80,0.038,0.033
AC100803.2,0.043,0.0
HTATIP2,13.772,13.460999999999999
FGF21,0.0,0.0
APOA1-AS,0.0,0.0
POLM,3.373,3.523
GMIP,9.892999999999999,10.479000000000001
MIR548K,0.0,0.0
CR559946.1,0.0,0.0
AC137055.1,0.0,0.0
AC046176.1,6.191,5.178
PREB,26.214000000000002,24.813000000000002
LCORL,2.013,2.09
PCDHA14,0.009000000000000001,0.0
CXADR,1.069,0.909
FGD5P1,0.0,0.0
RPL7L1P13,0.057999999999999996,0.061
PTHLH,0.278,0.39899999999999997
MIR7150,0.0,0.0
PIWIL1,0.0,0.0
SOX13,1.4240000000000002,1.548
AL157414.1,0.0,0.0
COPS7A,43.211000000000006,42.38
AL359922.1,10.937999999999999,11.591
NLGN1,0.214,0.18100000000000002
RPL39,5.667000000000001,5.377999999999999
AC104984.2,0.0,0.0
LSM4,58.718,59.943999999999996
AKAP9,7.7589999999999995,7.975
NLRP2B,0.0,0.0
AL449043.1,0.0,0.0
PTMAP3,0.0,0.0
AC100868.1,0.0,0.0
CP,0.0,0.006
KCNK17,0.0,0.0
THBS2,0.006999999999999999,0.0
