genes,H1299_polyA_S2-36h-A,H1299_polyA_S2-36h-B,H1299_polyA_mock-36h-A,H1299_polyA_mock-36h-B
PRR13,42.713,43.618,42.863,47.825
RNF216,23.678,23.7,23.168000000000003,23.578000000000003
ASPRV1,0.39,0.284,0.677,0.424
AC026310.2,0.083,0.106,0.23800000000000002,0.091
PIH1D1,12.517000000000001,13.549000000000001,11.684000000000001,10.998
MIR6509,0.0,0.0,0.0,0.0
FNDC8,0.0,0.0,0.0,0.049
ALDOA,110.223,110.29,113.459,113.64200000000001
AC010754.1,0.0,0.0,0.0,0.0
AC027277.1,0.0,0.0,0.0,0.0
KCTD9P6,0.064,0.163,0.091,0.27699999999999997
AP005136.1,0.0,0.0,0.0,0.0
AP001528.2,0.05,0.0,0.0,0.0
MIR6889,4.629,5.24,4.407,3.909
RNF208,3.589,3.8310000000000004,3.241,3.438
MIR543,0.0,0.0,0.0,0.0
AQP4,0.0,0.0,0.0,0.0
AC090099.1,0.0,0.04,0.0,0.017
TRPM4,0.919,0.866,0.958,0.998
AC109449.1,0.0,0.0,0.051,0.0
SUDS3,9.783999999999999,9.288,9.887,10.444
SLC27A6,1.976,1.5290000000000001,1.909,1.935
TMEM196,0.0,0.0,0.0,0.0
SOX21-AS1,0.0,0.0,0.026000000000000002,0.0
AC011124.2,0.0,0.0,0.0,0.0
RNU6-53P,0.0,0.0,0.0,0.0
ST3GAL6-AS1,0.648,0.825,0.72,0.938
AC119150.1,0.10800000000000001,0.13699999999999998,0.154,0.11699999999999999
DDI2,6.007999999999999,6.032,5.6579999999999995,6.244
RNU6-553P,0.0,0.0,0.0,0.0
CYB561,4.24,4.5680000000000005,4.37,4.155
NDUFA3,5.591,5.621,5.813,5.351
PURG,0.145,0.225,0.092,0.21
AL133215.2,1.429,1.5819999999999999,1.597,1.619
RF00012,0.0,0.0,0.0,0.0
AL139819.1,0.0,0.0,0.0,0.28
AL590617.2,1.642,1.33,2.131,1.4580000000000002
KLHL15,4.625,3.8939999999999997,4.367,4.191
LINC02326,0.0,0.0,0.0,0.0
ATP5MPL,32.025,32.611,30.456999999999997,30.271
AC112721.2,0.0,0.0,0.0,0.0
MIR6795,0.0,0.568,0.0,0.0
AC125611.2,0.8440000000000001,1.075,0.268,0.815
AC069209.2,0.0,0.0,0.0,0.0
AC008440.2,0.14300000000000002,0.0,0.0,0.0
AL356361.2,0.0,0.0,0.0,0.0
RHEB,35.662,36.334,34.887,33.121
AL050341.2,3.978,2.859,4.275,4.447
MYH16,0.5479999999999999,0.40399999999999997,0.77,0.763
RAC1P5,0.0,0.0,0.0,0.0
HMGB3P18,0.0,0.0,0.0,0.0
AL353747.4,0.0,0.0,0.0,0.0
IGLV3-21,0.0,0.0,0.0,0.0
AC016229.2,0.0,0.0,0.0,0.0
RNU6-402P,0.0,0.0,0.0,0.0
C10orf53,0.0,0.0,0.0,0.0
AC018692.1,0.0,0.0,0.0,0.0
RN7SL581P,0.0,0.0,0.0,0.0
CA12,0.121,0.243,0.21100000000000002,0.207
CCDC198,0.0,0.0,0.0,0.0
LAMA4,0.7829999999999999,0.8590000000000001,0.7609999999999999,0.868
AC078817.1,0.419,0.17800000000000002,0.39899999999999997,0.151
AC131235.1,4.311,5.596,5.684,3.6
FAM210A,11.137,11.788,11.073,11.597999999999999
AC018511.5,0.0,0.0,0.0,0.0
RANP2,0.0,0.0,0.0,0.0
CACYBPP1,0.08900000000000001,0.0,0.0,0.0
OR10Q2P,0.0,0.0,0.0,0.0
LINC02562,0.0,0.0,0.0,0.0
SLC7A14,0.0,0.0,0.0,0.0
BCL6B,0.23600000000000002,0.124,0.185,0.075
NDUFAF6,3.3789999999999996,2.9330000000000003,3.195,3.21
PPP1R12A,15.597000000000001,16.064,15.883,16.233
AC007601.1,0.0,0.0,0.0,0.0
PRR11,43.168,43.765,41.766000000000005,43.949
RABL6,19.721,18.729,17.346,18.359
LETM2,0.963,0.9229999999999999,0.78,0.851
HSPE1-MOB4,72.158,72.92699999999999,73.546,72.661
AC104685.1,0.0,0.0,0.0,0.0
ZNF783,2.9739999999999998,3.127,3.056,2.822
AC090377.1,0.0,0.0,0.0,0.0
SPEF1,1.04,0.562,1.171,0.342
RNU6-323P,0.0,0.0,0.0,0.0
DNPH1,41.755,36.91,45.28,37.266
AC079298.1,0.0,0.0,0.0,0.0
AL137100.3,0.324,0.177,0.33,0.251
AL353150.1,0.0,0.0,0.0,0.0
AC010618.4,0.8220000000000001,0.598,1.1740000000000002,0.765
SNHG19,82.104,74.497,75.609,67.75
FAM47B,0.0,0.0,0.0,0.0
CFB,0.0,0.0,0.0,0.0
FSIP2-AS2,0.040999999999999995,0.0,0.0,0.0
KIFC2,5.9639999999999995,4.8660000000000005,6.393,6.534
ATP2A3,0.141,0.146,0.10099999999999999,0.096
RIOX2,7.216,7.132999999999999,6.827999999999999,7.144
ULBP3,4.994,4.695,4.43,4.236000000000001
AC244090.3,0.0,0.0,0.0,0.083
SETBP1,0.0,0.0,0.0,0.0
AC093648.1,0.0,0.0,0.0,0.0
RF00139,0.0,0.0,0.0,0.0
AL390728.2,0.0,0.046,0.0,0.079
AC007336.3,0.0,0.0,0.0,0.0
ZC3H12B,0.496,0.46399999999999997,0.465,0.53
A2MP1,0.0,0.0,0.0,0.0
AL122034.1,0.122,0.0,0.0,0.0
NDUFAF1,5.335,6.361000000000001,7.037000000000001,5.275
AC010247.1,0.33799999999999997,0.086,0.29,0.073
NHLRC3,1.847,1.893,1.8659999999999999,2.066
BX324167.2,0.0,0.0,0.0,0.0
AC022784.6,0.217,0.138,0.465,0.589
AC010300.1,0.0,0.0,0.0,0.013000000000000001
OR1J2,0.0,0.0,0.0,0.0
UGP2,15.161,15.335,15.093,14.919
LPIN1,14.075999999999999,13.742,15.032,15.493
AC003001.2,0.0,0.0,0.0,0.0
AC107391.1,0.0,0.0,0.0,0.0
CACHD1,2.6189999999999998,2.641,2.7769999999999997,2.927
AC073912.3,0.0,0.0,0.0,0.0
VIP,0.038,0.0,0.0,0.0
NOL7,105.721,105.365,105.266,99.277
AP002967.1,0.0,0.0,0.0,0.0
UBE2J2,20.671999999999997,21.256,21.283,20.373
MZF1-AS1,1.39,1.5490000000000002,1.446,1.82
AC009093.6,0.21899999999999997,0.14,0.157,0.35700000000000004
AL021368.2,0.17600000000000002,0.10099999999999999,0.11900000000000001,0.209
SNORD117,0.799,1.0170000000000001,1.14,0.867
TRBJ1-6,0.0,0.0,0.0,0.0
HERC2P5,0.11,0.064,0.071,0.195
POC5,5.157,5.066,4.123,5.331
ZFAT,2.475,2.127,2.62,2.68
AL592437.2,0.22399999999999998,0.032,0.392,0.298
LGI1,0.0,0.0,0.0,0.0
AC006116.7,0.08,0.0,0.115,0.044000000000000004
AC021231.2,2.7439999999999998,2.2230000000000003,2.019,1.534
ZFPM2,0.804,0.606,0.636,0.6890000000000001
COL8A1,0.026000000000000002,0.016,0.037000000000000005,0.042
NCOA4P4,0.0,0.0,0.0,0.0
MIR137HG,0.647,0.792,0.9179999999999999,0.831
NPM1P43,0.0,0.0,0.0,0.0
CUBNP3,0.0,0.0,0.0,0.0
ARHGEF25,7.086,6.619,7.2620000000000005,6.282
RTN4RL1,0.0,0.0,0.0,0.0
AC147651.4,0.0,0.0,0.0,0.0
AC010245.1,0.0,0.0,0.0,0.0
METTL17,7.612,7.435,7.676,7.167999999999999
AL133406.2,0.0,0.0,0.0,0.0
AC008755.1,6.7139999999999995,7.6979999999999995,6.547999999999999,7.702999999999999
EGFL8,1.5819999999999999,1.229,1.7830000000000001,2.269
RNY3P14,0.0,0.0,0.0,0.0
NPAP1,0.0,0.0,0.0,0.0
SYT9,0.0,0.0,0.0,0.0
AL807776.1,0.0,0.0,0.0,0.0
AC120036.1,0.0,0.0,0.0,0.0
ERLNC1,0.0,0.0,0.0,0.0
AC040169.3,0.198,0.126,0.0,0.431
AC139722.1,0.07400000000000001,0.0,0.0,0.0
MIR4654,0.0,0.0,0.0,0.0
SERPINA13P,0.0,0.0,0.0,0.0
AC092384.3,0.0,0.0,0.0,0.0
AL445644.1,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
VRTN,0.017,0.0,0.0,0.0
NRG1-IT1,0.14300000000000002,0.046,0.051,0.039
CES1,0.0,0.053,0.08900000000000001,0.0
RNU4-51P,0.0,0.0,0.0,0.0
MIR6501,73.825,84.781,90.55799999999999,79.654
AC022826.2,16.815,16.532,16.252,19.656
SFRP5,0.032,0.0,0.0,0.0
LINC02229,0.0,0.0,0.0,0.0
KTN1-AS1,1.232,1.3969999999999998,1.3980000000000001,1.338
AC103858.1,0.0,0.0,0.0,0.0
AL137002.1,0.0,0.0,0.0,0.0
CELF3,0.0,0.0,0.0,0.0
RAB39B,1.067,0.838,1.041,1.062
ZNF92,8.537,8.648,9.378,9.305
RN7SKP249,0.0,0.0,0.0,0.0
HNRNPA1P41,0.0,0.0,0.0,0.0
SDHD,31.293000000000003,30.281,29.171999999999997,30.473000000000003
AC068234.3,0.0,0.0,0.166,0.0
GLP1R,0.0,0.0,0.0,0.0
SERPINE3,0.0,0.03,0.0,0.0
ABCC1,7.242999999999999,7.744,7.026,7.541
RF01875,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
IL15RA,0.267,0.27699999999999997,0.28600000000000003,0.381
AC010226.1,0.0,0.0,0.0,0.0
RPSAP19,0.414,0.263,0.49200000000000005,0.075
CENPJ,3.036,3.826,3.487,3.93
PPP1R9B,39.715,37.796,38.559,40.172
HSPA4,106.0,108.04799999999999,105.365,106.96600000000001
SNRPB2,23.294,26.344,23.697,26.046999999999997
SH3YL1,0.5870000000000001,0.72,0.8,0.72
TIMM21,8.373,8.982000000000001,8.372,8.456
DIMT1,8.462,8.442,8.835,8.363
AL590385.2,0.0,0.0,0.0,0.0
LIMD1-AS1,0.037000000000000005,0.047,0.0,0.08
AL033543.1,0.009000000000000001,0.011000000000000001,0.006,0.01
PSMD9,5.6370000000000005,5.483,4.851,4.787
NCEH1,43.713,44.203,39.787,40.905
AL136038.5,0.657,0.27899999999999997,0.156,0.11900000000000001
AC008750.7,0.109,0.0,0.465,0.11800000000000001
TTBK1,0.006,0.03,0.017,0.013000000000000001
OLA1P2,0.0,0.0,0.0,0.052000000000000005
CELF4,0.028999999999999998,0.049,0.040999999999999995,0.073
RF01954,0.0,0.0,0.0,0.0
MRPL24,34.356,35.085,32.472,35.626
SNORD50B,8.67,9.936,6.81,8.942
HSPE1P25,0.0,0.0,0.0,0.0
TNFRSF10A,10.489,10.659,11.395999999999999,10.829
RNY4P34,0.0,0.0,0.0,0.6940000000000001
KCNJ5,0.0,0.0,0.0,0.011000000000000001
RN7SL339P,0.0,0.0,0.0,0.0
RBP3,0.0,0.0,0.0,0.0
SARDH,0.0,0.0,0.0,0.0
AC145098.2,0.742,1.073,1.16,1.089
ZNF280D,0.782,0.6409999999999999,0.7120000000000001,0.732
BAG1,8.066,7.593999999999999,7.72,7.313
AL591441.1,0.0,0.0,0.0,0.0
FUT2,0.0,0.0,0.0,0.0
AL589743.8,0.047,0.0,0.067,0.0
DUXAP7,0.0,0.0,0.0,0.0
AC145207.2,0.39799999999999996,1.1159999999999999,0.341,0.259
ZNF517,0.892,0.83,0.784,0.695
DEF8,14.671,15.033,16.464000000000002,14.311
AC234791.1,0.0,0.0,0.07200000000000001,0.0
DDX11L1,0.0,0.045,0.0,0.019
AL358452.1,0.0,0.0,0.0,0.0
ZMIZ1-AS1,0.013999999999999999,0.0,0.0,0.0
RBFOX1,0.0,0.0,0.0,0.0
AC016542.2,0.0,0.0,0.0,0.0
RGS17P1,0.21899999999999997,0.419,0.313,0.11900000000000001
AC006441.3,0.0,0.0,0.0,0.0
NFKB1,13.972000000000001,14.487,14.421,14.257
KBTBD6,4.0089999999999995,3.612,3.3480000000000003,3.83
NXPH4,0.16899999999999998,0.252,0.04,0.214
COX6B2,0.016,0.0,0.0,0.0
AL020997.2,0.0,0.0,0.0,0.358
RGP1,14.277000000000001,14.879000000000001,13.508,15.009
COL4A6,0.026000000000000002,0.008,0.019,0.021
MYH2,0.0,0.0,0.0,0.0
LINC00240,0.24600000000000002,0.151,0.182,0.188
P4HA2,1.806,2.0269999999999997,1.835,1.767
AL360294.1,0.0,0.0,0.0,0.0
PCTP,1.4140000000000001,1.695,1.71,1.4340000000000002
FUBP1,42.021,41.806000000000004,42.206,43.653
MIR4712,1.85,1.885,2.114,0.804
BLOC1S1,21.58,22.144000000000002,22.881999999999998,20.47
RPL21P33,0.0,0.0,0.0,0.0
ZNF251,3.97,3.6310000000000002,3.8310000000000004,3.957
IL12B,0.0,0.0,0.0,0.024
C22orf46,7.7379999999999995,8.479,8.179,8.389
IFNGR2,25.568,25.483,26.881999999999998,27.824
AC044810.1,0.0,0.0,0.0,0.0
AP003170.2,0.0,0.0,0.0,0.0
AC004080.6,1.7830000000000001,1.892,1.745,1.506
AL162384.1,0.0,0.0,0.0,0.0
AL713999.1,24.3,25.145,25.266,24.980999999999998
SYTL2,1.024,1.2770000000000001,1.101,0.9890000000000001
PRAMEF30P,0.0,0.0,0.0,0.0
CRK,55.32899999999999,54.045,55.165,54.166000000000004
KRT8P29,0.0,0.0,0.0,0.0
TMEM92,0.02,0.0,0.027999999999999997,0.0
FOXI3,0.0,0.0,0.0,0.0
C16orf45,5.069,4.891,6.449,5.813
DUSP5P2,0.0,0.0,0.0,0.0
B3GALT5-AS1,0.0,0.0,0.034,0.026000000000000002
GCNT1P1,0.0,0.0,0.134,0.0
CRABP2,5.412999999999999,6.2139999999999995,4.967,6.394
AC090236.1,0.0,0.0,0.0,0.0
NDUFB2-AS1,2.32,1.97,1.946,2.719
NOS2P1,0.0,0.0,0.0,0.0
TGIF2,10.286,9.94,10.69,11.139000000000001
AC034223.2,0.14300000000000002,0.0,0.51,0.62
KLHDC1,0.121,0.077,0.115,0.08800000000000001
STX16,19.22,18.953,19.954,19.322
AL691403.2,0.124,0.158,0.0,0.134
PSMC1P9,0.22699999999999998,0.11599999999999999,0.13,0.19699999999999998
S100Z,0.0,0.0,0.0,0.0
PHLDB3,8.838,8.827,8.795,8.567
FBXO36-IT1,0.0,0.0,0.0,0.0
AC103843.1,0.0,0.0,0.0,0.0
CCDC58P2,0.0,0.0,0.0,0.0
AC026304.1,1.6230000000000002,1.791,1.391,1.409
BMP2,0.39399999999999996,0.349,0.245,0.37200000000000005
HMGN1P7,0.0,0.0,0.0,0.0
NAPA-AS1,0.705,0.6940000000000001,0.778,0.38299999999999995
ADAMTS13,0.38299999999999995,0.42,0.6679999999999999,0.508
AC007790.1,0.0,0.0,0.0,0.0
AC009093.1,0.0,0.0,0.0,0.0
AC026202.3,0.027000000000000003,0.034,0.0,0.0
C2-AS1,0.0,0.0,0.114,0.086
TUBB8,0.0,0.0,0.028999999999999998,0.044000000000000004
AC105935.1,0.0,0.0,0.094,0.0
CACNA2D3,0.0,0.0,0.018000000000000002,0.0
RN7SKP280,0.0,0.0,0.0,0.0
OBSCN,0.182,0.156,0.26,0.237
AC004232.2,0.0,0.0,0.0,0.0
AC013268.1,0.0,0.0,0.0,0.0
AC009902.2,0.519,0.772,0.9890000000000001,0.6579999999999999
TOMM6,136.482,126.419,128.72299999999998,131.309
SOD2,11.436,11.179,10.369000000000002,10.831
E2F6P3,0.0,0.0,0.0,0.08900000000000001
TMC1,0.0,0.0,0.0,0.008
UNC93B5,0.0,0.0,0.0,0.0
AC093627.7,0.0,0.0,0.0,0.0
EN1,0.105,0.161,0.06,0.068
FKBP10,16.291,16.242,16.552,16.607
TMEM65,3.435,3.535,3.888,3.86
ZDHHC6,8.776,9.093,9.516,9.484
MFSD11,3.9019999999999997,4.001,3.8489999999999998,3.696
AC055876.3,0.0,0.0,0.0,0.0
MORF4L1P3,0.064,0.0,0.0,0.0
AC073896.5,0.0,0.0,0.0,0.0
AL450346.2,0.0,0.0,0.0,0.0
RPL35AP,0.0,0.0,0.0,0.0
BTK,0.09300000000000001,0.152,0.095,0.057999999999999996
RPS23P6,0.0,0.0,0.0,0.0
VPS33B-DT,0.08800000000000001,0.068,0.051,0.038
AF127577.1,0.0,0.0,0.0,0.0
LINC00628,0.0,0.0,0.0,0.0
CLTB,71.138,67.23899999999999,67.76,63.916000000000004
SCFD2,3.077,3.407,3.657,3.008
ZFYVE27,6.647,7.235,7.603,7.351
AC006272.2,0.0,0.0,0.266,0.20199999999999999
AC245047.2,0.0,0.0,0.0,0.0
OR10C1,0.0,0.0,0.0,0.0
SSR3,41.842,42.558,39.938,40.412
AL512427.1,0.0,0.0,0.0,0.0
AC135628.1,0.0,0.0,0.0,0.0
MMRN2,0.125,0.14400000000000002,0.196,0.175
AC104170.2,0.0,0.0,0.0,0.0
SIL1,6.989,6.996,7.781000000000001,6.8420000000000005
AC005296.1,0.0,0.0,0.0,0.0
AC023469.2,0.0,0.0,0.0,0.0
KCNN2,0.0,0.0,0.0,0.0
LINC00467,1.5419999999999998,1.442,1.5390000000000001,1.4069999999999998
AC068946.1,2.291,2.543,2.461,2.451
CAP2P1,0.0,0.0,0.0,0.0
AL121759.1,0.0,0.0,0.0,0.0
MAP2K7,12.622,12.197000000000001,12.264000000000001,12.204
AC008747.1,0.275,0.525,0.392,0.298
MIR135B,0.0,0.0,0.0,0.0
AC012501.2,0.0,0.0,0.0,0.0
PYGL,25.673000000000002,26.469,26.616999999999997,26.305999999999997
AC022306.3,0.0,0.0,0.158,0.0
AC084866.2,0.0,0.0,0.0,0.0
CLIC1P1,5.449,4.4830000000000005,5.986000000000001,5.824
TUT7,5.646,5.715,5.945,6.11
ALKBH6,4.383,4.33,4.502,5.0569999999999995
SFXN2,0.884,0.9329999999999999,0.9390000000000001,0.96
ARID1A,12.158,12.582,12.165,13.315
FRG2EP,0.0,0.0,0.0,0.0
AL035404.2,0.0,0.0,0.0,0.0
RPL15P20,0.10099999999999999,0.129,0.0,0.11
MUC3A,0.043,0.047,0.053,0.028999999999999998
AC026202.2,0.135,0.17300000000000001,0.129,0.0
IL1R2,0.0,0.0,0.0,0.022000000000000002
AC010618.2,0.0,0.0,0.0,0.0
SPEG,0.08199999999999999,0.086,0.11199999999999999,0.135
AC092821.3,0.757,0.871,0.825,0.9009999999999999
DAB1,0.265,0.215,0.195,0.214
AC007390.1,0.0,0.0,0.0,0.0
AC018647.1,0.0,0.0,0.0,0.0
AL512604.3,0.063,0.0,0.36,0.13699999999999998
FLRT2,0.005,0.004,0.01,0.009000000000000001
SEC11C,8.445,8.408,8.609,8.208
MELK,35.467,34.874,33.974000000000004,34.747
TMEM253,0.09300000000000001,0.079,0.08800000000000001,0.034
THSD1,5.651,5.422999999999999,5.497999999999999,4.926
DNAH17,0.011000000000000001,0.005,0.0,0.012
TMSB4XP3,0.0,0.0,0.0,0.0
RBM41,1.631,1.735,1.989,2.365
AC131097.1,0.0,0.0,0.0,0.0
ZBTB33,4.032,4.16,5.074,4.638
RPL36AP26,0.0,0.0,0.0,0.0
AL512604.2,0.139,0.0,0.066,0.1
AL078596.1,0.0,0.0,0.0,0.0
DBIL5P,0.589,0.433,0.42100000000000004,0.591
SRRM2-AS1,0.040999999999999995,0.092,0.10400000000000001,0.055999999999999994
RMC1,11.136,11.53,12.23,12.41
MIR6749,1.319,0.0,1.256,0.0
TYROBP,0.0,0.0,0.0,0.0
AC018628.1,0.183,0.182,0.159,0.129
SATB2-AS1,0.652,0.674,0.524,0.634
SLC6A8,1.093,1.0090000000000001,1.04,0.9420000000000001
AC022513.1,0.0,0.0,0.0,0.0
AC093734.1,0.0,0.0,0.0,0.0
NUDT14,9.487,7.744,8.595,8.408
TMEM130,0.065,0.0,0.055999999999999994,0.057
AC129926.2,0.0,0.0,0.0,0.0
PARP12,4.992,5.803999999999999,5.365,5.011
MIR371A,0.0,0.0,0.0,0.0
SEM1,14.526,14.508,13.857999999999999,12.517999999999999
AP002761.3,0.322,0.13699999999999998,0.409,0.19399999999999998
AL139099.1,0.12300000000000001,0.188,0.21100000000000002,0.107
LRRC15,0.102,0.10400000000000001,0.131,0.1
AL353898.1,0.255,0.325,0.0,0.0
AC021678.1,0.0,0.0,0.0,0.0
SNRPCP1,0.0,0.0,0.0,0.0
AL671309.1,0.0,0.0,0.0,0.0
MIR17,0.0,0.0,0.0,0.0
DGKK,0.0,0.0,0.0,0.0
CRB2,0.0,0.0,0.0,0.0
BNIP3P37,0.0,0.0,0.0,0.0
ATAD1,10.013,10.066,9.562000000000001,9.492
ZC3H12D,0.045,0.057,0.09,0.02
GVQW2,2.4130000000000003,2.04,2.2880000000000003,2.201
LOR,0.0,0.0,0.0,0.0
AC134050.1,0.065,0.083,0.0,0.071
MSR1,0.008,0.01,0.022000000000000002,0.0
POTEE,0.36200000000000004,0.461,0.331,0.47200000000000003
DYSF,0.006999999999999999,0.018000000000000002,0.0,0.008
AC009097.3,0.0,0.0,0.0,0.0
SLFN13,0.013000000000000001,0.025,0.027999999999999997,0.006999999999999999
AL442125.1,0.451,0.391,0.309,0.294
RPL22P2,0.162,0.413,0.0,0.0
RF00012,0.0,0.0,0.0,0.0
AC244517.5,0.0,0.0,0.0,0.039
RPL10P1,0.094,0.0,0.135,0.102
LYPD3,0.517,0.40700000000000003,0.597,0.561
LEUTX,0.0,0.0,0.0,0.0
AC106791.2,0.0,0.0,0.0,0.0
IDH3B,98.164,96.039,93.97,93.068
DSCAM-AS1,0.0,0.0,0.0,0.0
EIF4BP7,1.7409999999999999,1.535,1.96,1.999
GAPDHP25,0.0,0.077,0.0,0.0
AL163192.1,0.0,0.0,0.0,0.0
MBD6,9.792,9.761000000000001,10.262,11.245999999999999
PRR27,0.0,0.0,0.0,0.0
AL445423.2,0.9009999999999999,1.249,0.915,0.782
WNT4,0.039,0.05,0.037000000000000005,0.027999999999999997
SPDYE17,0.0,0.0,0.0,0.0
CDC20,179.71900000000002,188.291,171.58700000000002,171.43099999999998
ZSCAN2,1.369,1.489,1.439,1.621
ZNF609,8.328,8.34,7.972,8.818
RN7SL269P,0.0,0.0,0.0,0.0
AC113385.2,0.0,0.0,0.0,0.0
AC006001.2,2.329,1.401,2.5869999999999997,2.037
PHF19,36.365,35.313,34.466,34.003
PARVB,3.23,2.9389999999999996,3.267,3.173
RNA5SP125,0.0,0.0,0.0,0.0
AC010359.1,0.838,0.915,0.342,0.39
PRRT3,0.752,0.86,0.504,0.8170000000000001
FAIM2,0.0,0.0,0.0,0.0
AL391645.1,0.0,0.0,0.0,0.0
AC245014.3,0.0,0.0,0.0,0.095
AC114684.1,0.0,0.22,0.0,0.0
CYCSP28,0.0,0.0,0.0,0.0
PARP1,27.68,27.059,25.968000000000004,26.756999999999998
RF00618,0.0,0.0,0.0,0.6940000000000001
LVRN,1.244,1.3159999999999998,1.476,1.41
CCER1,0.0,0.0,0.0,0.0
TENT5D,0.114,0.07200000000000001,0.054000000000000006,0.14400000000000002
SPNS1,6.434,6.267,6.606,6.132999999999999
AP001981.1,0.0,0.0,0.0,0.0
AP001574.1,0.0,0.0,0.0,0.0
RF01984,0.0,0.0,0.0,0.0
KCNN4,20.076,20.66,24.011999999999997,21.910999999999998
CALM2P4,0.142,0.0,0.0,0.155
RNU6-834P,0.552,0.0,0.0,0.599
SOX15,0.315,0.35100000000000003,0.506,0.299
DPF1,3.136,2.6239999999999997,2.654,2.43
AL731569.1,0.496,0.303,0.45399999999999996,0.431
AFP,0.0,0.0,0.0,0.0
MIR6840,4.7010000000000005,5.627999999999999,7.325,9.28
AL031667.2,0.0,0.0,0.0,0.0
AL512637.1,0.0,0.0,0.0,0.0
ADNP2,7.456,7.377000000000001,6.604,6.313
CFAP299,0.237,0.22399999999999998,0.271,0.353
IGHV3OR16-11,0.0,0.0,0.0,0.0
AC133965.1,0.0,0.0,0.0,0.18600000000000003
RF00322,0.0,0.0,0.0,0.0
RNU6-1226P,0.0,0.0,0.0,0.0
SDC4,47.103,48.239,46.273999999999994,46.218999999999994
MFAP4,0.0,0.0,0.0,0.0
CASC20,0.040999999999999995,0.0,0.057999999999999996,0.044000000000000004
CD27-AS1,1.263,1.291,1.2830000000000001,1.256
FBRSL1,11.732999999999999,10.675999999999998,11.165,11.993
AC087283.1,0.0,0.07200000000000001,0.0,0.0
UFSP2,5.265,5.731,5.023,5.242000000000001
AL645608.7,0.087,0.185,0.166,0.284
AL022313.1,0.0,0.0,0.0,0.0
AC108448.3,0.024,0.031,0.0,0.026000000000000002
KCNE4,0.0,0.0,0.0,0.0
ACTR3P3,0.0,0.0,0.0,0.0
GJA9,0.0,0.0,0.0,0.0
ANKRD20A4,0.0,0.017,0.0,0.0
LINC01016,0.0,0.0,0.0,0.0
OR7E101P,0.0,0.0,0.0,0.0
JUNB,25.535999999999998,25.254,29.129,26.823
AC002128.2,0.0,0.0,0.0,0.0
AC105105.1,0.0,0.0,0.0,0.0
TIAM1,5.301,5.585,6.263999999999999,5.769
HNF4A,0.025,0.021,0.0,0.018000000000000002
HSPE1P5,0.223,0.284,0.0,0.484
SERPINC1,0.034,0.0,0.147,0.0
LINC01620,0.0,0.0,0.0,0.0
RPL30P5,0.0,0.0,0.0,0.0
HMGA2-AS1,0.04,0.038,0.028999999999999998,0.033
SLC32A1,0.0,0.0,0.0,0.0
GPNMB,0.03,0.026000000000000002,0.013999999999999999,0.022000000000000002
MBTPS2,4.732,4.817,5.136,5.06
SIPA1L3,13.613,14.035,14.284,14.499
SLC6A4,0.0,0.0,0.0,0.0
HNRNPLP1,0.40399999999999997,0.257,0.231,0.08800000000000001
VASH2,0.073,0.111,0.105,0.087
PPIAP69,0.0,0.0,0.0,0.0
GPR137B,1.2890000000000001,0.971,1.09,1.057
LRCH3,5.489,5.13,5.39,5.707999999999999
SNORD1C,0.0,2.477,0.556,2.112
SNORD18B,0.278,0.354,0.0,0.613
SOX5,0.035,0.03,0.033,0.025
AL365217.1,0.025,0.0,0.142,0.081
AC009652.2,0.0,0.0,0.0,0.0
HUWE1,35.488,35.611,37.446,38.625
AL357835.1,0.0,0.0,0.0,0.0
AL158069.2,0.0,0.0,0.0,0.0
AC092162.3,0.0,0.0,0.0,0.0
SNORA74A,0.0,0.0,0.0,0.33299999999999996
GTF2F2P1,0.18,0.34299999999999997,0.0,0.586
AC093259.1,0.0,0.0,0.0,0.0
AC006463.1,0.0,0.0,0.0,0.0
AC015987.1,0.0,0.0,0.0,0.0
AL031118.1,0.0,0.026000000000000002,0.0,0.0
AC005702.2,0.042,0.0,0.12,0.0
RF00019,0.0,0.0,0.0,0.0
AC099811.6,0.0,0.0,0.0,0.0
GRIN1,0.122,0.091,0.087,0.111
AC140076.1,0.0,0.0,0.0,0.0
MIR100,0.759,0.483,0.0,0.0
SSPO,0.026000000000000002,0.011000000000000001,0.02,0.025
MAML3,0.9259999999999999,1.025,0.779,1.109
LINC01917,0.0,0.0,0.0,0.0
MBTD1,3.949,4.1419999999999995,4.3919999999999995,4.613
AL139100.1,0.244,0.155,0.174,0.529
SCN7A,0.0,0.0,0.0,0.0
AC036222.1,0.0,0.0,0.124,0.094
AC016556.1,0.0,0.0,0.0,0.0
EIF4A1P2,16.765,19.004,17.051,17.227999999999998
MTCO1P4,0.0,0.0,0.0,0.0
VN2R19P,0.0,0.0,0.0,0.0
AC012409.2,0.0,0.0,0.0,0.0
RAB20,0.0,0.0,0.0,0.0
AC127496.7,0.203,0.172,0.337,0.147
AP003171.2,0.0,0.0,0.0,0.0
AC025881.1,0.0,0.0,0.0,0.0
ACE,0.004,0.0,0.005,0.004
MIR365A,0.0,0.0,0.0,0.0
TRPC7-AS2,0.0,0.0,0.0,0.0
RNU6-1008P,0.0,0.0,0.0,0.0
NUDT22,5.872000000000001,5.722,6.242999999999999,5.79
