genes,Calu3_polyA_series2-8h-S2-1,Calu3_polyA_series2-8h-S2-2
RPL5P10,0.0,0.0
RAB11A,63.022,64.986
FABP7P1,0.0,0.0
RNA5SP513,0.0,0.0
AL356583.3,0.0,0.0
AC009997.1,0.0,0.444
HS1BP3,2.208,2.252
SPTBN1,41.622,33.054
BCL2L1,139.17,144.187
HLA-W,0.0,0.0
AC099552.3,0.0,0.0
MEX3C,14.147,12.732000000000001
MIR378J,1.524,1.577
SNHG14,0.0,0.001
AL353612.1,0.0,0.0
TSEN15P2,0.0,0.0
YWHAQP6,0.0,0.0
MFSD3,29.77,32.324
MTHFD1P1,0.721,0.8079999999999999
VAV2,9.992,10.061
FHOD3,0.389,0.439
AL355480.1,0.0,0.0
SETX,4.803999999999999,3.803
AC022483.1,1.368,0.8079999999999999
HEATR9,0.0,0.0
AL049870.1,0.36,0.37200000000000005
ZNF248,1.74,1.839
RF00017,0.0,0.0
SF3A3P2,0.919,0.418
AL121832.2,4.146,5.316
TMX2P1,7.197,8.01
AF038458.3,0.0,0.0
AC093001.1,0.0,0.10400000000000001
AC084357.3,0.019,0.0
ANKRD6,1.632,1.489
SLIT1,0.024,0.0
CCDC62,0.062,0.128
DACT3,0.01,0.01
RN7SL734P,0.0,0.0
SLC17A9,7.079,7.206
BARHL2,0.0,0.0
DPCD,7.599,8.536
AC092506.1,0.0,0.0
LINC01010,0.0,0.0
RNA5SP385,0.0,0.521
ATG101,16.846,19.445999999999998
DNAJC16,2.309,1.8130000000000002
AL356273.3,0.195,0.057999999999999996
PAQR6,0.47,0.521
EIF2B2,10.484000000000002,11.033
RF00019,0.0,0.0
SNORA4,15.452,12.037
AL135910.1,0.10800000000000001,0.091
EIPR1-IT1,0.0,0.0
BMP6,0.08800000000000001,0.045
ATP1B1P1,0.242,0.063
MIR34AHG,0.057,0.099
F10,0.0,0.0
FOXE3,0.0,0.0
AP003355.1,0.094,0.0
AL596218.1,0.044000000000000004,0.091
LCN12,0.271,0.24
RPS3P7,0.0,0.0
XPNPEP2,0.0,0.0
AC074135.1,0.0,0.0
AL137792.1,0.298,0.20600000000000002
RPL3P5,0.045,0.0
UQCRHP1,0.0,0.0
AC103957.2,0.217,0.11199999999999999
SRP54,24.238000000000003,24.318
AL138895.1,0.0,0.0
AC079203.1,0.13699999999999998,0.0
MIR10A,0.0,0.0
AC011632.2,0.0,0.0
POLR1A,5.699,5.084
ZFHX3,1.071,0.713
AC129492.2,0.0,0.095
UNC93B4,0.0,0.0
OR14K1,0.0,0.0
RNA5SP217,0.0,0.629
AC060834.2,0.0,0.0
LINC02421,0.0,0.0
LINC01756,0.0,0.0
KLHDC4,3.6719999999999997,3.639
OR7E140P,0.0,0.0
AC025871.1,0.0,0.0
AC004925.1,0.061,0.127
ZMYM4-AS1,0.121,0.374
CCDC134,5.931,7.171
LINC01389,0.0,0.0
AC016903.1,0.0,0.0
TMEM72,0.0,0.0
AL355377.1,0.0,0.0
TMF1,5.979,5.575
LINC02506,0.0,0.0
AC105101.1,0.0,0.0
TM2D3,2.9989999999999997,3.52
ZBED8,3.094,3.12
STAB1,0.005,0.011000000000000001
C17orf97,2.226,2.175
AL138752.1,1.262,0.816
AC092652.1,0.0,0.0
AC012321.1,3.174,3.21
SIMC1,2.161,2.142
RRM1,37.173,37.266999999999996
AC099782.1,0.0,0.0
AC104187.1,0.18100000000000002,0.281
AC104232.1,0.0,0.0
AL365232.1,0.322,0.28
SMIM10L2A,0.28600000000000003,0.20800000000000002
RF00493,0.396,1.227
AL021997.2,0.0,0.0
AC006511.5,1.2209999999999999,1.284
AC018635.1,0.0,0.0
SCARNA10,0.084,0.434
ST13P20,0.312,0.054000000000000006
AC020661.2,0.0,0.0
MRPS26,38.051,47.696000000000005
FER1L4,9.702,8.006
AC091180.4,0.0,0.0
AC092171.5,1.3519999999999999,1.703
TMEM182,1.757,1.61
DNAJC9,17.839000000000002,20.093
MIR1281,1.5390000000000001,1.061
AC226101.1,0.0,0.0
ZNF205,9.77,9.957
AC009690.2,0.07,0.073
SNORD13,0.0,0.551
FUNDC1,22.736,23.651
PIGN,2.32,2.173
AC104088.1,0.0,0.0
LINC00484,0.0,0.0
ATP6V0E2-AS1,0.303,0.29600000000000004
RPL23AP53,0.92,0.9520000000000001
AC080128.2,0.017,0.0
DIS3L,3.199,3.045
AL138689.1,0.166,0.086
SLC22A10,0.0,0.0
BAZ1B,10.968,9.801
CCNQ,17.009,20.46
AC093162.1,0.0,0.0
PCM1,7.22,6.178
NACA,47.011,49.028
FSTL4,0.0,0.0
RNU6-1099P,0.0,0.0
RNA5SP372,0.0,0.0
KCNQ5,0.006999999999999999,0.0
OR4C1P,0.0,0.0
DST,5.909,4.4
RF00019,0.0,0.0
AP000894.2,0.0,0.015
AC004080.2,0.0,0.0
SLC17A1,0.0,0.0
AC121342.1,0.0,0.0
IL34,0.05,0.077
MOB1B,2.24,1.91
SNCAIP,0.015,0.008
ARL4AP3,0.0,0.0
AC083949.1,0.0,0.0
LINC01478,0.0,0.0
FAM157C,0.049,0.051
ECEL1P3,0.0,0.0
SOX17,0.0,0.0
FOXP1-AS1,0.0,0.0
AC022149.1,69.848,66.028
PGAM2,0.066,0.068
RNU6-764P,0.0,0.0
EXOC8,5.723,4.481
RNU6-1128P,0.0,0.0
KDM2A,15.793,14.152999999999999
AC137810.1,0.0,0.0
POTEF,0.053,0.013999999999999999
AC073311.1,0.0,0.0
LINC02318,0.0,0.0
NUB1,12.027000000000001,11.814
EPG5,1.653,1.347
OR5A2,0.0,0.0
PRTN3,0.0,0.0
STAG3L5P,2.821,2.526
RNA5SP66,0.0,0.0
HRG,0.033,0.011000000000000001
AC012508.1,0.0,0.0
AL512770.1,0.066,0.091
SNRPGP14,0.0,0.262
SETD7,2.492,2.26
AC026787.1,0.0,0.0
AC097499.2,0.0,0.0
Z98883.1,5.627000000000001,5.74
TPRX1P1,0.0,0.0
FGFR3,10.191,8.968
UBR2,8.872,7.412999999999999
AUTS2,0.0,0.0
AC004908.1,0.0,0.0
POLDIP3,26.373,26.836
HMOX1,1.036,0.922
FCRL2,0.0,0.011000000000000001
SPAG11A,0.0,0.0
RN7SL833P,0.0,0.0
AC022960.2,0.083,0.0
HIST1H3B,0.539,0.139
AC105917.1,0.0,0.0
PEX16,12.952,13.49
ACTN4,220.832,219.22299999999998
SELENOF,126.376,131.322
AC074124.1,0.591,0.153
IDO2,0.0,0.0
SNRPEP10,0.0,0.0
WDR66,0.07200000000000001,0.048
NDUFS4,51.66,57.818000000000005
SLC25A6P3,0.0,0.0
ADIRF-AS1,0.11599999999999999,0.13
LPIN2,2.199,1.8869999999999998
RF00019,0.0,0.0
TOM1L1,6.936,6.4639999999999995
RPL12P47,1.744,0.902
SELENBP1,0.127,0.165
RF00017,0.0,0.0
MAP3K6,2.129,2.476
AC084128.1,0.0,0.0
ASB16,0.025,0.026000000000000002
PSCA,0.157,0.455
AL137127.1,1.237,1.288
CNTN5,0.0,0.0
AC097637.2,0.0,0.057
AL022324.2,0.284,0.8079999999999999
C9orf3,5.617999999999999,5.8389999999999995
METTL27,4.775,4.503
RHOBTB3,2.6039999999999996,1.901
AC022113.1,0.0,0.0
SPTA1,0.044000000000000004,0.04
COA1,6.303,6.324
TTLL7,0.446,0.521
AC015563.1,0.0,0.0
HSBP1P1,0.0,0.0
HSD17B14,0.44799999999999995,0.489
EIF3H,32.979,33.314
RETNLB,0.0,0.0
TCF7,1.8159999999999998,1.504
PACSIN1,0.115,0.107
TAS2R5,0.24100000000000002,0.19899999999999998
ZBTB39,3.04,2.339
ZFP64,4.217,3.239
RN7SL851P,0.183,0.0
CASTOR1,4.162,3.9739999999999998
PKD1L1,0.022000000000000002,0.011000000000000001
SEMA3G,0.077,0.114
PFN1P2,0.0,0.0
AL162171.3,0.0,0.0
CROCC2,0.0,0.0
RF00019,0.0,0.0
SLC38A3,0.0,0.0
RNU6-46P,0.0,0.0
AK3P2,0.0,0.0
RN7SKP12,0.0,0.0
CNOT2,5.066,4.343
AC093277.1,0.0,0.0
TMEM163,0.44,0.37
AP001095.1,0.0,0.0
AC090953.2,0.0,0.0
AF131215.5,0.0,0.0
TRPV5,0.0,0.0
PTTG3P,1.005,1.229
RPS11P7,0.11900000000000001,0.24600000000000002
AC093827.5,0.517,0.48200000000000004
FAM234B,0.809,0.606
RNA5SP509,0.0,0.0
LINC00868,0.0,0.0
ESM1,0.0,0.0
DDN-AS1,0.6679999999999999,0.742
GPATCH2,2.782,2.294
ELOCP19,2.003,1.7109999999999999
RPL17P50,0.304,0.47200000000000003
AL590396.1,0.0,0.0
KCNJ13,0.0,0.0
AP003040.1,0.0,0.11199999999999999
PTCH2,0.10400000000000001,0.064
KRTAP13-2,0.0,0.0
PSME2P2,3.0069999999999997,4.746
ZNF93,1.013,1.109
AL627311.1,0.0,0.0
ACTR1B,25.223000000000003,23.253
RN7SL300P,0.0,0.0
SUGT1P2,0.11199999999999999,0.318
AC005548.1,0.0,0.0
AC004972.1,0.0,0.0
AC134026.1,0.0,0.0
ZNF705E,0.032,0.017
AC008267.7,0.331,0.0
AC004467.1,0.0,0.0
COCH,6.279,6.678999999999999
AL590822.2,0.0,0.0
AC036164.1,0.33299999999999996,0.0
DTNBP1,3.375,3.1719999999999997
OR7E93P,0.0,0.0
AL034417.2,0.0,0.0
GPR174,0.0,0.0
RPS3AP4,0.0,0.0
GEMIN6,5.763,7.142
AJ006995.1,0.0,0.0
CBSL,0.013999999999999999,0.0
ZNF503-AS2,1.141,1.181
AC032011.1,0.07200000000000001,0.037000000000000005
MCRIP2P1,1.138,0.56
FXNP2,0.0,0.0
DUXAP8,0.0,0.0
AC103591.3,0.0,0.0
AC091551.1,6.6,5.114
MIR5699,0.0,0.0
ST14,81.07600000000001,76.555
TRPM2,0.0,0.0
AC009158.1,0.0,0.0
AC008397.1,0.196,0.177
ZNF679,0.0,0.037000000000000005
ARHGAP21,6.29,5.016
TSN,37.479,37.536
AC003005.1,0.609,0.465
FAT3,0.02,0.048
ADAMTS6,0.071,0.08
SUB1P4,0.0,0.0
AC138655.1,0.043,0.044000000000000004
LINC01206,0.0,0.004
AC105339.2,1.716,1.722
AC011468.5,1.4069999999999998,1.3019999999999998
VPS72,14.989,17.215999999999998
AL122125.1,0.27699999999999997,0.6679999999999999
LINC01697,0.027000000000000003,0.071
AC091806.1,0.018000000000000002,0.0
AL139412.1,0.055999999999999994,0.0
COPS6,33.683,36.896
LYPD2,0.0,0.0
AC008033.3,0.0,0.0
MIR6846,0.0,0.0
TIMP1,77.565,83.544
RN7SL246P,0.0,0.0
RF00019,0.0,0.0
AC108022.1,0.0,0.0
SINHCAFP2,1.835,1.725
RALB,43.092,42.406000000000006
AC011592.1,0.0,0.0
AL023806.3,0.040999999999999995,0.042
FAM170B,0.0,0.0
RTRAF,18.714000000000002,20.709
AC073111.5,2.052,2.267
MIR580,0.0,0.0
TASOR,9.821,8.687999999999999
UQCRC2P1,0.0,0.0
CRIP1,1.6980000000000002,2.063
CYB5B,25.64,26.271
ZNF286A,0.652,0.645
GYG1P2,0.0,0.0
AC110296.1,0.0,0.0
AC008494.1,0.0,0.0
FERMT2,6.06,6.017
PGM5P2,1.2309999999999999,0.868
AC100872.1,0.0,0.0
KRT15,4.306,4.328
AL451050.1,0.0,0.0
RNA5SP371,0.0,0.0
AC087273.2,0.0,0.0
MIR3140,0.0,0.0
UBE2E1-AS1,0.214,0.0
WBP11P1,0.242,0.231
MIR1302-3,0.0,0.0
SLC6A17,0.042,0.017
PAK4,10.875,9.58
SLC6A1,0.003,0.0
NLRP1,0.013999999999999999,0.02
PPIAP33,0.0,0.10300000000000001
PES1P1,0.0,0.0
MIR6864,0.7909999999999999,0.818
GSTA4,0.21100000000000002,0.3
PHLDB2,2.9139999999999997,2.552
MIR4260,80.187,89.34100000000001
AL031665.2,0.795,0.27399999999999997
TLR10,0.0,0.013999999999999999
CUL4AP1,0.0,0.0
NUP210P2,0.0,0.0
PPIAP47,0.0,0.0
MCM4,14.059000000000001,13.99
AC096947.1,0.0,0.0
CTCFL,0.0,0.006
POTEC,0.0,0.0
AC020917.3,0.0,0.0
BANF1P1,0.0,0.0
AC079600.1,0.5589999999999999,0.193
AC055878.1,0.0,0.0
AC104561.3,0.0,0.0
GCSHP5,11.672,12.619000000000002
RPL30P11,0.0,0.0
AC013264.1,0.0,0.0
AC013643.3,0.0,0.0
RF00263,0.0,0.0
AATF,43.515,46.208
KRBOX4,2.766,2.798
AC018861.1,0.0,0.0
ALDH1L1-AS2,0.0,0.0
AK6P1,0.0,0.0
RF00019,0.0,0.0
AC079858.1,0.0,0.0
VAC14-AS1,0.046,0.024
ZSCAN10,0.0,0.0
MIDN,11.652000000000001,10.75
MRM1,15.812000000000001,17.007
CDC6,67.234,69.209
SV2B,0.009000000000000001,0.0
APIP,12.103,12.209000000000001
AC069439.1,0.0,0.0
CCL5,1.33,0.917
AC022748.2,0.021,0.0
AC007598.3,0.0,0.0
WDR36,11.950999999999999,10.482000000000001
AC007879.3,0.0,0.0
IQCA1,0.0,0.0
HIST1H1A,0.0,0.0
AC104035.1,0.17,0.066
BAAT,3.8080000000000003,3.2960000000000003
AL096829.1,0.0,0.0
GHDC,14.152999999999999,13.212
CD6,0.065,0.087
AC027338.2,0.0,0.0
AL603839.1,0.0,0.133
AL138827.1,0.0,0.0
STAM-AS1,0.213,0.265
SPCS3,14.825999999999999,15.769
RPL23AP66,0.0,0.12
AC109630.1,0.0,0.0
AC003101.3,0.07200000000000001,0.0
AC090772.1,0.0,0.0
AC104211.1,0.006999999999999999,0.006999999999999999
AC092484.1,0.0,0.0
FP236241.1,0.0,0.0
WBP2NL,0.19699999999999998,0.13
AC079943.2,0.0,0.0
CA5A,0.006999999999999999,0.0
FGF5,0.0,0.0
RPS6P12,0.0,0.0
ELF4,5.787999999999999,5.614
NFYAP1,0.0,0.0
A2ML1-AS2,0.0,0.0
HMGN2P8,0.8270000000000001,0.214
AC130456.7,0.066,0.046
RPL7AP25,0.0,0.0
HES6,3.2310000000000003,4.309
AL445471.1,0.0,0.0
AC091982.2,0.0,0.0
LRRC14,12.097999999999999,10.952
LINC02395,0.0,0.0
UFM1,12.387,13.203
NOTUM,0.057,0.039
RF00478,0.0,0.0
LINC01730,0.19699999999999998,0.17
PRPF3,10.283,9.892999999999999
AC012409.5,0.016,0.0
SNAPC4,3.5239999999999996,3.327
LUNAR1,0.0,0.0
ROPN1,0.025,0.013000000000000001
SCNN1A,1.97,1.686
NBAT1,0.0,0.0
RNA5SP303,0.0,0.0
TFB2M,16.641,16.6
AL390026.1,0.0,0.125
MRPL1,20.923000000000002,24.278000000000002
GLDCP1,0.165,0.299
RNF181,54.11600000000001,67.986
ERN1,0.867,0.865
AC004918.1,2.697,2.6039999999999996
ADPGK-AS1,0.0,0.0
Z68871.1,1.247,0.885
AC253572.1,0.5479999999999999,0.46399999999999997
LPCAT2BP,0.0,0.0
AC114812.3,0.0,0.0
AC104116.1,0.135,0.0
KRT18P49,0.0,0.069
ANXA1,133.001,134.963
UHRF1BP1L,2.792,2.206
SSC4D,0.275,0.223
OR56B1,0.0,0.0
C1orf195,0.0,0.0
REX1BD,6.196000000000001,6.595
RNF14,9.416,9.049
MIR6805,189.835,256.84
LINS1,2.739,2.596
IFNAR2,5.816,5.492999999999999
AC004784.1,0.0,0.0
AC092807.1,0.0,0.0
BNIPL,0.11599999999999999,0.165
BEND2,0.0,0.0
SPX,0.015,0.0
LINC02249,0.0,0.0
AC100822.1,0.057,0.0
AC005614.2,4.145,4.038
UNC5B-AS1,0.0,0.0
AC027808.1,0.324,0.294
SNORD34,4.681,4.841
RPSAP13,0.0,0.065
AC114803.1,0.17800000000000002,0.184
PNMA6F,0.0,0.0
CACNG6,75.80199999999999,74.685
SNORD100,10.203,8.291
CARM1P1,0.0,0.069
LINC01072,0.0,0.0
KLKP1,0.0,0.0
SNORA6,5.869,5.121
AC012123.2,0.0,0.0
AC007317.1,0.0,0.0
ERMP1,9.282,8.187000000000001
SNHG10,3.588,3.563
LINC02492,0.0,0.0
ST3GAL3,0.213,0.174
AC021660.3,13.613,12.579
RAB17,6.48,6.449
AC098591.2,6.33,5.273
LINC00922,0.0,0.0
VDAC2P2,0.0,0.0
NEURL4,4.0169999999999995,3.407
SAPCD1-AS1,3.424,3.603
PIAS4,8.395,8.537
AL139286.2,0.0,0.0
AL355303.1,0.0,0.0
RPSAP15,0.193,0.2
YPEL3,3.535,3.7089999999999996
GAPDHP55,0.0,0.0
AL356277.2,0.0,0.0
AC012379.2,0.0,0.0
NTM,0.0,0.008
SMARCA5,14.279000000000002,12.847000000000001
AL442663.2,0.0,0.0
OR7E47P,0.0,0.019
HPS3,11.332,11.18
MYO16-AS1,0.0,0.0
AC106028.5,0.0,0.0
SEPHS1P7,0.0,0.0
AC005674.1,0.0,0.0
SFT2D3,5.769,6.595
KIAA0319L,8.05,6.877999999999999
SLC25A45,0.19,0.11699999999999999
OR2T8,0.0,0.0
KHSRP,42.575,42.838
MMP24,6.872999999999999,5.93
C2CD4A,5.981,5.005
OR51K1P,0.0,0.0
AC027698.1,0.0,0.0
AL133163.2,0.0,0.0
NDUFA7,6.644,7.114
MTPN,75.993,70.192
RN7SL753P,0.191,0.0
LINC02394,0.0,0.0
AP000755.2,0.0,0.0
AC244255.1,0.0,0.0
AC022018.1,0.0,0.0
LINC01054,0.0,0.0
SOX2-OT,0.004,0.018000000000000002
AC005224.1,0.396,0.447
NOP53,40.34,41.626999999999995
AC092681.1,0.0,0.0
ACO2,18.002,16.552
IGBP1,36.34,37.368
MIR613,0.0,0.0
GPR182,0.0,0.0
RNU6-762P,0.0,0.562
RPL7AP66,0.069,0.14300000000000002
AC091180.1,0.0,0.0
AL589669.1,0.0,0.076
SENP2,14.295,12.921
DPY19L2,0.441,0.578
EIF4A1P10,6.605,7.396
TAS2R42,0.0,0.0
PRKX,3.803,3.24
SLC25A21,0.613,0.51
AL929472.2,0.0,0.0
AC011511.1,3.821,5.2620000000000005
PARP10,21.033,18.904
AC011472.3,0.0,0.0
SIRT6,7.354,8.71
AC020928.1,0.081,0.147
AL645998.1,0.0,0.498
GNG5P1,0.0,0.0
AC015849.3,0.0,0.0
AC125257.1,1.588,1.496
NLRP9P1,0.0,0.022000000000000002
AKAIN1,0.0,0.0
AL162632.1,0.0,0.0
AC021683.3,0.0,0.0
LINC-ROR,0.043,0.028999999999999998
AL157935.2,3.985,4.189
RNU2-56P,0.0,0.0
ASPG,0.0,0.0
AC025048.6,1.956,1.5290000000000001
AC114760.2,0.0,0.0
SETDB2,1.136,1.235
KRBOX1-AS1,0.026000000000000002,0.0
AC126283.2,4.3660000000000005,4.3469999999999995
AC105129.2,0.0,0.0
AC008750.1,0.113,0.11599999999999999
AL139287.1,1.65,2.597
FEM1A,2.997,3.392
AP001360.2,0.0,0.0
KLF3,8.408999999999999,7.047000000000001
WFDC10A,0.0,0.0
ZNF544,6.3020000000000005,6.398
BOLA3P2,0.0,0.0
NTF4,0.377,0.604
PROX2,0.0,0.0
GNG3,0.0,0.0
POM121L4P,0.0,0.0
AL031727.2,0.0,0.0
OR56B2P,0.0,0.0
COX7B2,0.0,0.0
AC009152.1,0.1,0.0
SLC6A9,1.406,1.3880000000000001
HLCS-IT1,0.0,0.0
SAMD5,0.008,0.009000000000000001
DFFB,1.3019999999999998,1.391
RF00019,0.0,0.0
HOXB-AS4,0.083,0.0
SAE1,87.58200000000001,88.772
AC016924.1,0.0,0.0
ACTBP6,0.0,0.0
MIR4999,0.0,0.0
LYRM2,4.374,4.213
AL831784.1,0.0,0.0
AC092123.1,0.106,0.16399999999999998
API5P1,1.431,1.214
AC013652.1,0.04,0.025
LINC02477,0.0,0.0
PSMA4,55.696000000000005,62.793
AC009229.4,0.085,0.0
HAPLN3,3.301,3.478
KLK1,0.09300000000000001,0.048
AC073263.2,0.0,0.0
CACNA1A,0.003,0.005
GPR143,1.3090000000000002,1.4509999999999998
VPS26C,3.609,3.3930000000000002
AC005176.1,0.0,0.0
JMJD1C,10.718,8.575
KRT9,0.036000000000000004,0.025
LINC02478,3.0669999999999997,1.679
AP001372.2,2.355,2.6189999999999998
AC107882.1,0.0,0.0
HORMAD1,0.069,0.0
TMEM9B-AS1,0.191,0.444
AC092634.2,0.0,0.0
AC105021.1,0.44299999999999995,0.51
SNORA67,5.324,4.67
C21orf91,1.814,1.844
LINC02346,0.0,0.0
RN7SL151P,0.0,0.20199999999999999
RPL10P3,0.355,0.122
LAG3,0.018000000000000002,0.0
LIPF,0.0,0.0
OR2AG2,0.0,0.013999999999999999
LINC02112,0.0,0.0
AC006299.1,0.069,0.11800000000000001
MIR4458,1.1079999999999999,2.673
RPS15AP30,0.0,0.0
HIST1H1PS2,0.0,0.0
NCAPG2,14.481,13.64
REC114,0.0,0.0
RF00004,0.0,0.0
AC067752.1,0.0,0.0
AC115522.1,0.1,0.10300000000000001
AC034102.2,94.23700000000001,99.978
AC092535.4,0.0,0.14400000000000002
GFM1,17.998,18.122
SLC45A3,15.603,14.655999999999999
RNU6-466P,0.0,0.0
SPIN4,10.332,10.115
SLC41A2,5.075,4.303999999999999
AC073111.1,0.0,0.136
ALG2,10.872,12.093
AC005280.1,0.0,0.0
LDHA,366.231,362.32599999999996
PDHA2,0.0,0.039
TNFAIP2,12.27,10.96
RNA5SP388,0.0,0.0
AC005077.4,0.0,0.0
AC074033.1,0.10400000000000001,0.0
DSCAS,0.0,0.0
RHBDD3,12.53,13.379000000000001
AC007953.1,0.0,0.0
OR51B2,0.0,0.0
AL139220.2,0.042,0.036000000000000004
RN7SL385P,0.0,0.0
DNAJC14,12.123,10.843
MIR6894,5.343999999999999,3.015
AC009108.1,0.0,0.0
TMEM14B,10.300999999999998,11.409
CTC1,2.423,2.138
SNORA50A,0.204,0.21100000000000002
SEPT2P1,11.693,12.729000000000001
DUS1L,19.139,18.81
ARAP1-AS2,0.0,0.0
ZNF826P,0.784,0.763
AC139491.6,0.025,0.013000000000000001
CDIPTOSP,0.185,0.318
AC233702.1,0.0,0.0
RPL23AP83,0.11699999999999999,0.0
CR848007.1,0.0,0.034
BMS1P4,0.915,0.667
AC069528.2,0.16699999999999998,0.259
AC018470.1,0.0,0.0
AC246785.3,0.0,0.0
LINC01578,7.999,9.212
RNA5SP248,0.0,0.0
AL365203.1,0.0,0.0
AC084824.5,0.9390000000000001,1.248
LINC02470,0.0,0.0
AC092324.1,0.171,0.354
KYAT3,19.358,18.233
EPHX4,4.899,5.193
RNU4-86P,0.0,0.0
AC140481.3,0.0,0.0
CTSG,0.0,0.0
CPLX2,0.0,0.0
AL031719.2,0.0,0.18100000000000002
LINC01705,0.0,0.0
AC023968.2,0.0,0.0
BNIP3P9,0.0,0.0
RF00019,0.0,0.0
ACP5,0.0,0.0
CBR3-AS1,0.11800000000000001,0.257
NSUN2,21.064,20.723000000000003
SUPT3H,2.109,2.2030000000000003
RNA5SP146,0.0,0.0
AL109935.1,0.0,0.0
MTCO3P43,0.0,0.0
AC024270.3,0.5589999999999999,0.145
AC131025.1,0.188,0.39
CST8,0.0,0.0
HDGFL2,15.390999999999998,16.412
AL121932.1,0.0,0.0
TEKT1,0.0,0.0
TMEM250,9.637,9.142999999999999
NHSL2,0.149,0.142
RNA5SP155,0.0,0.0
MAPRE2,6.811,6.108
INTS1,18.365,16.25
RNU6-313P,0.0,0.0
ARAF,14.227,13.579
NME2P1,23.145,30.162
BOLA3-AS1,1.057,0.9059999999999999
SNORD56,0.0,0.807
HMGB1P10,0.49200000000000005,0.40700000000000003
RPL17P34,0.1,0.0
C1orf54,0.349,0.18
AC016590.2,0.14800000000000002,0.0
RPS4XP13,0.35100000000000003,0.363
MIR583HG,0.315,0.0
AL359715.2,0.13,0.162
GBP7,0.114,0.024
MIR646HG,0.237,0.256
AC007223.1,0.0,0.0
DDX58,31.656999999999996,26.381
AC008878.1,3.451,2.891
AL080251.1,1.692,1.7180000000000002
SNORD116-13,0.0,0.0
TTC14,11.134,10.086
WFDC13,0.0,0.0
WNT7B,19.157,19.609
WWC3-AS1,0.0,0.0
AC011447.7,0.209,0.18
MISP,42.451,44.325
GAREM2,0.391,0.32799999999999996
MIR4662A,0.0,0.0
UQCRH,181.196,214.002
SSXP9,0.0,0.0
SYVN1,16.336,15.097000000000001
CTAG2,0.0,0.0
AC025271.2,0.0,0.0
MAST1,0.644,0.526
MIRLET7BHG,1.001,1.103
AC092612.1,0.0,0.0
MAMDC4,1.473,1.3880000000000001
U47924.2,0.151,0.522
AC066615.1,0.0,0.0
MIRLET7G,0.0,0.0
MIR1185-2,0.644,0.0
AC211476.5,0.09699999999999999,0.122
PARVG,0.0,0.0
AC040169.2,0.0,0.0
OR10H5,0.016,0.008
AC004797.1,0.0,0.0
RPS3AP12,0.0,0.0
HMGN2P46,0.20600000000000002,0.16699999999999998
AC091932.1,0.0,0.0
AL033380.1,0.0,0.0
MTND5P23,0.0,0.0
AL080276.1,0.0,0.0
RPS4XP16,0.556,0.14400000000000002
SYDE2,0.899,0.662
HERC2P3,0.335,0.231
STKLD1,0.025,0.013000000000000001
AC092813.1,0.0,0.0
AL354685.1,0.0,0.0
CBS,0.637,0.7090000000000001
AC117383.2,0.0,0.0
RN7SL652P,0.369,0.191
OR5AN1,0.0,0.0
RPL39P5,14.062999999999999,15.118
AC004801.2,0.142,0.07400000000000001
Z82217.1,0.0,0.0
TPT1P9,15.085999999999999,15.379000000000001
ROCK2,4.967,4.673
AC124254.1,0.0,0.0
NACA3P,8.547,7.16
AP002754.2,0.0,0.0
CCDC74A,0.21600000000000003,0.149
STPG1,1.139,1.016
AL445686.2,0.6709999999999999,0.674
AC005225.3,0.0,0.11
DHTKD1,5.105,4.425
LINC01523,0.0,0.0
ZNF417,1.7109999999999999,1.3840000000000001
ZFAND4,0.764,0.9470000000000001
AC024937.2,0.0,0.0
ATP5F1B,498.06300000000005,520.045
MARK2P6,0.0,0.0
AC079907.1,0.0,0.0
AC106872.5,0.0,0.0
EDNRA,0.105,0.068
STS,2.582,2.583
BRCC3P1,1.281,1.385
AC025280.3,0.0,0.0
PAGE4,0.0,0.0
C1orf216,9.628,10.126
AP003385.1,0.0,0.0
C14orf93,2.075,1.581
UVSSA,0.7509999999999999,0.643
TINAGL1,91.948,95.759
AC104027.1,0.369,0.0
FCGBP,0.047,0.035
SSX1,0.0,0.0
YEATS2-AS1,0.068,0.053
KCNQ4,0.08800000000000001,0.091
CR1,0.0,0.013999999999999999
RNU6-481P,0.0,0.0
CKS1BP1,0.0,0.0
RABGEF1,2.074,1.932
AP001486.2,0.07,0.062
MIRLET7E,0.701,0.0
NAA15,7.605,7.782
RCE1,12.418,13.579
TRAF1,1.324,0.934
AL353743.2,0.0,0.0
SLC7A9,0.085,0.11
LRIT2,0.0,0.0
RPS12P17,0.0,0.0
AL162233.1,0.0,0.0
AC008015.1,0.0,0.0
SNX32,0.10300000000000001,0.091
NR1D2,5.0,4.38
AC105760.1,0.0,0.0
CBLN2,0.0,0.0
LINC00343,0.0,0.0
GTF2F1,26.201,25.414
MIR550A3,0.0,0.0
MIR3128,0.0,0.0
CEP164P1,0.051,0.026000000000000002
LPCAT3,10.032,9.728
RNU4-85P,0.0,0.233
POU5F1,3.9360000000000004,3.236
AC005301.1,0.0,0.0
AC067968.1,2.858,2.36
RGS5,0.159,0.125
AC097522.1,0.0,0.0
AL023802.1,0.0,0.015
KPNA3,10.784,10.8
RPS6KA2,4.595,4.374
AC007546.1,0.099,0.102
ARF1P2,0.0,0.106
TRDMT1,0.8059999999999999,0.767
SLC35F4,0.0,0.0
AC092473.1,0.0,0.0
LRRC37A3,0.188,0.20199999999999999
INTS3,6.694,5.653
