genes,Calu3_polyA_series1-S2-4h-A,Calu3_polyA_series1-S2-4h-B,Calu3_polyA_series1-mock-4h-A,Calu3_polyA_series1-mock-4h-B,Calu3_polyA_series2-4h-S2-1,Calu3_polyA_series2-4h-S2-2,Calu3_polyA_series2-4h-mock-1,Calu3_polyA_series2-4h-mock-2
RN7SKP9,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX11L9,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0
AC005034.6,0.0,0.021,0.0,0.025,0.013999999999999999,0.03,0.0,0.07
APOL4,0.063,0.0,0.077,0.086,0.012,0.064,0.0,0.045
AL513548.1,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0
TAF4B,3.49,3.418,3.1910000000000003,2.964,1.9240000000000002,2.08,0.609,2.15
CCDC30,0.203,0.261,0.28600000000000003,0.258,0.106,0.125,0.111,0.128
SIGLEC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011233.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF256,1.74,2.0709999999999997,1.976,1.875,2.552,2.008,1.4880000000000002,2.244
AL008718.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007344.1,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0
AL138999.1,0.365,0.155,0.0,0.0,0.0,0.0,0.596,0.39
SPP1,248.35299999999998,243.732,317.525,293.254,456.024,473.466,727.1089999999999,557.922
SUPT7L,9.981,9.888,8.882,8.73,8.67,8.82,4.888999999999999,8.356
FETUB,0.135,0.153,0.055,0.046,0.155,0.19399999999999998,0.442,0.258
MIR151A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A15P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL7AP58,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0
AC099684.2,0.0,0.0,0.0,0.10800000000000001,0.0,0.0,0.0,0.15
USP24P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLN,0.0,0.0,0.0,0.0,0.0,0.124,0.32899999999999996,0.252
LINC00954,0.019,0.048,0.07,0.039,0.011000000000000001,0.057999999999999996,0.0,0.027000000000000003
GSTA11P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC061999.1,1.5490000000000002,0.43799999999999994,0.632,0.531,0.589,0.634,0.0,0.736
HMGN1P20,0.0,0.0,0.373,0.314,0.0,0.0,0.0,0.217
AP000553.1,0.711,1.4180000000000001,1.2790000000000001,1.334,1.3359999999999999,1.0270000000000001,1.639,1.431
AC020922.1,0.03,0.025,0.0,0.015,0.034,0.018000000000000002,0.0,0.053
PLEKHG4B,0.013999999999999999,0.040999999999999995,0.025,0.057,0.016,0.013000000000000001,0.022000000000000002,0.028999999999999998
EFNA5,24.535,25.445999999999998,20.706,22.366,15.171,15.695,14.08,13.342
RPL23AP35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL451142.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AICDA,0.0,0.0,0.0,0.061,0.017,0.0,0.48,0.063
EN2,0.512,0.57,0.36200000000000004,0.72,0.10800000000000001,0.149,0.17600000000000002,0.192
MIR6882,2.077,0.5870000000000001,0.0,2.138,0.79,0.425,2.261,1.975
PMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCLAF1,13.328,14.050999999999998,14.142999999999999,13.814,13.088,12.731,8.704,11.177999999999999
SKOR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL161725.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD104,32.646,33.202,12.777000000000001,29.563000000000002,38.747,40.079,21.32,37.244
RF00019,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0
AC246785.2,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.127
EIF4G1,147.404,148.803,141.315,145.942,99.79700000000001,97.39200000000001,45.18600000000001,93.965
AC020551.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC097652.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC112229.4,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,0.0
TEX41,0.0,0.0,0.0,0.0,0.01,0.0,0.057999999999999996,0.0
KCNK12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC135178.3,0.0,0.0,0.0,0.067,0.037000000000000005,0.0,0.212,0.0
VPS37D,0.79,1.148,1.104,1.103,1.3840000000000001,1.524,1.29,1.207
AC004160.1,0.008,0.0,0.01,0.0,0.0,0.01,0.053,0.012
RHOQ,2.931,3.16,2.819,2.489,1.811,2.096,1.255,1.715
MTA2,38.958,38.454,36.024,37.826,30.296999999999997,27.811,11.277999999999999,26.738000000000003
AL031848.2,0.218,0.185,0.134,0.337,0.062,0.335,0.0,0.311
C19orf33,132.9,128.613,120.521,127.47,204.613,214.338,935.9939999999999,287.145
AL022329.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC112484.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90AB1,1454.2820000000002,1435.652,1515.5810000000001,1492.94,1367.539,1367.6729999999998,1132.33,1324.122
AC138207.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREML3P,0.28,0.396,0.114,0.096,0.053,0.057,0.0,0.0
AC008738.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073862.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V0E1P2,0.0,0.316,0.0,0.384,0.0,0.0,0.0,0.0
RF00156,0.0,0.0,0.0,0.0,0.0,0.0,3.3160000000000003,0.0
FER,3.0189999999999997,3.299,2.87,2.9539999999999997,2.452,2.427,1.493,2.076
MCC,0.32299999999999995,0.382,0.396,0.324,0.228,0.209,0.139,0.17
HSPA2,1.994,1.743,1.974,2.198,1.95,1.8159999999999998,1.6019999999999999,2.065
TCF12,10.8,11.359000000000002,10.735,10.675,9.288,9.277999999999999,4.3919999999999995,8.977
SLC27A3,2.365,1.77,2.299,1.909,1.716,1.6569999999999998,1.555,1.781
AC105411.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
BCCIP,15.777000000000001,15.474,17.754,16.842,19.363,19.768,22.838,21.976999999999997
ANXA8,0.166,0.094,0.068,0.019,0.11599999999999999,0.136,0.0,0.11800000000000001
BAK1P1,1.006,0.9740000000000001,1.23,1.775,1.476,1.8530000000000002,0.469,2.767
SUGT1P1,1.248,1.139,0.8220000000000001,1.581,0.657,0.53,0.627,0.479
RF00099,10.603,8.987,6.707999999999999,7.525,6.885,8.529,0.0,6.257000000000001
AC104411.1,1.714,1.453,0.349,1.176,0.652,0.701,0.0,0.815
AC020612.1,0.16899999999999998,0.14300000000000002,0.62,0.348,0.289,0.10400000000000001,0.0,0.0
PAM,17.773,17.84,17.529,17.162,20.048,20.183,13.564,18.634
AC124276.1,0.305,0.086,0.0,0.105,0.23199999999999998,0.374,0.0,0.217
FAM200B,2.8089999999999997,3.667,3.0639999999999996,2.734,4.293,4.263,4.368,4.255
RPL21P116,0.0,0.0,0.0,0.0,0.21600000000000003,0.349,1.236,0.405
SLC6A16,0.127,0.237,0.124,0.183,0.087,0.11699999999999999,0.0,0.036000000000000004
DLGAP3,0.498,0.652,0.664,0.5589999999999999,0.568,0.292,0.369,0.419
INTS2,1.038,1.105,0.8809999999999999,1.1340000000000001,0.9309999999999999,0.937,0.588,0.884
AC234782.2,0.8440000000000001,0.537,0.258,0.217,0.361,0.0,0.0,0.452
AC099791.2,0.214,0.363,0.262,0.8809999999999999,0.366,0.39399999999999996,2.7960000000000003,0.305
AC093585.1,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS19P1,21.061999999999998,19.993,21.381,18.639,42.185,46.413999999999994,85.96799999999999,33.79
PRAMEF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP4A,6.551,6.702999999999999,6.726,7.046,7.33,7.917000000000001,18.019000000000002,8.597999999999999
TAF8,2.54,2.662,2.661,2.695,2.562,2.593,1.511,1.931
AC090692.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEATS4,17.81,15.007,15.442,13.520999999999999,21.819000000000003,19.375,33.016,22.58
RPL7P6,0.124,0.105,0.0,0.0,0.071,0.0,0.0,0.177
CLEC3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC090016.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091564.3,1.598,1.535,1.78,1.535,1.094,1.177,0.0,1.5190000000000001
EIF4A1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01428,0.0,0.08900000000000001,0.0,0.0,0.0,0.0,0.6829999999999999,0.075
RNU6-240P,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0
LINC02619,0.0,0.0,0.0,0.0,0.0,0.0,0.359,0.0
SOCS5,3.747,3.832,3.5669999999999997,3.793,2.918,3.498,2.55,2.898
ZNF75D,1.537,1.5859999999999999,1.749,1.403,1.327,1.2309999999999999,0.917,1.315
AF178030.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP8,4.125,4.125,4.083,3.984,3.4789999999999996,3.2430000000000003,1.4769999999999999,2.58
COQ2,4.712,4.957,5.9239999999999995,4.646,6.675,6.593999999999999,12.050999999999998,6.579
AC010327.1,1.266,1.112,1.204,1.399,2.755,2.9930000000000003,2.908,3.576
AC139718.1,0.0,0.0,0.0,0.0,0.0,0.0,0.995,0.0
RPL31P33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOC5,6.805,6.977,6.577999999999999,6.973,9.968,9.441,9.32,9.642999999999999
PABPC1P1,0.0,0.131,0.18899999999999997,0.159,0.0,0.095,0.0,0.0
NKAIN4,0.071,0.03,0.043,0.073,0.121,0.195,0.115,0.05
AC037441.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSGALNACT1,2.89,3.014,2.209,2.5869999999999997,1.268,1.339,1.043,1.129
AL031666.3,0.091,0.077,0.0,0.094,0.0,0.11199999999999999,0.0,0.13
AL663070.1,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP000769.2,0.0,0.196,0.0,0.0,0.0,0.142,0.0,0.0
PPP2R5E,8.201,8.756,8.168,8.777000000000001,5.56,5.602,4.42,5.103
FAM183BP,0.057,0.049,0.0,0.0,0.033,0.0,0.187,0.040999999999999995
LYZL2,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0
SNORD126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC015712.4,0.721,0.633,0.6779999999999999,0.9279999999999999,0.75,0.9009999999999999,0.083,0.836
SHISAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX2,0.033,0.113,0.055,0.057,0.006,0.040999999999999995,0.21899999999999997,0.048
AC080013.6,0.0,1.4409999999999998,0.52,0.0,0.485,0.261,6.941,0.909
NEK6,14.707,15.077,14.218,15.411,11.331,12.24,7.025,11.209000000000001
AC005740.2,0.0,0.0,0.0,0.0,0.124,0.0,0.0,0.156
PCDH9,0.275,0.358,0.264,0.307,0.31,0.314,0.16399999999999998,0.278
C17orf51,0.698,0.738,0.733,0.731,0.423,0.375,0.20199999999999999,0.308
GUSBP4,0.272,0.057999999999999996,0.0,0.18600000000000003,0.026000000000000002,0.083,0.0,0.0
AC073842.2,0.479,0.406,0.195,0.0,0.182,0.392,0.0,0.114
AC093072.1,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPIPB2,0.0,0.142,0.16399999999999998,0.035,0.077,0.040999999999999995,0.32899999999999996,0.096
AL139317.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMPDH1P8,0.899,0.508,0.586,0.74,0.41,0.184,0.0,0.342
AL391121.1,0.136,0.057,0.0,0.139,0.11599999999999999,0.042,0.0,0.09699999999999999
AC091544.4,0.024,0.02,0.0,0.0,0.0,0.0,0.0,0.0
AC002464.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBTFL6,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0
AC104012.1,0.0,0.0,0.0,0.0,0.073,0.0,0.415,0.0
RPL15P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109
AL121845.1,0.5820000000000001,0.493,0.475,0.39899999999999997,0.332,0.47700000000000004,1.2670000000000001,0.0
CYTH3,19.264,18.834,17.863,18.009,21.275,20.945,10.638,17.965999999999998
ABT1,19.660999999999998,18.215999999999998,18.234,17.387,26.107,24.919,23.53,28.857
TMED2,88.738,87.92200000000001,103.777,99.904,95.271,96.586,56.457,103.556
IFNL1,1.179,1.999,0.0,0.121,0.26899999999999996,0.507,0.385,0.168
AP003717.2,0.102,0.0,0.0,0.0,0.057999999999999996,0.0,0.0,0.0
CCT8,80.274,79.884,86.802,82.605,101.572,101.522,151.07299999999998,99.199
AC109583.2,0.0,0.601,0.867,2.188,0.809,0.87,2.314,1.01
ACMSD,0.0,0.028999999999999998,0.0,0.0,0.0,0.040999999999999995,0.22,0.024
AL513548.3,0.0,0.039,0.0,0.024,0.0,0.0,0.0,0.017
GPD2,15.207,15.505,16.055999999999997,15.845999999999998,9.972999999999999,10.478,6.832000000000001,8.86
AC010325.1,0.33,0.0,0.0,0.0,0.125,0.067,3.2289999999999996,0.078
VAMP4,2.017,1.74,1.883,1.868,1.883,1.879,1.556,1.673
FAM95C,0.743,0.807,0.623,0.723,0.645,0.632,0.114,0.368
AC114267.1,0.14400000000000002,0.10400000000000001,0.226,0.21100000000000002,0.187,0.20199999999999999,0.201,0.205
CD81,33.305,33.78,33.839,34.297,26.891,26.401,39.198,27.581999999999997
NIPAL1,4.2010000000000005,4.247,3.924,4.025,3.069,2.823,1.297,2.778
CADPS,0.037000000000000005,0.048,0.046,0.077,0.021,0.015,0.0,0.031
AL138999.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XKR4,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01
USP50,0.14400000000000002,0.081,0.0,0.099,0.055,0.059000000000000004,0.9390000000000001,0.034
GK3P,0.049,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.035
AC109811.2,0.20199999999999999,0.0,0.0,0.20800000000000002,0.0,0.0,0.0,0.0
HNRNPDLP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009474.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF02101,0.19,0.0,0.0,0.0,0.109,0.0,0.0,0.0
C11orf96,0.28600000000000003,0.687,0.233,0.245,0.054000000000000006,0.11699999999999999,0.156,0.136
SIRPB3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM53C,11.94,12.372,11.099,10.739,10.519,11.125,4.53,8.883
RPL23AP38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THUMPD2,4.328,5.046,5.352,5.6339999999999995,6.494,6.164,6.402,5.9670000000000005
ASNSP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL434P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC112694.2,0.11900000000000001,0.40399999999999997,0.43700000000000006,0.245,0.136,0.292,0.777,0.0
AC116407.2,0.531,0.9009999999999999,0.52,0.32799999999999996,0.425,0.522,3.1239999999999997,0.606
AC233968.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.05
NPEPPS,16.305,16.4,16.083,16.197,14.97,14.377,10.019,12.552
PUSL1,8.81,7.593,6.956,7.803999999999999,9.312000000000001,9.287,13.352,10.258
ADAM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDLRAD3,5.904,6.807,6.792999999999999,6.702999999999999,5.564,5.544,4.045,5.2139999999999995
AC106729.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC022413.2,0.0,0.055,0.0,0.0,0.037000000000000005,0.04,0.0,0.0
RF01210,0.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSU1,23.218000000000004,21.48,23.816999999999997,24.006,25.524,25.335,16.928,26.965
SMIM40,12.645,12.689,11.062000000000001,12.921,13.128,11.427,2.437,11.175999999999998
AC254562.2,0.13699999999999998,0.11599999999999999,0.168,0.0,0.0,0.084,0.0,0.0
IL9RP3,0.191,0.509,0.134,0.084,0.062,0.034,0.0,0.0
GALNS,2.7739999999999996,3.227,2.8480000000000003,2.944,3.16,2.965,1.705,2.839
KRT77,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.008
EAF2,1.5490000000000002,1.401,1.579,1.913,1.915,2.124,3.8789999999999996,3.02
OR4Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS27AP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEDDM1,0.0,0.0,0.0,0.0,0.0,0.0,0.11900000000000001,0.0
AC005840.2,1.318,1.117,1.1159999999999999,0.6779999999999999,0.636,0.405,0.331,0.777
LINC01743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR150,0.133,0.188,0.218,0.092,0.076,0.109,0.145,0.19
AC139530.2,2.266,2.273,2.6010000000000004,2.379,2.1109999999999998,1.561,1.963,1.78
RPL29P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSIG1,0.655,0.802,0.564,0.674,0.47100000000000003,0.61,0.713,0.64
DAD1,122.4,125.727,141.915,128.055,198.873,197.74900000000002,287.5,229.79
MAGEB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-U,2.2119999999999997,35.404,42.075,2.781,26.969,0.905,1.605,1.226
OR4C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF01293,0.0,0.0,0.0,0.0,0.365,0.0,0.0,0.0
AC009169.1,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0
AC092451.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB27B,15.345999999999998,14.609000000000002,15.885,17.08,7.86,8.094,5.591,6.332000000000001
AC108693.1,0.212,0.359,1.035,0.435,0.24100000000000002,0.0,0.0,0.0
FAM53A,0.97,0.8220000000000001,1.081,0.821,0.7140000000000001,0.589,0.775,0.5539999999999999
AC105402.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF3,50.211999999999996,48.553000000000004,51.831,51.26,89.26899999999999,88.579,107.434,89.671
OR4D6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL35AP35,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0
OR6K5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL445928.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
AC244093.1,0.11199999999999999,0.19,0.13699999999999998,0.11599999999999999,0.0,0.0,0.0,0.0
FGF12-AS3,0.9420000000000001,1.331,1.921,0.6459999999999999,1.7919999999999998,0.386,0.0,1.12
SERINC4,0.0,0.052000000000000005,0.075,0.032,0.018000000000000002,0.019,0.1,0.0
PRDM6,0.01,0.05,0.048,0.051,0.017,0.0,0.0,0.021
FNBP1,1.482,1.315,1.338,1.24,0.98,0.893,0.995,0.672
DEDD,10.985,12.165999999999999,9.987,10.47,13.479000000000001,13.525,9.84,11.968
LINC02014,0.256,0.217,0.314,0.396,0.366,0.315,0.419,0.27399999999999997
NF1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039
MEFV,0.0,0.0,0.046,0.02,0.011000000000000001,0.012,0.557,0.0
THAP9-AS1,6.434,6.933,6.484,6.739,7.165,7.874,5.261,6.3
AREG,130.322,129.183,129.024,130.268,143.933,146.97299999999998,245.03900000000002,146.113
MAPRE1,154.632,152.525,166.738,163.30700000000002,173.012,171.747,140.154,175.51
GGTLC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAP1B,2.7430000000000003,3.035,3.4210000000000003,3.2569999999999997,3.5869999999999997,3.5839999999999996,2.963,3.385
TERF2,7.236000000000001,6.7860000000000005,6.529,6.854,5.3,4.89,3.6289999999999996,4.865
SLC12A8,3.1910000000000003,3.8280000000000003,3.202,3.3680000000000003,2.6430000000000002,2.215,0.855,2.765
ATXN7,2.82,3.07,2.537,2.549,1.895,1.78,1.1179999999999999,1.3419999999999999
CRNDE,0.907,0.9540000000000001,0.841,0.8370000000000001,1.945,2.246,7.301,2.129
AC026471.3,0.316,0.536,1.161,0.325,0.632,0.5820000000000001,0.516,0.33799999999999997
SNRPGP15,0.0,0.0,0.0,0.424,0.94,0.253,1.345,0.0
TOPBP1,25.593000000000004,25.403000000000002,25.302,25.924,18.175,17.577,7.07,16.419
CLSTN3,9.721,9.799,9.638,10.739,10.232999999999999,9.552,2.508,9.845
ZFX,5.28,5.349,3.9960000000000004,4.465,4.029,3.85,2.312,3.015
AC004949.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCRLB,0.987,1.016,0.863,0.617,1.006,0.8009999999999999,1.382,0.88
NKX2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF40,1.774,1.9380000000000002,2.06,1.7790000000000001,2.234,2.335,0.9840000000000001,1.9409999999999998
AL954705.1,0.327,0.139,0.4,0.6729999999999999,0.513,0.1,0.0,0.11699999999999999
CATSPERB,0.462,0.488,0.466,0.526,0.34700000000000003,0.568,0.29100000000000004,0.341
AC080075.1,0.0,0.0,0.524,0.22,0.122,0.0,0.0,0.0
AC092723.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL109615.3,0.239,0.371,0.292,0.307,0.341,0.318,0.13,0.114
LYPD4,0.0,0.0,0.0,0.0,0.048,0.0,0.6890000000000001,0.0
RBMS3,0.005,0.017,0.018000000000000002,0.015,0.023,0.012,0.358,0.040999999999999995
COL5A2,0.037000000000000005,0.085,0.122,0.16699999999999998,0.057,0.031,0.0,0.045
AC095031.1,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0
PPP1R2P10,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018832.1,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.049
AP002856.2,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0
AL139254.3,0.0,0.0,0.0,0.0,0.0,0.0,0.44299999999999995,0.0
SNRK,6.73,6.57,6.63,6.507999999999999,4.012,4.051,2.266,3.613
SSX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK5RAP3,14.523,14.857999999999999,14.58,14.48,15.779000000000002,15.579,11.542,14.677
AC006538.2,7.575,8.632,7.206,7.276,7.733,7.388,6.596,9.843
WIPI2,8.385,8.597999999999999,8.587,8.67,8.53,8.27,7.244,8.228
AC007952.2,0.08900000000000001,0.075,0.018000000000000002,0.0,0.059000000000000004,0.109,0.48200000000000004,0.084
KAAG1,0.0,0.11199999999999999,0.162,0.136,0.302,0.325,0.43200000000000005,0.141
L3MBTL4,0.0,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
CATSPER4,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.032
BFSP2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018926.1,0.0,0.17800000000000002,0.0,0.0,0.0,0.0,0.6859999999999999,0.15
AC007038.1,0.956,1.127,1.042,0.5770000000000001,0.332,0.45899999999999996,0.0,0.17800000000000002
AC068492.1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
AC104212.2,0.0,0.12300000000000001,0.17800000000000002,0.15,0.249,0.179,0.951,0.10400000000000001
AC099804.1,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.0
C2orf27AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC024958.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGEL1,5.672000000000001,5.266,5.691,5.462999999999999,3.302,3.355,1.815,3.267
AL596451.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL121821.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R1C,0.075,0.19,0.13699999999999998,0.115,0.512,0.465,0.489,0.627
AC135507.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC231657.2,0.0,0.304,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMNDC1,6.26,5.907,5.882000000000001,6.007999999999999,7.106,6.577000000000001,6.447,6.087999999999999
ATOH7,0.185,0.105,0.22699999999999998,0.0,0.035,0.19,0.20199999999999999,0.132
LINC01285,0.024,0.04,0.0,0.024,0.0,0.044000000000000004,0.077,0.017
RNU6-1162P,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0
RNU2-36P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005033.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002
AC017099.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099552.1,0.0,0.10400000000000001,0.0,0.126,0.07,0.302,0.0,0.175
MRPL43,9.619,8.955,10.639000000000001,8.977,12.379000000000001,12.312000000000001,18.295,13.335
FAM161A,3.425,3.551,3.0189999999999997,3.3989999999999996,1.964,2.0380000000000003,1.589,1.959
AC099789.1,0.648,0.0,1.5859999999999999,0.0,1.11,1.194,4.234,3.236
EIF1AY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC116903.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6ATAC20P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC089999.1,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC105415.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC063977.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP001267.5,5.7989999999999995,6.074,6.737,6.011,9.23,9.791,20.047,10.944
CFL1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V0B,35.954,34.084,39.071999999999996,36.010999999999996,40.791,37.609,51.053000000000004,49.461000000000006
JMY,3.397,3.39,2.815,2.978,1.818,1.98,1.0170000000000001,1.347
CTAGE13P,0.0,0.032,0.183,0.0,0.085,0.069,0.0,0.107
CCDC188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP003467.1,0.0,0.0,0.0,0.0,0.0,0.0,0.992,0.0
LINC00900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1B1P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNMA6A,0.124,0.175,0.20199999999999999,0.17,0.071,0.076,0.135,0.11800000000000001
CCL24,0.14800000000000002,0.0,0.0,0.152,0.6759999999999999,0.182,0.0,0.21100000000000002
AL353748.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008840.1,0.302,0.128,0.0,0.10300000000000001,0.057,0.0,0.657,0.14300000000000002
AL359844.1,0.0,0.0,0.0,0.0,0.028999999999999998,0.063,0.6709999999999999,0.073
