genes,Calu3_polyA_series1-S2-12h-A,Calu3_polyA_series1-S2-12h-B,Calu3_polyA_series2-12h-S2-1,Calu3_polyA_series2-12h-S2-2,Calu3_polyA_series2-12h-mock-1,Calu3_polyA_series2-12h-mock-2
MIR6819,14.635,6.14,12.084000000000001,7.436,8.657,13.579
DUX4L16,0.0,0.0,0.0,0.0,0.0,0.0
NUTM1,0.0,0.0,0.0,0.0,0.0,0.039
MTND5P20,0.0,0.0,0.0,0.0,0.0,0.0
NCR3,0.0,0.0,0.0,0.07400000000000001,0.0,0.0
BACH1-IT3,0.0,0.0,0.0,0.0,0.0,0.0
HIST2H2AB,0.0,0.0,0.139,0.0,0.0,0.0
NUDT7,1.09,1.524,1.575,1.052,2.026,1.719
AC004910.1,0.0,0.0,0.0,0.0,0.0,0.0
AL049548.1,0.0,0.0,0.0,0.23600000000000002,0.196,0.215
YY1,19.699,21.57,20.991999999999997,20.892,19.928,18.989
CYP2U1,1.0859999999999999,1.645,1.083,0.858,1.682,1.9169999999999998
SNORD116-28,0.0,0.0,0.0,0.0,0.0,0.0
SMKR1,0.369,0.0,0.532,0.187,0.156,0.171
ANGPTL6,0.24600000000000002,0.0,0.203,0.125,0.17300000000000001,0.038
LAYN,0.17,0.0,0.023,0.14400000000000002,0.024,0.079
AC253536.6,0.539,0.753,0.33399999999999996,1.232,0.341,0.375
SLC9A9-AS1,0.0,0.0,0.0,0.0,0.0,0.0
SNORD12C,2.006,0.0,1.656,3.0580000000000003,0.848,1.861
AC011452.1,31.775,36.188,21.835,20.669,17.8,17.816
LINC02047,0.0,0.0,0.0,0.0,0.0,0.0
SAT2,3.695,3.648,9.825,10.712,8.081,10.235
AC104996.3,0.0,0.0,0.0,0.0,0.0,0.0
LINC01414,0.0,0.0,0.0,0.0,0.0,0.0
DOCK10,0.507,0.465,0.222,0.16899999999999998,0.19399999999999998,0.125
PSME4,9.45,9.395,6.859,6.905,6.316,5.934
ZMAT3,1.5330000000000001,1.68,1.925,1.879,1.876,1.906
AL133297.1,0.442,0.0,0.456,0.449,0.56,0.205
RAP2C,14.785,15.948,11.796,10.817,12.219000000000001,11.305
LINC00933,0.06,0.0,0.12300000000000001,0.06,0.251,0.166
AC010336.3,0.0,0.0,0.0,0.0,0.113,0.0
LINC01139,0.8390000000000001,0.461,0.33399999999999996,0.32,0.43,0.584
SLC41A1,7.167000000000001,7.047000000000001,5.3389999999999995,5.32,6.138999999999999,4.624
WDR86,0.0,0.0,0.036000000000000004,0.0,0.0,0.02
PRKCA,3.387,3.352,2.929,2.825,3.5239999999999996,3.262
AC013460.1,0.0,0.0,0.023,0.0,0.0,0.0
HSPA8P6,0.0,0.0,0.0,0.0,0.0,0.0
PGM1,20.014,19.048,24.101,24.811,27.070999999999998,27.713
MIR6871,3.188,4.459,0.0,1.62,2.021,0.0
REPS2,0.851,0.9470000000000001,1.3330000000000002,1.409,1.797,1.841
CCDC189,0.9640000000000001,1.349,2.9010000000000002,2.485,2.503,2.6839999999999997
AC068287.1,0.0,0.0,0.0,0.0,0.0,0.0
MYL6,116.585,115.02,243.35,251.51,250.877,269.52299999999997
RF00017,0.0,0.0,0.0,0.0,0.0,0.0
PRAC2,0.0,0.39,0.23,0.142,0.0,0.0
PRRC2B,13.935,14.007,8.894,9.826,8.001,7.361000000000001
AC123768.2,0.0,0.0,0.0,0.0,0.0,0.0
AC025048.2,0.0,0.46299999999999997,0.364,0.055999999999999994,0.09300000000000001,0.153
AC004672.1,0.0,0.0,0.0,0.0,0.0,0.0
SVEP1,0.013000000000000001,0.0,0.005,0.006,0.011000000000000001,0.040999999999999995
SLC26A4,0.031,0.0,0.0,0.016,0.0,0.0
AP002892.1,0.0,0.0,0.0,0.0,0.0,0.0
IMP3,27.009,28.329,45.175,44.88399999999999,49.468999999999994,53.221000000000004
MIR4767,11.445,3.201,0.0,0.0,0.0,0.0
OR4N2,0.0,0.0,0.0,0.0,0.0,0.0
AC012676.5,1.37,0.639,0.528,0.209,0.309,0.395
AC124864.2,0.0,0.0,0.0,0.0,0.0,0.0
PDCL3P5,1.7309999999999999,1.383,1.531,1.7590000000000001,2.717,2.295
SNORD3B-2,0.0,0.0,0.0,0.0,0.095,0.0
SPESP1,0.0,0.0,0.0,0.0,0.0,0.0
LY9,0.0,0.027000000000000003,0.0,0.0,0.0,0.0
AL450426.1,0.0,0.0,0.0,0.0,0.0,0.0
AC115837.2,0.0,0.0,0.0,0.0,0.0,0.0
AC107029.2,0.077,0.0,0.0,0.0,0.0,0.0
ELOA-AS1,0.133,1.112,0.7659999999999999,1.078,1.176,1.4140000000000001
AL031593.1,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,1.6840000000000002,0.0,0.0,0.0,0.0,0.0
GCNA,2.465,2.62,2.188,2.9560000000000004,1.479,1.693
AC096751.1,0.0,0.0,0.033,0.0,0.0,0.037000000000000005
RPL23AP50,0.0,0.0,0.0,0.0,0.0,0.0
AC113349.1,0.0,0.0,0.0,0.0,0.0,0.426
AC090525.1,0.0,0.0,0.0,0.0,0.0,0.0
AP001485.1,0.0,0.0,0.0,0.0,0.0,0.0
SKA2P1,1.3730000000000002,0.0,1.3230000000000002,0.465,1.161,2.124
GTF2A1,8.867,9.95,8.207,8.187000000000001,7.803,6.941
AWAT2,0.0,0.0,0.0,0.0,0.0,0.0
GPR4,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA8IP,0.0,0.0,0.0,0.0,0.0,0.0
SPAG5-AS1,0.0,0.13,0.096,0.071,0.098,0.065
AC022007.1,0.141,0.099,0.29100000000000004,0.14300000000000002,0.20800000000000002,0.45799999999999996
AC093462.1,0.0,0.0,0.131,0.10800000000000001,0.0,0.049
AP001057.1,0.085,0.0,0.0,0.0,0.0,0.0
CLN8,1.444,1.32,1.7690000000000001,1.6019999999999999,2.062,1.506
NBPF15,1.5819999999999999,1.6469999999999998,1.5419999999999998,1.641,1.72,1.686
Z82188.2,0.0,0.0,0.0,0.0,0.0,0.0
LINC02587,0.256,0.7170000000000001,0.106,0.26,0.325,0.35700000000000004
AL365184.1,0.0,0.0,0.0,0.0,0.0,0.0
SCML1,5.002,5.542000000000001,4.573,4.968,4.405,3.36
LRP5,22.816999999999997,22.579,15.357999999999999,15.673,16.680999999999997,16.146
AC027541.1,0.0,0.0,0.0,0.0,0.0,0.0
SMPD3,0.179,0.179,0.084,0.065,0.054000000000000006,0.065
ADRM1,122.03299999999999,122.87100000000001,181.93900000000002,159.845,174.968,175.144
CTSW,0.0,0.0,0.044000000000000004,0.0,0.0,0.049
ACTN3,0.052000000000000005,0.0,0.0,0.026000000000000002,0.0,0.0
HSPD1P5,0.623,0.726,0.514,0.264,0.395,0.53
IGFBP7,2.6830000000000003,1.5530000000000002,7.791,7.521,12.43,14.764000000000001
Z84488.1,0.0,0.0,0.0,0.0,0.0,0.0
AC091959.2,0.0,0.0,0.0,0.0,0.0,0.0
MTND4P10,0.0,0.0,0.0,0.0,0.0,0.0
AC012377.1,0.037000000000000005,0.0,0.03,0.019,0.094,0.017
AL353149.1,0.732,0.0,0.0,0.0,0.0,0.0
DNAJC15,4.913,4.322,4.8,5.434,4.922,5.477
SLFN14,0.0,0.0,0.0,0.0,0.0,0.028999999999999998
HEXA,5.2170000000000005,5.672999999999999,5.8629999999999995,6.013999999999999,7.1370000000000005,7.047999999999999
AC011487.1,0.0,0.0,0.052000000000000005,0.0,0.0,0.0
AL160236.2,10.267000000000001,13.734000000000002,15.479000000000001,13.607999999999999,15.654000000000002,15.324000000000002
RN7SKP116,1.679,2.3480000000000003,2.08,0.853,2.6010000000000004,0.779
RNVU1-2,0.0,0.0,0.546,0.0,0.0,0.0
C2orf42,3.591,3.3710000000000004,3.127,2.8369999999999997,2.161,2.156
DUS2,4.191,3.977,3.9989999999999997,4.096,4.626,4.415
AC106886.2,8.78,7.353,11.325999999999999,11.217,9.661,11.86
IFT80,4.905,5.59,5.976,5.882000000000001,8.3,7.336
UBE2E1,32.236,32.98,40.621,38.544000000000004,50.333999999999996,48.343
AC004223.2,0.0,0.0,0.135,0.0,0.27699999999999997,0.0
RNU6-855P,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD36,0.513,0.606,0.5429999999999999,0.40700000000000003,0.42700000000000005,0.387
C1orf56,1.3019999999999998,1.607,2.0869999999999997,2.18,2.46,2.239
IQCF5,0.0,0.0,0.0,0.0,0.0,0.0
IMPDH1,24.33,25.570999999999998,24.456999999999997,22.371,23.443,22.055
AC097504.1,0.0,0.0,0.0,0.038,0.031,0.10300000000000001
AL354893.2,0.33799999999999997,0.0,0.139,0.0,0.0,0.0
RNU12-2P,0.0,0.0,0.0,0.0,0.0,0.0
TAC4,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-40P,1.249,0.0,0.0,0.0,0.0,0.0
SGK2,5.614,5.25,6.754,6.93,8.964,8.764
RNU2-47P,0.0,0.0,0.0,0.0,0.0,0.0
NUDT13,0.0,0.198,0.46799999999999997,0.504,0.389,0.131
MIR6506,10.821,0.0,1.117,2.7489999999999997,2.286,2.51
NGF-AS1,0.0,0.0,0.0,0.0,0.0,0.0
AL592431.2,0.0,0.0,0.0,0.0,0.0,0.0
AL357556.4,0.0,0.0,0.172,0.0,0.17600000000000002,0.0
MIR573,0.0,2.522,0.0,0.0,0.0,0.8370000000000001
PLD4,0.051,0.0,0.021,0.013000000000000001,0.022000000000000002,0.024
AL359633.2,0.0,0.0,0.0,0.0,0.0,0.0
DTD1,1.85,2.182,3.0039999999999996,2.659,2.596,3.338
DDX3P2,0.0,0.0,0.0,0.0,0.0,0.0
NOP56P2,0.0,0.0,0.0,0.0,0.0,0.0
MTND4LP20,0.0,0.0,0.0,0.0,0.0,0.0
PEPD,18.007,17.497,18.504,18.24,23.796,22.169
AL137024.1,0.0,0.0,0.0,0.0,0.0,0.0
NUS1P4,0.0,0.0,0.0,0.0,0.0,0.0
AC011377.1,0.0,0.0,0.0,0.0,0.0,0.0
QRSL1P1,0.11599999999999999,0.0,0.0,0.0,0.0,0.0
SUGP2,6.705,6.34,5.6579999999999995,5.775,6.013,5.693
AC007849.2,0.0,0.0,0.0,0.193,0.0,0.0
AC009084.2,0.0,0.0,0.0,0.0,0.0,0.0
COX6B1P2,0.0,0.0,0.0,0.0,0.0,0.0
AZIN2,0.055999999999999994,0.078,0.185,0.114,0.157,0.10400000000000001
FOXRED2,7.556,8.597000000000001,2.9610000000000003,2.505,3.855,3.52
TPI1,147.137,154.078,243.222,249.42,313.435,367.32599999999996
AL590652.1,0.301,0.21,0.18600000000000003,0.191,0.445,0.419
AC096636.1,0.0,0.0,0.0,0.0,0.021,0.0
SMARCE1P2,0.146,0.41,0.665,0.447,0.805,0.951
SOX5P1,0.0,0.0,0.0,0.0,0.0,0.0
LARP4P,0.08199999999999999,0.115,0.068,0.0,0.10400000000000001,0.076
HMGXB4,8.681000000000001,8.565,6.505,6.722,6.356,6.482
MGARP,0.0,0.0,0.06,0.07400000000000001,0.0,0.135
AC105429.1,0.179,0.062,0.018000000000000002,0.045,0.0,0.040999999999999995
RTN3P1,4.52,3.161,6.117000000000001,5.104,9.549,10.602
ITGAV,35.036,36.575,26.256,26.875,36.343,32.983000000000004
AC087591.1,0.0,0.0,0.0,0.0,0.0,0.0
DPEP2NB,0.0,0.0,0.0,0.0,0.0,0.0
AC079447.1,3.427,4.385,4.334,4.066,5.652,5.23
ZNF840P,0.0,0.0,0.0,0.0,0.0,0.0
AL353743.3,0.0,0.0,0.0,0.0,0.0,0.0
RBSN,5.9510000000000005,4.476,3.117,3.573,2.657,2.74
AL031728.1,0.0,0.0,0.03,0.11,0.152,0.033
AC021723.1,0.0,0.0,0.0,0.0,0.146,0.161
AC068620.3,0.0,0.0,0.0,0.02,0.033,0.054000000000000006
AC048382.2,0.18100000000000002,0.254,0.0,0.092,0.077,0.084
HPS5,9.687000000000001,8.889,6.291,7.051,5.148,5.292000000000001
CCDC144A,0.35600000000000004,0.706,0.13,0.11699999999999999,0.245,0.146
OAZ1,78.024,81.067,119.009,109.086,174.65599999999998,167.695
AC010834.1,0.0,0.0,0.0,0.0,0.0,0.11900000000000001
OR2A25,0.0,0.0,0.0,0.0,0.0,0.0
AL031777.1,0.716,4.003,4.579,6.727,0.302,0.0
AC016743.1,0.0,0.0,0.0,0.0,0.0,0.069
AL121790.1,0.484,0.33799999999999997,0.2,0.12300000000000001,0.204,0.11199999999999999
ALG3,33.143,34.097,32.643,29.726,38.678000000000004,35.989000000000004
AP1G2,8.103,8.544,12.28,11.707,11.715,12.238
TET3,5.8420000000000005,5.566,4.127,4.273,2.447,2.12
LYPD6B,0.10099999999999999,0.0,0.292,0.33299999999999996,0.192,0.187
AC092326.1,0.0,0.0,0.0,0.0,0.11199999999999999,0.12300000000000001
TP73-AS1,1.546,1.931,1.026,1.234,1.128,1.306
IFNL4,8.85,6.256,1.004,2.174,0.0,0.0
RPL13AP3,0.0,0.0,0.14400000000000002,0.0,0.147,0.10800000000000001
C7orf71,0.0,0.0,0.0,0.0,0.0,0.0
AL162258.1,7.896,8.783999999999999,29.534000000000002,23.813000000000002,23.112,32.037
TAF11,31.76,29.114,24.055999999999997,24.274,31.799,30.171
FBN3,0.036000000000000004,0.025,0.015,0.009000000000000001,0.008,0.05
PRR12,8.698,9.388,5.132999999999999,5.356,4.484,3.948
ICE2P2,0.0,0.0,0.0,0.033,0.0,0.059000000000000004
AC008677.1,0.114,0.16,0.142,0.057999999999999996,0.09699999999999999,0.053
OMG,0.0,0.0,0.0,0.0,0.0,0.0
UPF3B,12.517999999999999,11.914000000000001,10.79,11.100999999999999,9.892000000000001,8.657
AURKAIP1,43.755,42.93899999999999,88.242,73.002,88.88600000000001,111.37299999999999
AC106772.2,0.0,0.0,0.0,0.0,0.0,0.0
SGPP2,19.313,17.188,10.812999999999999,11.579,13.837,12.883
AL365396.1,0.0,0.0,0.0,0.0,0.0,0.12300000000000001
PHF2,4.537,4.863,3.6910000000000003,3.3480000000000003,3.2319999999999998,2.765
FLG-AS1,0.0,0.0,0.038,0.035,0.01,0.032
AL353743.4,0.115,0.0,0.0,0.0,0.0,0.0
CCNB2P1,0.155,0.217,0.064,0.316,0.131,0.28800000000000003
FAM149B1,3.273,3.542,3.758,4.031000000000001,4.149,4.256
ADAMTS7P4,0.0,0.0,0.0,0.0,0.027000000000000003,0.03
AC092159.4,0.0,0.0,0.0,0.0,0.0,0.0
OSER1,29.215999999999998,29.534000000000002,36.577,41.106,27.539,29.355
AC124276.2,0.0,0.0,0.134,0.0,0.0,0.151
LRP5L,1.409,1.225,1.1640000000000001,1.355,0.6920000000000001,0.636
AC003965.2,2.021,1.885,2.782,2.396,1.7080000000000002,2.813
AL158839.1,0.0,0.0,0.0,0.0,0.0,0.0
COMP,0.0,0.0,0.0,0.0,0.0,0.0
THTPA,6.355,6.2989999999999995,5.54,5.314,5.331,5.638999999999999
AC243830.1,0.0,0.0,0.0,0.0,0.0,0.0
HDC,0.0,0.0,0.0,0.0,0.0,0.0
AC010336.6,0.0,0.0,0.14,0.0,0.14300000000000002,0.0
AKIRIN1,57.656000000000006,56.016999999999996,43.821000000000005,43.978,35.222,30.724
MSRB1,10.595,9.84,16.574,15.73,16.262999999999998,18.587
LINC01789,0.0,0.0,0.062,0.076,0.0,0.27699999999999997
BSND,0.0,0.0,0.0,0.017,0.006999999999999999,0.0
KIFAP3,4.0889999999999995,3.7119999999999997,4.931,5.595,5.865,5.541
IFIH1,239.171,223.96900000000002,56.39,79.207,5.223,4.812
DPYD-AS1,0.0,0.0,0.0,0.0,0.0,0.0
GUCY2C,0.0,0.0,0.018000000000000002,0.022000000000000002,0.0,0.0
AP003115.1,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD2P6,7.989,14.524000000000001,18.139,15.628,22.276999999999997,25.017
RBM22P3,0.0,0.0,0.0,0.095,0.0,0.0
TMEM61,0.0,0.596,0.528,0.14400000000000002,0.961,1.055
MTCYBP14,0.0,0.0,0.0,0.0,0.0,0.0
RPL36AP15,0.0,0.0,0.0,0.0,0.0,0.0
WNK2,3.572,4.371,2.6310000000000002,2.165,3.35,2.912
TIAL1,9.929,10.253,11.755999999999998,11.347999999999999,8.975,9.077
LINC00674,3.162,3.4019999999999997,1.607,2.101,2.878,2.6519999999999997
DOP1B,2.274,2.406,1.004,1.085,0.977,0.8440000000000001
AP000654.2,1.5230000000000001,1.704,2.516,3.5610000000000004,2.7030000000000003,3.2510000000000003
AL158166.2,0.0,0.0,0.0,0.0,0.0,0.0
AC119751.1,0.0,0.0,0.0,0.0,0.0,0.0
LINC01209,0.0,0.0,0.0,0.0,0.0,0.0
RF00622,0.0,0.0,0.0,0.0,0.0,0.0
AC131009.4,0.0,0.0,0.212,0.10400000000000001,0.043,0.0
ANTXRLP1,0.0,0.0,0.0,0.0,0.0,0.0
NCOA7,33.389,32.164,10.632,13.157,2.417,2.437
RPL10AP2,4.095,7.636,10.031,9.71,7.728,7.853
TOR4A,21.445999999999998,21.671999999999997,21.348000000000003,17.401,22.491,23.215999999999998
AL162731.1,0.0,0.0,0.0,0.0,0.0,0.0
EIF3F,10.167,9.241,12.834000000000001,12.65,11.487,11.040999999999999
AL691459.1,0.0,0.0,0.0,0.0,0.0,0.0
SNORD38B,0.879,2.497,4.401,5.416,4.875,2.8810000000000002
LACTBL1,0.0,0.0,0.0,0.0,0.0,0.0
UBE3D,1.143,1.17,1.2670000000000001,1.077,1.296,1.255
AL845552.2,0.6459999999999999,0.0,0.0,0.32799999999999996,0.205,0.15
SCARNA1,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P44,0.0,0.0,0.0,0.10300000000000001,0.0,0.094
ATP6V1G2-DDX39B,73.09100000000001,73.796,96.92,106.876,79.807,78.557
AC126323.1,0.092,0.064,0.057,0.09300000000000001,0.077,0.064
RN7SL778P,0.0,0.0,0.0,0.305,0.0,0.0
RF00157,4.699,9.857000000000001,0.0,0.0,0.0,2.18
PGAM1P7,4.361000000000001,4.743,2.2,3.016,1.74,1.4609999999999999
MAN1A2,4.987,5.683,3.813,3.2939999999999996,4.003,3.522
WFDC8,0.0,0.0,0.0,0.0,0.0,0.054000000000000006
AC005304.3,0.349,0.0,0.0,0.0,0.14800000000000002,0.0
DRAM2,7.511,7.2410000000000005,8.785,8.934,11.876,11.192
AC007529.2,0.0,0.228,0.067,0.166,0.069,0.151
AL096870.2,5.287000000000001,5.0569999999999995,7.567,7.9479999999999995,8.408999999999999,9.29
AP004608.1,0.0,0.0,0.0,0.0,0.0,0.0
GRTP1-AS1,0.0,0.0,0.0,0.0,0.064,0.0
RAN,140.78799999999998,140.985,205.957,205.608,205.74,198.55900000000003
LINC01767,0.655,0.0,0.135,0.33299999999999996,0.0,0.0
HOXA4,0.358,0.071,0.267,0.303,0.151,0.237
LINC02643,0.0,0.0,0.0,0.0,0.0,0.0
CRYZL1,0.9540000000000001,1.415,1.73,1.5719999999999998,2.003,1.9580000000000002
MPDZ,0.0,0.0,0.013000000000000001,0.008,0.0,0.022000000000000002
PPIAP73,0.0,0.0,0.0,0.0,0.0,0.0
AC092641.1,0.925,0.32299999999999995,1.719,1.2930000000000001,1.466,1.5019999999999998
TTC25,0.159,0.0,0.19699999999999998,0.377,0.29100000000000004,0.344
BOC,0.052000000000000005,0.048,0.028999999999999998,0.044000000000000004,0.0,0.0
CASP9,1.288,1.374,1.595,1.6869999999999998,1.661,1.729
AC022973.1,0.0,0.0,0.0,0.0,0.0,0.0
KIF17,0.04,0.0,0.016,0.02,0.0,0.009000000000000001
DUSP28,0.963,0.875,1.3119999999999998,1.296,1.505,1.295
AL807757.2,0.45799999999999996,0.321,0.568,0.6990000000000001,0.19399999999999998,0.213
PIP5K1A,16.319000000000003,15.892000000000001,14.550999999999998,16.13,9.561,8.475
SRSF1,37.211999999999996,37.73,31.822,30.194000000000003,37.275999999999996,35.576
RPL21P43,0.0,0.0,0.0,0.0,0.0,0.0
AC055716.2,0.0,0.0,0.03,0.0,0.031,0.0
Z83843.1,1.405,1.084,1.2,1.329,1.146,0.787
LINC02058,0.253,0.0,0.209,0.257,0.32,0.469
AC093878.1,0.0,0.0,0.0,0.0,0.0,0.0
SEM1P1,0.0,1.195,0.0,0.0,0.722,1.189
AC025741.1,0.0,0.0,0.0,0.0,0.0,0.0
AC234781.1,0.0,0.0,0.0,0.0,0.0,0.0
AL139023.1,0.0,0.0,0.0,0.0,0.0,0.0
PLXDC2,0.0,0.0,0.0,0.0,0.006,0.013000000000000001
AC245052.6,0.0,0.0,0.0,0.0,0.0,0.0
RAB34,7.297999999999999,7.787000000000001,14.104000000000001,13.981,14.686,15.198
CHADL,0.138,0.096,0.19899999999999998,0.07,0.11599999999999999,0.191
GOLGA6L5P,0.092,0.0,0.038,0.023,0.077,0.064
LINC01361,0.0,0.0,0.0,0.0,0.0,0.0
NANOGP11,0.0,0.0,0.0,0.0,0.0,0.0
AL162615.1,0.54,0.0,0.17800000000000002,0.22,0.319,0.251
AC012181.1,0.511,0.35700000000000004,0.42200000000000004,0.195,0.21600000000000003,0.11900000000000001
AL133215.3,0.0,0.0,0.0,0.0,0.168,0.0
PTCD2,1.4,1.608,1.3019999999999998,1.236,1.445,1.367
KLK9,0.0,0.0,0.0,0.021,0.0,0.019
MNS1,12.373,15.315,25.246,23.051,29.112,26.951999999999998
AC092119.1,0.0,0.0,0.0,0.0,0.0,0.0
AC093512.2,109.228,103.544,124.691,129.648,140.999,153.327
AC022144.1,0.452,0.316,1.12,1.723,0.8590000000000001,1.52
RNF121,10.603,10.757,11.318,11.864,14.995,16.134
SLC10A6,0.0,0.0,0.0,0.06,0.0,0.0
SNORA2B,0.0,0.0,0.0,0.662,0.551,1.209
ITPKB-IT1,0.0,0.0,0.085,0.0,0.34700000000000003,0.381
AP000446.1,0.0,0.0,0.0,0.0,0.027000000000000003,0.0
KRT18P61,0.0,0.0,0.057,0.0,0.057999999999999996,0.064
AMY2B,0.941,1.1,0.645,0.593,0.43799999999999994,0.46399999999999997
METAP2,30.215,30.803,33.171,34.988,34.704,35.1
NT5DC2,23.365,23.726999999999997,51.961999999999996,44.823,58.635,60.292
ANAPC11,12.015999999999998,12.34,26.523000000000003,23.226999999999997,29.205,37.787
AC006262.2,0.0,0.0,0.0,0.0,0.0,0.0
LINC01943,0.0,0.0,0.05,0.0,0.0,0.0
ASS1P11,0.0,0.205,0.0,0.0,0.0,0.0
CCDC58P3,0.83,0.0,1.0290000000000001,0.8440000000000001,0.965,1.348
AC067852.2,8.26,9.716000000000001,10.262,10.237,9.85,8.667
AP000919.2,0.0,0.0,0.0,0.0,0.0,0.0
AL356473.1,0.0,0.0,0.0,0.0,0.0,0.0
CRYGS,2.3609999999999998,2.521,2.498,2.399,2.3209999999999997,2.748
MIATNB,0.326,0.166,0.36700000000000005,0.392,0.313,0.46799999999999997
KDELR3,8.4,8.746,12.292,11.714,18.337,17.494
RAB28P5,0.0,0.0,0.0,0.0,0.0,0.0
VN1R83P,0.0,0.0,0.0,0.204,0.17,0.0
AC087311.2,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD17,11.595,13.270999999999999,7.749,7.564,5.532,5.035
H2AFZP5,0.0,0.0,0.0,0.0,0.0,0.0
DUXA,0.0,0.0,0.0,0.0,0.0,0.0
AC020634.1,0.0,0.0,0.0,0.165,0.13699999999999998,0.0
RN7SL111P,0.0,0.0,0.0,0.0,0.0,0.0
DHRSX,3.403,2.173,4.561,3.734,3.647,4.577
AL050338.1,0.0,0.0,0.0,0.0,0.096,0.0
AC010280.2,0.0,0.0,0.539,0.221,0.184,0.0
OR4K14,0.0,0.201,0.0,0.0,0.0,0.0
SH3RF1,13.052,13.827,9.861,10.661,6.604,6.767
RF00019,0.0,0.0,0.0,0.0,0.0,0.0
OR8G3P,0.0,0.0,0.0,0.0,0.0,0.0
RFX7,7.808,7.169,6.621,6.666,3.926,3.716
AC135048.1,2.081,1.992,2.985,3.117,3.217,3.608
KIF16B,1.087,0.9059999999999999,0.955,0.8340000000000001,0.625,0.612
GRAMD4,7.432,7.388,5.655,6.2010000000000005,7.681,6.997000000000001
EIF4E1B,0.0,0.0,0.0,0.0,0.0,0.0
CLCN3P1,0.484,0.466,0.675,0.75,0.8109999999999999,0.847
TCEAL5,0.0,0.0,0.07,0.0,0.0,0.0
CNN2P8,0.0,0.0,0.0,0.0,0.0,0.0
AC103974.1,0.204,0.0,0.253,0.10400000000000001,0.086,0.095
OR7E96P,0.0,0.0,0.0,0.0,0.0,0.0
AC084757.1,0.364,0.51,0.451,0.37,0.308,0.33799999999999997
EFCC1,0.182,0.17,0.075,0.031,0.0,0.19699999999999998
AC135279.2,0.28800000000000003,0.40299999999999997,0.713,0.439,1.338,0.935
LINC00944,2.505,3.0989999999999998,1.551,1.42,0.244,0.358
ZNF786,3.93,4.351,4.079,3.0789999999999997,2.5140000000000002,2.4819999999999998
PRELP,0.0,0.0,0.0,0.0,0.0,0.0
AC002116.2,0.555,2.718,1.72,1.975,2.464,2.8339999999999996
CA4,0.07400000000000001,0.0,0.0,0.038,0.031,0.10300000000000001
AC010655.3,0.794,0.555,0.24600000000000002,0.10099999999999999,0.335,0.092
AC104687.2,0.522,0.0,0.21600000000000003,0.265,0.0,0.0
LINC00882,0.092,0.0,0.342,0.187,0.34,0.149
AC016396.1,0.0,0.0,0.0,0.27699999999999997,0.23,0.0
SPAG8,0.262,0.275,0.48700000000000004,0.433,0.527,0.48700000000000004
TRIM14,30.947,30.342,10.597999999999999,12.282,3.1519999999999997,2.5540000000000003
NMD3P2,0.0,0.0,0.0,0.0,0.099,0.109
AC092427.1,0.25,0.35,0.10300000000000001,0.0,0.0,0.0
TRIM58,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA4,10.186,10.078,4.921,4.997,5.127999999999999,4.348
HNRNPA1P36,0.0,0.0,0.0,0.0,0.0,0.0
LATS1,5.6770000000000005,5.734,2.665,2.81,2.283,1.912
BCL2,0.304,0.297,0.157,0.154,0.205,0.23199999999999998
AC009097.4,0.0,0.321,0.095,0.0,0.09699999999999999,0.0
NECTIN2,45.376999999999995,43.975,38.510999999999996,43.663999999999994,31.409000000000002,32.098
GPR137,4.695,3.965,7.132000000000001,6.8870000000000005,6.569,7.172000000000001
FOXD4L6,0.0,0.0,0.0,0.0,0.0,0.0
DCLRE1A,4.092,3.978,2.8960000000000004,2.8310000000000004,3.9019999999999997,2.965
MED13,11.947000000000001,11.556,6.8229999999999995,7.688,4.113,3.9019999999999997
KDM2B,1.768,1.905,1.4169999999999998,1.544,1.395,1.306
ECEL1P2,0.105,0.0,0.0,0.0,0.0,0.0
ZNF697,3.2,2.417,2.378,2.358,1.474,1.5590000000000002
MCIDAS,1.879,2.269,1.7269999999999999,1.605,1.66,2.218
ADAMTS9,12.02,10.638,4.921,5.691,3.8569999999999998,3.7
KRT19P2,0.0,0.0,0.036000000000000004,0.0,0.075,0.040999999999999995
CATSPER2P1,0.364,0.064,0.282,0.451,0.384,0.485
SEC61G,54.96,53.412,105.365,113.133,130.155,155.506
AC107058.1,0.0,0.0,0.0,0.0,0.0,0.0
RF00091,1.175,0.0,0.0,0.0,0.0,0.0
MRPS16,39.78,41.067,53.266000000000005,47.293,57.268,56.034
AL139246.2,0.138,0.0,0.0,0.07,0.0,0.0
H2AFZP2,0.467,1.307,1.351,0.7120000000000001,1.185,0.434
FAM32CP,0.0,0.0,0.0,0.0,0.0,0.0
SNORA69,0.0,0.0,0.838,1.375,0.857,1.255
AC093853.1,0.37,0.0,0.153,0.376,0.156,0.0
RN7SL794P,0.0,0.0,0.0,0.0,0.0,0.0
AC024270.1,0.0,0.0,0.0,0.0,0.187,0.0
AC090666.1,0.0,0.0,0.0,0.0,0.0,0.0
