genes,Calu3_polyA_series1-S2-24h-A,Calu3_polyA_series1-S2-24h-B,Calu3_polyA_series1-mock-24h-A,Calu3_polyA_series1-mock-24h-B
RBMXP1,0.0,0.0,0.0,0.0
Z97634.1,0.392,0.28300000000000003,0.6859999999999999,0.639
AL355001.2,0.565,0.544,0.935,0.6829999999999999
HSP90AB3P,26.537,27.588,27.813000000000002,29.184
FAM92A1P2,0.0,0.0,0.0,0.0
ODF3L1,0.198,0.0,0.0,0.048
TM4SF19,0.0,0.0,0.0,0.0
PCDHA4,0.512,0.43,0.622,0.561
CSAG4,0.0,0.0,0.0,0.0
PDE3B,0.675,1.0170000000000001,1.6219999999999999,1.68
AL359962.1,0.0,0.0,0.0,0.0
ENOX2,5.191,5.301,5.937,5.388
MTRNR2L1,0.0,0.0,0.0,0.035
KCNN1,2.6489999999999996,2.4419999999999997,0.0,0.013999999999999999
AC078819.1,4.106,6.142,6.42,5.672999999999999
LINC01925,0.0,0.0,0.0,0.0
SLC34A1,0.0,0.07200000000000001,0.057999999999999996,0.06
VPS54,5.149,5.324,5.398,5.457999999999999
KANK4,0.0,0.0,0.0,0.0
HNRNPCP9,0.0,0.0,0.0,0.0
LARP1P1,0.0,1.11,0.897,0.0
RN7SL293P,0.0,0.0,0.0,0.0
PAMR1,0.0,0.0,0.017,0.013999999999999999
AL353586.1,0.0,0.0,0.0,0.0
CYP51A1,8.266,8.41,19.405,18.559
CAPRIN1,64.834,64.88,73.47800000000001,73.819
MTRNR2L9,0.0,0.0,0.0,0.0
AC004908.3,0.0,0.0,0.0,0.087
MIR559,0.0,0.0,0.682,0.565
RN7SKP24,0.0,0.0,0.0,0.0
OTOAP1,0.0,0.0,0.0,0.02
AP003059.2,0.0,0.322,0.13,0.0
AC107393.1,0.0,0.0,0.0,0.0
TTC4P1,0.0,0.42,0.226,0.141
AC002519.2,0.154,0.556,0.26899999999999996,0.521
YBX1P2,9.433,12.488,16.124000000000002,18.137
AL109628.2,0.0,0.10300000000000001,0.042,0.034
CXorf67,0.0,0.0,0.0,0.0
ARFGEF2,19.305,18.344,17.647000000000002,17.564
AC092470.1,0.0,0.0,0.0,0.0
ZBTB12,14.599,11.838,17.147000000000002,16.375999999999998
AC104073.1,2.972,3.219,0.0,0.359
AC073522.1,0.0,0.0,0.0,0.28800000000000003
AC109454.1,0.0,0.0,0.0,0.109
MIR6750,2.992,2.16,1.746,0.0
LINC00853,0.0,0.0,0.198,0.574
AD000813.1,0.0,0.0,0.079,0.0
SNORA38B,0.0,1.237,0.5,0.0
MGA,3.699,3.975,3.595,3.528
LCN6,0.0,0.0,0.0,0.0
PPAN-P2RY11,9.36,10.472999999999999,6.742000000000001,7.064
AC233702.5,0.0,0.0,0.0,0.0
LINC01315,0.0,0.0,0.413,0.0
C5orf51,6.7589999999999995,7.234,6.023,6.605
PYHIN1,0.0,0.047,0.0,0.0
RPL39P3,14.383,6.232,13.432,11.128
AL121809.1,0.0,0.0,0.0,0.0
GLRA2,0.061,0.0,0.0,0.0
GLRX3,10.508,10.772,11.584000000000001,12.295
PIGU,11.945,13.657,19.184,19.654
GPR15,0.0,0.0,0.0,0.0
AC110285.3,0.0,0.0,0.0,0.0
AC126120.1,0.0,0.0,0.0,0.0
RPS9P1,0.0,0.0,0.225,0.09300000000000001
AC068533.1,0.0,0.0,0.0,0.261
AL591623.2,0.0,0.0,0.0,0.0
SMAD1,2.119,2.215,2.197,2.126
RNF19A,8.359,7.917999999999999,7.396,7.194
PEX6,9.454,11.456,15.231,14.811
IGSF3,6.004,5.277,7.803999999999999,7.792999999999999
NIT1,6.801,7.772,8.318999999999999,8.465
CALM3,83.76700000000001,86.20200000000001,111.46,115.90899999999999
MIR1307,0.0,0.0,1.318,0.364
RN7SL452P,0.0,0.0,0.0,0.18600000000000003
RHEX,8.605,7.814,9.968,9.52
LINC01441,0.0,0.0,0.0,0.024
ATP6V0E1,56.408,62.93600000000001,82.61200000000001,87.779
AL121753.1,64.259,74.579,75.546,82.758
AL356019.1,0.0,0.0,0.08800000000000001,0.145
NLRP13,0.125,0.045,0.018000000000000002,0.0
MELTF,1.925,2.2969999999999997,2.995,2.986
AP000997.2,0.0,0.0,0.0,0.0
TBC1D3K,0.0,0.0,0.0,0.0
AC020558.1,0.0,0.0,0.0,0.0
CORO6,0.052000000000000005,0.15,0.076,0.08800000000000001
MTCYBP35,0.0,0.0,0.0,0.0
NRDE2,1.7930000000000001,1.77,1.656,1.4
LGSN,0.039,0.055999999999999994,0.011000000000000001,0.0
ESPNP,0.0,0.0,0.052000000000000005,0.051
ALDH1A2,17.559,17.105,26.628,25.753
VIRMA,6.06,6.872000000000001,6.648,6.0920000000000005
CEBPZOS,4.965,6.757000000000001,10.686,10.18
AC145207.8,0.0,0.0,0.0,0.096
KCNH5,0.055,0.013000000000000001,0.0,0.004
PMPCA,5.404,5.194,6.9910000000000005,6.766
AL139274.2,0.109,0.11800000000000001,0.032,0.053
RGS19,11.507,11.944,9.847999999999999,11.422
AC068205.4,0.14,0.0,0.081,0.067
AC139530.1,0.0,0.0,0.0,0.05
CSTA,0.0,0.0,0.0,0.0
VPS37B,26.803,26.055,25.302,25.675
MIR887,0.0,0.0,0.0,0.0
SCHLAP1,0.0,0.0,0.0,0.0
RF02205,0.0,0.0,0.0,0.0
AP000569.1,0.0,0.0,0.0,0.092
RPL29P14,0.0,1.514,0.153,0.127
DHX40P1,0.079,0.0,0.085,0.057999999999999996
PTPN9,7.954,7.893,7.76,8.454
AC020978.1,0.524,1.136,0.153,0.127
AC105339.1,0.0,0.0,0.0,0.0
AC009487.1,0.0,0.0,0.0,0.0
WDR1,25.886,27.469,32.626999999999995,33.858000000000004
NDUFB4P3,0.0,0.0,0.0,0.0
MIR922,6.925,8.001,4.446000000000001,4.018
AC022145.2,0.0,0.0,0.0,0.0
ZIC1,0.033,0.047,0.028999999999999998,0.024
SNORA80D,0.0,0.0,0.485,0.0
DIP2A-IT1,0.0,0.0,0.0,0.063
AL358334.3,0.0,0.0,0.0,0.0
ARPC4,30.441,30.334,31.999000000000002,32.284
DCAF1,10.647,11.497,10.708,10.321
RPL21P44,0.0,0.34299999999999997,0.139,0.0
LINC00886,1.585,1.8230000000000002,1.473,1.2770000000000001
MIR1206,0.0,0.0,0.0,0.919
MIR99B,0.0,0.0,0.935,2.325
GLUD1P2,0.0,0.0,0.098,0.081
AP001831.1,0.0,0.0,0.0,0.0
SMN1,0.29,1.099,0.888,0.631
CCDC63,0.0,0.0,0.0,0.0
TESK1,6.917000000000001,7.056,5.919,5.683
AC108142.1,0.0,0.0,0.0,0.0
AL442647.1,0.0,0.0,0.0,0.0
FEZ1,0.12,0.191,0.049,0.07
MDP1,2.562,2.002,2.764,2.909
CHST15,4.115,4.284,4.453,4.56
SHARPIN,24.268,24.276999999999997,28.680999999999997,28.655
HAP1,0.613,0.703,0.084,0.105
RNU6-120P,0.0,0.0,0.0,0.0
SLX1A,0.046,0.132,0.066,0.14300000000000002
AL031055.1,0.35600000000000004,0.0,0.0,0.258
AC104306.1,0.0,0.43700000000000006,0.0,0.0
AL139421.1,2.655,0.0,0.387,0.0
PEBP1P2,1.206,0.871,0.9390000000000001,0.778
AC109635.5,0.0,0.0,0.0,0.0
AP001922.5,0.0,0.0,0.10099999999999999,0.0
MIR1279,0.0,2.613,0.0,0.0
RN7SL297P,0.0,0.5529999999999999,0.0,0.0
AL365440.2,0.0,0.0,0.0,0.0
PTGR2,0.667,0.7929999999999999,1.249,1.2890000000000001
PZP,0.0,0.0,0.0,0.0
AC012409.3,0.0,0.0,0.0,0.111
AC104574.2,0.0,0.0,0.0,0.0
POLK,7.22,7.331,5.063,5.13
IRX2,0.0,0.0,0.0,0.0
MIMT1,0.0,0.0,0.0,0.0
ACSM5,0.0,0.0,0.0,0.0
AL162413.1,0.0,0.0,1.1909999999999998,0.0
AC110792.2,0.0,0.0,0.0,0.0
LMCD1-AS1,0.035,0.0,0.091,0.084
MLLT1,17.046,17.000999999999998,19.032,19.684
Z85996.2,0.136,0.099,0.04,0.0
PPIAP85,0.0,0.0,0.0,0.0
TMEM14A,29.75,28.041999999999998,44.868,46.946000000000005
RN7SKP292,0.0,0.0,0.0,0.0
AC009238.3,0.0,0.0,0.0,0.0
AP001187.1,0.546,0.0,0.0,0.132
AC002116.1,8.042,6.739,9.416,8.425
AC079336.6,0.0,0.0,0.214,0.0
ATE1-AS1,0.0,0.138,0.0,0.046
COX10-AS1,0.626,0.6779999999999999,0.8109999999999999,0.6890000000000001
GTF2IP8,0.0,0.0,0.11199999999999999,0.0
AC109446.3,0.0,0.0,0.0,0.0
AC092813.2,0.0,0.0,0.0,0.0
TAS2R46,0.24100000000000002,0.0,0.0,0.057999999999999996
DDX39BP2,0.0,0.0,0.0,0.21
COPS2,20.761999999999997,18.12,16.049,15.825
TSC22D4,7.096,7.1339999999999995,5.766,6.388999999999999
ZNF639,9.443999999999999,9.408999999999999,8.142999999999999,8.783
AC073508.2,36.945,37.644,42.86,42.626000000000005
RPE65,0.0,0.0,0.0,0.0
MRRFP1,0.268,0.09699999999999999,0.078,0.065
AP000915.1,0.0,0.0,0.0,0.0
WDR24,9.894,8.92,5.04,5.022
AL049836.1,0.833,0.0,0.364,0.302
AC011611.1,0.0,0.0,0.0,0.0
SLC12A6,1.16,0.9990000000000001,1.341,1.187
RF00019,0.0,0.0,0.0,0.0
AC008609.1,0.0,0.055999999999999994,0.0,0.019
AC012645.1,0.0,0.0,0.317,0.32899999999999996
MCF2L-AS1,0.0,0.0,0.828,0.305
PRRG3,0.035,0.025,0.0,0.067
AP000275.1,0.0,0.0,0.0,0.0
AC011410.1,0.0,0.0,0.0,0.0
AC069542.2,0.0,0.0,0.0,0.0
AC021549.1,0.0,0.0,0.151,0.125
HAUS8,2.92,2.372,2.556,2.588
IDH2,27.828000000000003,27.119,53.519,52.128
AC243829.5,0.0,0.0,0.0,0.0
DNASE1L1,7.439,7.685,9.762,9.532
PPIAP21,2.239,3.557,1.96,1.732
CENPBD1,8.432,8.366,6.505,6.169
LINC01011,0.08,0.34600000000000003,0.408,0.289
AC079035.1,0.0,0.0,0.0,0.0
GAMT,1.681,1.7530000000000001,3.57,3.793
NOP10,56.702,64.926,74.344,79.709
PHF7,0.133,0.048,0.603,0.452
AHCYP5,0.0,0.0,0.0,0.0
FAM206A,4.4430000000000005,4.2989999999999995,4.071000000000001,4.082
SOWAHA,0.349,0.303,0.449,0.574
AC018607.1,0.0,0.0,0.09699999999999999,0.0
ZDHHC8P1,0.13699999999999998,0.0,0.12,0.066
GPR52,0.20600000000000002,0.0,0.06,0.0
RF00568,0.0,0.0,0.0,0.0
AC009312.1,0.0,0.547,0.0,0.092
AC092279.1,1.178,1.5530000000000002,1.449,1.4240000000000002
SLC4A1APP1,0.0,1.3459999999999999,1.74,0.631
NPIPB1P,0.0,0.0,0.0,0.0
ZNF204P,5.803999999999999,2.839,4.152,3.915
AC046130.1,0.0,0.07400000000000001,0.0,0.0
RNU6-986P,0.0,0.0,0.0,0.0
AL450992.1,0.24600000000000002,0.099,0.032,0.0
HSD17B7,1.6909999999999998,1.729,3.563,3.134
LETM1,7.624,7.707999999999999,7.541,7.642
AL590552.1,0.0,0.0,0.0,0.0
SNORA11,0.0,1.266,0.0,0.848
AC104237.3,0.0,0.0,0.0,0.0
KRT82,0.0,0.0,0.0,0.0
GARS-DT,0.604,0.718,1.127,1.047
RF00019,4.4430000000000005,0.0,4.538,4.834
ADAMDEC1,0.0,0.0,0.0,0.0
C1RL,6.287000000000001,5.906000000000001,8.41,7.224
AC073072.2,0.0,0.0,0.0,0.312
TRAF4,34.738,32.312,20.046,20.320999999999998
AL158198.1,0.0,0.0,0.0,0.0
AC139530.3,34.147,30.263,37.288000000000004,40.884
RAB41,0.0,0.121,0.0,0.0
AL133268.3,0.0,0.0,0.0,0.0
RNU6-531P,2.157,0.0,0.0,0.0
WRAP73,2.204,2.037,2.05,1.8969999999999998
TAAR3P,7.492999999999999,6.462999999999999,0.061,0.201
AP001029.1,0.0,0.9640000000000001,0.78,2.26
AP000695.2,0.381,0.825,1.084,0.8059999999999999
SLC9B1P4,0.0,0.0,0.0,0.0
LINC01481,0.0,0.0,0.0,0.172
TRBV6-5,0.0,0.0,0.0,0.0
TENM3-AS1,0.121,0.263,0.201,0.235
ZNF510,2.274,2.2159999999999997,1.7309999999999999,1.768
OR52I2,0.0,0.024,0.0,0.0
AP002495.1,0.0,0.044000000000000004,0.062,0.059000000000000004
FDFT1,27.976999999999997,28.588,69.184,65.7
DAZL,0.0,0.0,0.0,0.0
GATA2,3.2710000000000004,3.488,2.394,2.299
LINC00525,0.0,0.136,0.331,0.183
SERPING1,25.47,24.778000000000002,17.12,16.743
AC090643.1,0.0,0.0,0.0,0.0
PXMP2,8.29,8.779,12.741,13.686
CDYL,6.148,4.9719999999999995,5.3389999999999995,5.6370000000000005
RPS29P21,0.0,0.0,0.0,0.0
AC023385.1,0.0,0.0,0.0,0.0
SNRPCP2,1.889,1.023,1.7919999999999998,1.827
AC005181.1,0.0,0.0,0.0,0.0
OMD,0.45799999999999996,0.066,0.0,0.0
AK5,0.0,0.0,0.009000000000000001,0.0
LRRC2,0.0,0.0,0.0,0.0
HSPB1P2,0.0,0.0,0.0,0.0
AC010809.2,0.233,0.336,0.136,0.0
AC022469.1,0.342,0.0,0.0,0.0
AL158801.4,0.0,0.0,0.0,0.11800000000000001
RNU1-124P,0.0,0.0,0.0,0.374
ARHGEF1,9.275,10.244000000000002,12.359000000000002,12.237
AC105118.1,0.0,0.298,0.0,0.0
AC010894.2,0.284,0.205,0.9109999999999999,0.96
AC006511.4,0.0,0.0,0.0,0.0
AC008267.6,0.0,0.20199999999999999,0.452,0.614
CFAP298,3.052,3.404,4.987,4.523
ASNSP4,0.0,0.0,0.0,0.0
AP006248.5,0.0,0.0,0.0,0.0
DNAJC2,10.505999999999998,9.423,7.636,7.313
AC078850.2,0.0,0.0,0.0,0.0
SOX4,75.994,63.983999999999995,45.842,41.215
RNA5SP115,0.0,0.0,0.0,0.0
AL139161.2,0.0,0.21899999999999997,0.0,0.0
FAM89B,12.311,10.112,17.156,17.19
AL357673.1,0.369,0.307,0.53,0.371
LINC01440,0.0,0.0,0.0,0.0
AJ003147.3,0.408,0.221,0.0,0.0
LECT2,0.0,0.0,0.0,0.0
AL353662.1,0.6859999999999999,0.495,0.2,0.0
AL929601.4,0.0,0.0,0.0,0.0
RPS27AP9,0.0,0.0,0.0,0.0
AC010273.1,0.0,0.171,0.069,0.057
GUSBP1,1.135,0.8690000000000001,0.632,0.682
LINC02313,0.0,0.0,0.595,0.19699999999999998
MIR6739,0.0,1.08,0.43700000000000006,1.085
OR11H2,0.0,0.0,0.0,0.0
FXYD6,0.833,0.764,0.433,0.261
TJP2,5.426,5.787999999999999,6.2410000000000005,6.265
SNORD88B,2.4659999999999997,8.902000000000001,5.397,5.365
AC068587.6,0.0,0.0,0.0,0.0
AC021491.4,0.087,0.0,0.127,0.127
RN7SL837P,0.0,0.0,0.0,0.0
LINC00996,0.0,0.149,0.0,0.0
ASS1P12,0.0,0.0,0.0,0.0
SCARNA18,0.0,0.0,0.0,0.405
CEP68,2.082,1.8230000000000002,2.506,2.435
TMCO5A,0.0,0.03,0.0,0.02
AP006259.1,0.0,0.0,0.0,0.09699999999999999
TSPAN8,27.178,29.805999999999997,86.67399999999999,83.19
C9orf129,0.0,0.0,0.0,0.0
AC074351.1,0.0,0.0,0.0,0.113
BYSL,38.574,36.302,27.381999999999998,28.203000000000003
PATZ1,8.037,8.259,7.566,7.837999999999999
GJA3,1.7209999999999999,1.492,2.336,2.403
AC012668.2,0.0,0.0,0.0,0.0
AC011416.2,0.0,0.0,0.0,0.0
AC017104.2,0.0,0.0,0.0,0.0
LCOR,3.906,3.8289999999999997,3.055,2.7539999999999996
PANTR1,0.0,0.0,0.0,0.0
CFTRP2,0.0,0.8140000000000001,0.0,0.0
TRAM1,60.942,62.518,114.221,103.59899999999999
AC010998.1,0.0,0.0,0.0,0.0
EEF1A1P15,0.0,0.0,0.047,0.11599999999999999
AC004854.1,0.0,0.46399999999999997,0.0,0.0
B3GNT5,18.750999999999998,17.927,7.906000000000001,8.146
AC083923.1,0.0,0.0,0.0,0.0
ITPK1-AS1,0.095,0.0,0.0,0.0
MIR3678,0.0,0.0,0.0,0.0
AL022069.1,0.0,0.099,0.2,0.099
HPX,0.062,0.134,0.036000000000000004,0.06
AC005943.1,22.729,20.697,27.087,28.776
AL513534.1,13.879000000000001,5.011,6.75,6.711
RNU6-1004P,0.0,0.0,0.0,0.0
AC012339.2,0.0,0.0,0.289,0.0
GSN,9.897,9.544,19.059,18.124000000000002
AC091588.1,0.0,0.0,0.0,0.0
XRCC6P5,0.0,0.18100000000000002,0.073,0.03
AL050331.2,0.0,0.0,0.0,0.0
AL133329.1,0.0,0.0,0.0,0.0
UBQLN4,11.437999999999999,11.388,15.78,16.16
AL354977.2,0.308,0.445,0.18,0.0
DUSP13,0.0,0.0,0.027999999999999997,0.092
KLF3-AS1,0.18600000000000003,0.10099999999999999,0.244,0.292
NOTCH2,6.721,6.487,10.106,9.807
SMAD4,5.454,5.037,4.473,4.468999999999999
LINC00551,0.0,0.0,0.0,0.065
TDRD7,25.749000000000002,25.736,6.73,6.381
ZKSCAN7,0.34700000000000003,0.424,0.265,0.322
DDX51,6.4670000000000005,6.354,5.218999999999999,4.956
ANKRD55,0.0,0.0,0.0,0.0
AC018645.1,0.0,0.0,0.0,0.0
PDHX,20.706999999999997,18.4,16.979,18.886
OTUD6B,7.222,6.681,6.38,6.125
AC087477.1,0.0,0.0,0.0,0.0
TAF1,3.843,3.5810000000000004,4.968,5.245
PMAIP1,201.588,159.847,11.367,12.282
CELSR2,0.595,0.581,0.903,0.9179999999999999
CCNYL1,5.315,4.819,4.918,4.933
ZNF311,0.565,0.306,0.33,0.222
DHRS9,0.18,0.21600000000000003,0.035,0.043
DCX,0.0,0.016,0.006,0.0
ART5,0.0,0.0,0.039,0.096
ACOT1,0.532,2.114,0.816,0.997
AC034228.4,0.0,0.025,0.01,0.033
AC020910.6,0.0,0.0,0.0,0.0
PTGFR,0.23399999999999999,0.141,0.193,0.132
RF00019,0.0,0.0,0.0,0.0
VEZF1P1,0.0,0.105,0.0,0.106
AL031005.1,0.0,0.0,0.0,0.0
AC245096.1,0.41100000000000003,0.445,0.3,0.149
AL096794.1,0.0,0.096,0.026000000000000002,0.032
AC083843.2,0.0,0.0,0.231,0.128
ZSWIM9,5.0680000000000005,5.382000000000001,6.943,7.352
ALDH1L1,0.098,0.083,0.253,0.32799999999999996
OR10H4,0.0,0.0,0.0,0.0
AL353763.2,0.7659999999999999,0.426,0.20600000000000002,0.713
Z99758.1,0.0,0.0,0.0,0.0
VPS9D1,2.553,1.6980000000000002,4.117,3.2969999999999997
FAIM,7.439,6.525,8.812000000000001,9.113
AC084756.1,0.0,0.0,0.0,0.0
AL049610.1,0.0,0.436,0.17600000000000002,0.146
MTDHP1,0.0,0.0,0.0,0.0
LSM14A,28.307,29.244,32.821999999999996,31.9
DDX28,13.965,13.296,8.785,10.28
VN1R1,0.715,0.44799999999999995,0.445,0.33399999999999996
OSTN,0.0,0.0,0.0,0.017
AC091180.3,0.0,0.168,0.408,0.451
FAM104A,14.547,16.551,15.842,15.800999999999998
PDCD11,10.324000000000002,10.707,11.112,10.974
AC243585.2,0.0,0.0,0.0,0.0
GAGE12C,0.0,0.0,0.0,0.0
AC008736.2,1.58,1.141,0.5760000000000001,0.382
AC068647.1,0.0,0.0,0.0,0.0
PHBP9,0.0,0.0,0.079,0.0
AC003982.1,0.0,0.0,0.0,0.0
LINC02041,0.912,4.61,3.46,3.3080000000000003
AC023389.2,0.0,0.17,0.20600000000000002,0.057
AC092435.1,0.0,0.0,0.0,0.0
AC093850.1,0.0,0.0,0.0,0.0
MUC12,0.0,0.076,0.023,0.025
AC108673.2,0.397,0.86,0.695,0.48
BATF3,0.6990000000000001,0.315,0.204,0.084
AC125437.3,0.0,0.0,0.0,0.0
MIR6843,0.743,0.0,2.168,0.7190000000000001
MTND6P5,0.43799999999999994,0.0,0.0,0.106
ZBED3-AS1,0.115,0.121,0.159,0.151
LINC02462,0.0,0.0,0.0,0.0
AC009237.9,0.0,0.0,0.18899999999999997,0.0
ZNF224,5.559,5.268,4.083,3.4330000000000003
AC010733.1,0.0,0.40399999999999997,0.163,0.135
OR7E53P,0.0,0.0,0.0,0.0
AC092653.1,0.0,0.305,0.0,0.102
AL161621.1,0.0,0.0,0.0,0.0
AC007655.2,0.233,0.16899999999999998,0.068,0.085
LINC02598,0.0,0.28800000000000003,0.233,0.0
ACE2,4.086,4.106,7.655,6.763999999999999
RF00019,0.0,0.0,0.7040000000000001,0.0
BTBD11,0.0,0.0,0.008,0.006999999999999999
RPL21P3,0.469,0.0,0.0,0.0
ECI1,14.145999999999999,15.879000000000001,16.983,17.423
LINC00603,0.0,0.0,0.0,0.0
SDCBP2,4.438,4.665,2.142,1.923
RNA5SP61,0.0,0.0,0.0,0.0
TMEM212-AS1,0.0,0.0,0.0,0.0
MRPS17P9,0.0,0.0,0.0,0.0
AC135586.1,0.0,0.0,0.0,0.0
XPC,4.91,5.403,6.36,6.185
OR5W2,0.0,0.0,0.0,0.0
DEAF1,8.265,8.116,8.177999999999999,8.615
ZGRF1,1.2819999999999998,1.3880000000000001,1.129,1.287
RNY3P8,0.0,0.0,0.0,0.0
HNRNPH1P2,0.0,0.0,0.0,0.0
AC104794.2,0.0,0.10300000000000001,0.33299999999999996,0.242
CARD18,0.0,0.073,0.0,0.0
AC016831.3,0.0,0.0,0.0,0.0
SCT,0.0,0.0,0.249,0.20600000000000002
AC078962.3,0.0,0.0,0.0,0.0
RPS12P23,0.0,0.0,0.0,0.136
TUBB8P9,0.0,0.0,0.0,0.0
AC026904.2,0.0,0.0,0.040999999999999995,0.0
VDAC3,36.538000000000004,36.01,51.81100000000001,56.244
AC099670.1,0.0,0.0,0.0,0.0
TEX55,0.0,0.0,0.0,0.027999999999999997
RF00019,0.0,0.0,0.0,0.0
C1orf232,0.0,0.0,0.0,0.0
CHMP1B,22.923000000000002,21.326999999999998,20.796999999999997,21.546999999999997
TMEM19,3.216,3.097,7.261,6.961
AP000695.3,0.0,0.086,0.156,0.115
CAMK1D,0.026000000000000002,0.07400000000000001,0.06,0.09300000000000001
LINC01312,0.0,0.11900000000000001,0.0,0.0
AL031663.1,0.0,0.0,0.0,0.0
AL359853.1,0.0,0.27,0.0,0.0
COL10A1,0.0,0.0,0.0,0.0
AL050404.1,0.0,0.0,0.0,0.0
WDR82P1,0.478,0.518,0.418,1.155
AL645939.1,0.45299999999999996,0.0,0.0,0.0
CCND2-AS1,0.0,0.046,0.018000000000000002,0.0
AC245452.2,0.0,0.0,0.16699999999999998,0.27699999999999997
AOAH-IT1,0.0,0.0,0.0,0.0
CBX1P4,0.0,0.0,0.0,0.0
RPL7L1,21.406,21.205,22.103,21.24
MRPS36P1,1.462,0.0,0.213,0.884
ITGA5,2.249,1.975,1.1440000000000001,1.146
ADH4,0.0,0.0,0.0,0.0
AP001610.2,0.0,0.0,0.0,0.0
AL138960.1,0.0,0.0,0.0,0.0
AC012254.4,0.0,0.0,0.0,0.0
AC105094.2,0.0,0.0,0.0,0.0
CLPSL1,0.0,0.0,0.0,0.0
C18orf63,0.0,0.0,0.013000000000000001,0.0
RPL5P26,0.0,0.0,0.0,0.0
AC104581.1,0.0,0.0,0.0,0.0
MFSD1P1,0.0,0.0,0.049,0.08199999999999999
LRRC75A,1.4569999999999999,1.798,1.347,1.0859999999999999
HLA-DQA2,1.472,1.01,0.644,0.32
RPL18P10,0.0,0.0,0.122,0.10099999999999999
SRF,19.622,18.879,21.031999999999996,21.041
RPL7P50,0.0,0.0,0.0,0.0
RPS10P2,0.0,0.0,0.0,0.11
SSX9P,0.0,0.0,0.0,0.0
NAA35,7.58,7.3420000000000005,8.488,9.387
AL157904.1,0.0,0.0,0.0,0.142
AC025887.1,0.0,0.0,0.248,0.0
KLRB1,0.0,0.11199999999999999,0.0,0.0
SPZ1,0.0,0.0,0.0,0.0
AC034187.1,0.4,0.289,0.0,0.0
AL021154.1,0.0,0.355,0.14400000000000002,0.11900000000000001
PCDH17,0.0,0.0,0.0,0.0
RNU6-1206P,0.0,0.0,0.0,0.0
AL929325.1,0.0,0.0,0.0,0.0
H2AFZP4,0.0,0.0,0.0,0.0
AC020659.2,0.0,0.0,0.0,0.0
RPL17P44,0.0,0.0,0.0,0.0
AC008026.3,0.131,0.0,0.0,0.032
AC141002.1,0.0,0.0,0.235,0.0
CALHM6,0.662,0.273,0.083,0.023
MEG9,0.978,0.706,0.02,0.051
AC013356.3,0.0,0.0,0.0,0.0
CFHR1,0.051,0.0,0.03,0.0
CLEC4C,0.0,0.0,0.0,0.0
EEF1A1P9,0.649,0.23399999999999999,0.568,1.255
SORCS2,0.0,0.026000000000000002,0.0,0.009000000000000001
SLC16A7,1.375,1.7380000000000002,3.3930000000000002,3.31
AC097493.4,0.0,0.0,0.299,0.743
ACVR2A,2.61,2.5380000000000003,2.265,2.028
ZNF32,5.5329999999999995,5.5489999999999995,8.835,9.289
FAM110C,6.0920000000000005,6.975,9.177999999999999,8.745
KTI12,8.967,7.672999999999999,5.5329999999999995,5.76
TSSC4,20.337,17.244,14.307,16.648
SCO2,26.983,25.107,10.649000000000001,11.96
AC006153.1,1.712,0.655,1.368,1.51
RCSD1,0.0,0.0,0.008,0.006999999999999999
ANAPC15,3.502,3.035,8.062999999999999,7.244
MIR153-1,0.0,0.0,0.0,0.0
HSPE1P7,0.0,0.505,0.408,0.0
VAPA,11.559000000000001,12.165,13.642000000000001,13.275
AC131392.1,0.0,0.0,0.0,0.086
ACTR5,8.413,6.52,9.037,8.317
AC012087.2,0.0,0.0,0.0,0.0
C10orf82,0.0,0.0,0.0,0.0
THUMPD3P1,0.0,0.0,0.0,0.037000000000000005
RNA5SP128,0.0,0.0,0.0,0.0
SSSCA1,26.371,24.529,25.566,27.124000000000002
AC008063.2,0.0,0.0,0.0,0.0
METRN,3.6489999999999996,4.172,6.976,7.412000000000001
SDAD1P4,0.0,0.0,0.0,0.0
AC113347.4,0.0,0.0,0.0,0.0
LCMT1-AS2,0.0,0.0,0.0,0.0
SLC25A10,17.678,16.907,25.195,27.362
AC079154.1,0.0,0.0,0.0,0.0
SERBP1P5,5.51,7.1339999999999995,6.487,7.855
FBLN7,0.034,0.0,0.04,0.033
AC027801.4,0.0,0.195,0.23600000000000002,0.652
DEC1,0.0,0.024,0.01,0.008
RF00017,0.804,0.0,0.0,0.0
AC018552.3,0.0,0.0,0.0,0.0
SPATA17,0.0,0.099,0.201,0.1
AC061975.6,0.0,0.0,0.0,0.0
HNRNPRP2,0.0,0.0,0.0,0.0
ATP6V1E1P1,1.9769999999999999,1.665,2.211,3.266
AFG1L,0.637,0.6709999999999999,0.6970000000000001,0.61
AC016727.1,1.0290000000000001,1.321,0.36700000000000005,0.415
DNAJC27,1.117,0.893,0.9309999999999999,1.003
TMEM147,31.205,31.698,43.019,47.83
RHOC,24.426,26.285999999999998,35.333,38.101
MYO18A,5.256,6.03,8.29,7.975
RNU6-29P,0.0,0.0,0.0,0.0
AC026414.1,0.0,0.0,0.094,0.0
RPL29P24,0.0,0.0,0.289,0.359
AC020663.3,0.0,0.371,0.06,0.149
RNF207,3.198,2.948,3.6039999999999996,3.011
AHRR,0.672,0.395,0.094,0.048
AC087752.4,0.0,0.0,0.142,0.0
MIR3936,4.08,2.946,7.7379999999999995,5.425
MIR4784,0.0,1.052,0.85,2.4659999999999997
AL512310.11,0.0,0.0,0.0,0.0
LINC02392,0.0,0.0,0.0,0.0
