genes,H1299_polyA_S2-4h-A,H1299_polyA_S2-4h-B,H1299_polyA_mock-4h-A,H1299_polyA_mock-4h-B
LINC01578,6.1370000000000005,5.8839999999999995,6.319,6.212000000000001
RNA5SP248,0.0,0.0,0.0,0.0
AL365203.1,0.0,0.0,0.0,0.0
AC084824.5,1.181,0.899,1.0170000000000001,1.594
LINC02470,0.0,0.0,0.0,0.0
AC092324.1,0.301,0.0,0.0,0.406
KYAT3,11.508,10.649000000000001,11.378,12.186
EPHX4,3.86,4.025,4.044,4.038
RNU4-86P,0.0,0.0,0.0,0.0
AC140481.3,0.0,0.0,0.06,0.037000000000000005
CTSG,0.0,0.0,0.0,0.0
CPLX2,0.22899999999999998,0.381,0.259,0.19699999999999998
AL031719.2,0.256,0.546,0.515,0.415
LINC01705,0.0,0.0,0.0,0.0
AC023968.2,0.0,0.0,0.0,0.0
BNIP3P9,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
ACP5,0.017,0.0,0.0,0.0
CBR3-AS1,0.121,0.132,0.11599999999999999,0.125
NSUN2,28.469,28.557,27.368000000000002,27.058000000000003
SUPT3H,2.721,2.6839999999999997,2.8939999999999997,2.735
RNA5SP146,0.0,0.0,0.0,0.0
AL109935.1,0.0,0.0,0.0,0.0
MTCO3P43,0.0,0.0,0.0,0.0
AC024270.3,0.616,0.562,1.237,0.997
AC131025.1,0.0,0.0,0.23800000000000002,0.0
CST8,0.0,0.0,0.0,0.0
HDGFL2,41.331,41.553000000000004,42.13,41.702
AL121932.1,0.0,0.0,0.0,0.308
TEKT1,0.0,0.0,0.0,0.0
TMEM250,26.04,27.534000000000002,27.211,26.735
NHSL2,0.076,0.069,0.077,0.086
RNA5SP155,0.0,0.0,0.5429999999999999,0.255
MAPRE2,5.921,6.295,6.365,6.019
INTS1,37.036,35.615,39.093,36.692
RNU6-313P,0.436,0.0,0.0,0.588
ARAF,7.8389999999999995,8.064,8.672,8.362
NME2P1,15.084000000000001,16.317999999999998,13.524000000000001,16.697
BOLA3-AS1,7.555,6.8,7.251,6.605
SNORD56,0.344,0.523,0.0,0.927
HMGB1P10,0.26,0.9229999999999999,0.124,0.23399999999999999
RPL17P34,0.0,0.0,0.0,0.237
C1orf54,0.461,0.409,0.386,0.415
AC016590.2,1.171,1.386,1.12,0.17600000000000002
RPS4XP13,0.618,0.565,0.266,0.25
MIR583HG,0.0,0.105,0.099,0.094
AL359715.2,0.092,0.21,0.396,0.31
GBP7,0.0,0.0,0.0,0.0
MIR646HG,0.247,0.26,0.272,0.295
AC007223.1,0.0,0.0,0.0,0.0
DDX58,3.375,3.7119999999999997,3.153,3.263
AC008878.1,3.963,3.923,5.132999999999999,3.946
AL080251.1,3.7739999999999996,3.8569999999999998,3.8689999999999998,3.764
SNORD116-13,0.0,0.0,0.0,0.0
TTC14,3.39,3.533,3.065,3.242
WFDC13,0.0,0.0,0.0,0.0
WNT7B,0.038,0.057999999999999996,0.040999999999999995,0.065
WWC3-AS1,0.0,0.0,0.0,0.0
AC011447.7,1.074,0.981,1.2329999999999999,1.4909999999999999
MISP,0.491,0.772,0.6579999999999999,0.685
GAREM2,2.266,2.049,1.861,2.016
MIR4662A,0.0,0.0,0.0,0.0
UQCRH,137.22899999999998,136.131,128.208,129.702
SSXP9,0.0,0.0,0.0,0.0
SYVN1,5.925,5.3420000000000005,5.692,5.5520000000000005
CTAG2,0.0,0.0,0.0,0.0
AC025271.2,0.0,0.0,0.0,0.0
MAST1,0.612,0.557,0.45,0.736
MIRLET7BHG,0.725,0.674,0.865,0.626
AC092612.1,0.049,0.0,0.0,0.066
MAMDC4,2.226,2.4,3.9330000000000003,3.076
U47924.2,2.046,1.421,2.488,2.16
AC066615.1,0.0,0.0,0.0,0.0
MIRLET7G,0.0,0.0,0.0,0.0
MIR1185-2,0.0,0.0,0.0,0.0
AC211476.5,0.114,0.043,0.231,0.153
PARVG,0.0,0.0,0.0,0.0
AC040169.2,0.048,0.0,0.0,0.0
OR10H5,0.0,0.0,0.0,0.0
AC004797.1,0.0,0.0,0.0,0.0
RPS3AP12,0.0,0.0,0.0,0.0
HMGN2P46,0.016,0.048,0.023,0.106
AC091932.1,0.0,0.0,0.0,0.0
AL033380.1,0.0,0.0,0.0,0.0
MTND5P23,0.0,0.0,0.0,0.0
AL080276.1,0.0,0.0,0.0,0.0
RPS4XP16,0.294,0.18600000000000003,0.386,0.198
SYDE2,2.727,2.701,2.612,2.8569999999999998
HERC2P3,1.057,1.104,1.123,1.0490000000000002
STKLD1,0.08900000000000001,0.20199999999999999,0.048,0.179
AC092813.1,0.0,0.0,0.0,0.0
AL354685.1,0.0,0.0,0.0,0.0
CBS,0.812,0.569,0.794,0.825
AC117383.2,0.0,0.0,0.0,0.0
RN7SL652P,0.0,0.247,0.0,0.0
OR5AN1,0.0,0.0,0.0,0.0
RPL39P5,23.959,25.463,20.342,22.506
AC004801.2,2.505,1.62,2.246,1.944
Z82217.1,0.0,0.0,0.0,0.0
TPT1P9,8.827,8.088,7.761,7.044
ROCK2,12.161,12.23,11.460999999999999,11.517000000000001
AC124254.1,0.087,0.0,0.0,0.0
NACA3P,7.454,8.363,6.263999999999999,9.448
AP002754.2,0.0,0.0,0.0,0.0
CCDC74A,15.824000000000002,17.009,16.785999999999998,15.832
STPG1,0.986,0.9159999999999999,0.905,0.8740000000000001
AL445686.2,0.0,0.0,0.048,0.0
AC005225.3,0.094,0.0,0.0,0.127
DHTKD1,3.695,3.7569999999999997,3.2119999999999997,4.252
LINC01523,0.0,0.0,0.0,0.0
ZNF417,1.429,1.337,1.101,1.82
ZFAND4,1.37,1.298,1.516,1.669
AC024937.2,0.0,0.0,0.0,0.0
ATP5F1B,589.899,586.344,581.8330000000001,598.438
MARK2P6,0.0,0.0,0.0,0.0
AC079907.1,0.0,0.0,0.0,0.0
AC106872.5,0.0,0.0,0.0,0.0
EDNRA,0.196,0.14,0.11599999999999999,0.14
STS,1.743,1.526,1.7169999999999999,1.817
BRCC3P1,1.4880000000000002,1.483,1.766,1.177
AC025280.3,0.0,0.0,0.0,0.0
PAGE4,0.0,0.0,0.0,0.0
C1orf216,18.209,18.456,18.077,18.072
AP003385.1,0.0,0.0,0.0,0.0
C14orf93,1.415,1.57,1.274,1.554
UVSSA,5.725,5.761,6.0520000000000005,6.039
TINAGL1,0.0,0.013999999999999999,0.0,0.0
AC104027.1,0.0,0.247,0.233,0.0
FCGBP,2.575,2.314,2.792,2.8289999999999997
SSX1,0.0,0.0,0.0,0.0
YEATS2-AS1,0.08900000000000001,0.023,0.021,0.081
KCNQ4,0.48700000000000004,0.47200000000000003,0.508,0.32899999999999996
CR1,0.0,0.0,0.0,0.0
RNU6-481P,0.0,0.0,0.0,0.615
CKS1BP1,0.0,0.0,0.0,0.0
RABGEF1,10.253,10.554,9.918,10.073
AP001486.2,0.262,0.16699999999999998,0.253,0.23199999999999998
MIRLET7E,0.0,0.0,0.0,0.0
NAA15,15.423,14.987,15.683,15.940999999999999
RCE1,6.019,6.047999999999999,6.1579999999999995,5.407
TRAF1,28.404,29.705,23.439,24.621
AL353743.2,0.0,0.076,0.0,0.0
SLC7A9,0.0,0.028999999999999998,0.0,0.025
LRIT2,0.0,0.0,0.0,0.0
RPS12P17,0.129,0.0,0.0,0.0
AL162233.1,0.0,0.0,0.0,0.0
AC008015.1,0.105,0.0,0.0,0.0
SNX32,0.10300000000000001,0.138,0.14800000000000002,0.087
NR1D2,6.055,5.587000000000001,5.751,5.966
AC105760.1,0.0,0.0,0.0,0.0
CBLN2,1.7080000000000002,1.679,1.787,1.7409999999999999
LINC00343,0.0,0.0,0.0,0.0
GTF2F1,77.548,78.601,73.858,69.324
MIR550A3,0.0,0.0,0.0,0.0
MIR3128,0.0,0.0,0.0,0.0
CEP164P1,0.022000000000000002,0.0,0.0,0.015
LPCAT3,11.435,11.089,11.797,10.998
RNU4-85P,0.0,0.0,0.0,0.0
POU5F1,0.0,0.0,0.0,0.0
AC005301.1,0.0,0.0,0.0,0.0
AC067968.1,1.105,0.91,0.889,0.9179999999999999
RGS5,0.773,0.7340000000000001,1.03,0.914
AC097522.1,0.0,0.0,0.0,0.0
AL023802.1,0.0,0.0,0.0,0.0
KPNA3,21.065,22.296,20.987,22.594
RPS6KA2,0.013999999999999999,0.0,0.0,0.008
AC007546.1,0.39299999999999996,0.0,0.25,0.353
ARF1P2,0.0,0.0,0.13,0.0
TRDMT1,1.1079999999999999,1.163,1.06,1.159
SLC35F4,0.0,0.0,0.0,0.016
AC092473.1,0.0,0.0,0.0,0.0
LRRC37A3,0.575,0.573,0.40299999999999997,0.551
INTS3,9.166,8.997,10.595,9.629
HNRNPF,149.3,146.765,146.346,144.496
RAET1E,0.552,0.63,0.594,0.5479999999999999
ABHD14B,9.317,9.751,9.351,9.857999999999999
FAM171B,4.418,4.56,4.348,4.56
TAS2R60,0.0,0.0,0.0,0.0
PA2G4P1,8.804,8.125,9.823,7.92
LINC00297,0.0,0.0,0.0,0.0
AC006363.1,0.0,0.0,0.0,0.0
AC078927.1,23.566999999999997,22.671,22.654,21.309
AC025181.2,1.095,1.111,0.785,0.7390000000000001
AP003392.3,0.073,0.111,0.0,0.099
PALB2,4.656000000000001,5.13,4.305,5.02
RNU6-1079P,0.444,0.0,0.0,0.0
AC022535.1,0.0,0.0,0.0,0.0
IGHV5-78,0.0,0.0,0.0,0.0
SRGAP2C,1.8219999999999998,2.214,1.761,1.837
HSP90AA5P,0.0,0.0,0.0,0.0
VWA5B2,0.03,0.026000000000000002,0.037000000000000005,0.023
OLFML2A,0.13,0.20800000000000002,0.134,0.175
TMX2,37.732,36.345,36.403,36.847
AC245033.4,499.587,509.19199999999995,484.30699999999996,488.18300000000005
FAM178B,0.0,0.0,0.0,0.0
TAF9P3,0.0,0.0,0.551,0.0
LYG1,0.223,0.34,0.32,0.42200000000000004
RPS15AP34,0.0,0.0,0.0,0.0
AL591503.1,0.0,0.0,0.0,0.0
AC114689.3,0.0,0.0,0.0,0.0
AC005943.2,0.0,1.003,0.0,0.89
P4HA1,8.912,9.265,9.006,9.706
AC123768.4,0.0,0.0,0.0,0.094
PPP2R1B,11.267000000000001,11.202,10.571,11.187999999999999
SESTD1,0.89,1.087,1.0190000000000001,0.877
AL357054.4,0.0,0.0,0.0,0.0
EIF4G2,179.111,179.94,175.02599999999998,177.96599999999998
PDZD3,0.0,0.0,0.0,0.0
HSPD1P16,0.124,0.0,0.0,0.33399999999999996
S100A13,11.078,11.284,11.507,13.389000000000001
AC066616.1,0.0,0.0,0.0,0.0
ASS1P9,0.0,0.0,0.0,0.0
AC011290.2,0.0,0.0,0.085,0.08
AC105235.1,0.161,0.040999999999999995,0.039,0.109
CDKL5,0.191,0.187,0.18,0.21600000000000003
RNU6-1062P,0.0,0.0,0.0,0.0
THEMIS2,0.179,0.225,0.136,0.35600000000000004
AC116609.1,0.0,0.0,0.0,0.0
THAP7-AS1,0.927,0.948,0.823,0.94
PKLR,0.0,0.0,0.0,0.0
RF01241,0.551,0.0,0.7909999999999999,0.0
AC007881.2,0.0,0.0,0.0,0.0
AL355987.4,2.533,2.6489999999999996,2.271,2.4730000000000003
AL928654.1,2.526,2.932,2.549,2.6860000000000004
BGN,0.0,0.0,0.0,0.0
AC106795.1,2.66,3.0260000000000002,3.18,3.264
AC092747.4,3.827,3.391,4.551,3.219
GAL3ST3,0.0,0.0,0.0,0.0
AC079598.4,0.0,0.0,0.0,0.0
ACYP1,7.332999999999999,7.267,7.57,7.996
GUCY2EP,0.0,0.0,0.0,0.0
AC005342.1,0.0,0.0,0.0,0.0
ATXN1L,11.970999999999998,11.593,11.519,11.289000000000001
SOX2,0.621,0.946,0.669,0.419
AC010422.4,0.0,0.0,0.0,0.0
LINC02255,0.0,0.0,0.0,0.0
AL031714.1,0.054000000000000006,0.0,0.094,0.028999999999999998
S100A7,0.0,0.0,0.0,0.0
AC025419.1,0.0,0.0,0.016,0.031
AC093110.1,0.0,0.0,0.057,0.0
AC008885.2,0.0,0.0,0.0,0.0
AC017007.5,0.0,0.0,0.0,0.0
WFIKKN1,0.255,0.16699999999999998,0.301,0.304
DNALI1,0.0,0.017,0.016,0.015
RELCH,3.8560000000000003,4.035,3.928,3.7569999999999997
SVIL-AS1,1.9340000000000002,2.006,1.976,1.9240000000000002
LGALS9,0.0,0.0,0.0,0.012
MROH4P,0.0,0.0,0.0,0.0
AL137789.2,0.0,0.0,0.0,0.0
LINC01078,0.0,0.0,0.0,0.0
AC090772.4,0.0,0.0,0.0,0.0
KDM5D,0.0,0.008,0.0,0.0
AC020594.1,0.0,0.0,0.0,0.0
RFC3,18.555,18.651,17.265,16.884
MIR6771,0.0,0.0,0.0,0.0
ZBTB11,10.026,9.65,9.872,10.28
MIR557,0.0,0.0,0.0,0.0
AP001469.3,1.103,1.32,0.9990000000000001,1.287
RAB7B,0.159,0.201,0.076,0.0
AC016724.1,0.0,0.0,0.0,0.0
AC099811.1,0.033,0.0,0.0,0.0
TBC1D26,0.0,0.0,0.0,0.0
AC010627.1,0.038,0.057,0.054000000000000006,0.0
AC068993.1,0.083,0.126,0.0,0.11199999999999999
ABHD17AP4,0.0,0.0,0.0,0.0
LINC00494,0.0,0.0,0.0,0.0
AC007638.1,0.0,0.0,0.0,0.0
GAL3ST2,0.0,0.0,0.0,0.0
PDLIM3,0.15,0.204,0.161,0.24600000000000002
SCYGR8,0.0,0.0,0.0,0.0
AC009093.9,0.0,0.0,0.0,0.0
AC011900.1,0.0,0.0,0.0,0.0
OR5J1P,0.0,0.0,0.0,0.0
BEND3P3,0.0,0.0,0.0,0.0
FGF7P6,0.033,0.025,0.024,0.022000000000000002
AC103739.3,0.0,0.0,0.0,0.0
AC093525.8,0.436,0.332,0.522,0.294
Z74021.1,51.663999999999994,54.356,52.621,51.114
AC091138.1,2.01,1.807,1.704,1.849
VIPR1,1.876,1.94,2.332,2.122
LEPROTL1,6.273,5.683,5.629,6.066
LYAR,121.26799999999999,125.92200000000001,118.38,122.98
RF00019,0.0,0.0,0.0,0.0
AL121944.1,0.42700000000000005,1.4069999999999998,1.224,0.768
AP000787.3,0.0,0.0,0.0,0.0
AL450469.1,0.0,0.0,0.0,0.0
AC106028.3,0.309,0.257,0.242,0.076
AC062037.3,0.077,0.052000000000000005,0.024,0.092
RF00017,0.0,0.0,0.0,0.0
NDUFV2P1,11.457,13.423,10.031,11.904000000000002
AC108134.1,0.016,0.0,0.023,0.0
GINS2,21.506,20.941,20.634,22.394000000000002
AC099799.1,0.0,0.0,0.0,0.0
AL121890.1,0.0,0.0,0.0,0.0
RNU4-25P,0.0,0.0,0.0,0.0
FAM86FP,0.491,0.8220000000000001,1.338,0.662
ADRB2,3.9389999999999996,4.485,4.045,3.977
AC232271.2,0.0,0.0,0.0,0.0
RPS2,359.843,362.75199999999995,361.60900000000004,358.787
MCMBP,26.849,26.553,25.558000000000003,25.708000000000002
RNU6-1046P,0.0,0.0,0.0,0.0
RN7SL706P,0.0,0.0,0.0,0.0
PPIAP22,99.337,92.72399999999999,97.816,93.329
CCDC194,0.0,0.0,0.0,0.0
AL136309.2,0.48200000000000004,0.424,0.33799999999999997,0.24600000000000002
DISC1-IT1,0.064,0.0,0.0,0.0
AC004034.1,0.0,0.146,0.27399999999999997,0.0
TPH2,0.0,0.011000000000000001,0.0,0.0
VMO1,0.79,0.462,0.523,0.49200000000000005
ATL2,13.376,14.477,13.612,14.889000000000001
AC145124.1,0.036000000000000004,0.055,0.0,0.0
RETREG2,14.658,13.867,15.071,14.732999999999999
RPL30P15,0.0,0.0,0.0,0.0
AC245517.2,0.0,0.0,0.0,0.0
AP002840.2,0.34299999999999997,0.11599999999999999,0.7659999999999999,0.309
BCL7C,20.078,20.357,19.176,19.579
LINC00970,0.0,0.0,0.0,0.0
MIR3621,0.0,0.0,0.0,0.0
EPHB3,0.0,0.016,0.015,0.015
SLC25A5P1,0.051,0.077,0.0,0.0
PDXK,6.381,6.369,5.9110000000000005,6.057
NGB,0.0,0.0,0.0,0.0
WDR4,16.714000000000002,16.105999999999998,16.539,16.663
OR4D1,0.0,0.0,0.0,0.0
LINC00852,0.7709999999999999,0.615,0.597,0.9259999999999999
CDC27,17.715999999999998,17.57,17.497,18.445999999999998
AC103952.1,0.0,0.126,0.0,0.11199999999999999
AC113340.1,0.0,0.0,0.0,0.0
AC010185.1,0.0,0.0,0.0,0.0
TMEM200B,2.7889999999999997,3.2760000000000002,2.847,2.349
KRT18P1,0.0,0.055999999999999994,0.0,0.0
CBWD6,0.244,0.22899999999999998,0.29,0.29100000000000004
AC127029.2,0.0,0.0,0.0,0.0
WDR61,5.327999999999999,4.927,5.209,5.285
AC234775.3,0.0,0.113,0.213,0.0
SNORA32,5.846,7.056,4.338,4.625
NSUN7,0.331,0.39,0.35600000000000004,0.368
AC016930.1,0.0,0.0,0.0,0.0
TPTE2P5,0.026000000000000002,0.013000000000000001,0.038,0.024
ITGA6-AS1,0.0,0.0,0.065,0.0
UNC13B,4.18,3.957,4.465,3.983
AC009517.1,0.0,0.0,0.0,0.0
ACTR3C,0.0,0.0,0.0,0.0
EDF1,168.458,172.53400000000002,162.887,169.808
RPL17P41,0.09,0.0,0.0,0.0
PDF,7.284,7.093,7.388999999999999,7.081
AC092447.1,0.354,0.385,0.436,0.7509999999999999
PINLYP,0.384,0.276,0.368,0.21600000000000003
SNHG21,2.085,2.327,2.426,3.1260000000000003
TMSB4XP8,41.198,28.596,31.105999999999998,37.549
PCGEM1,0.0,0.0,0.0,0.0
UGDH-AS1,0.753,1.172,0.8290000000000001,0.85
ZNF239,8.847000000000001,8.492,8.452,9.918
DIS3,4.831,5.0360000000000005,4.547,4.8180000000000005
OLR1,0.0,0.0,0.0,0.0
PTGER4,1.4040000000000001,1.445,1.619,1.263
LRRC3,0.551,0.711,0.7659999999999999,0.642
NBEAP1,0.013000000000000001,0.0,0.0,0.0
AC091825.1,0.168,0.22699999999999998,0.107,0.151
LINC01249,0.0,0.0,0.0,0.0
CR392039.3,0.0,0.0,0.0,0.0
TRABD2B,0.0,0.01,0.0,0.0
RASA3-IT1,0.128,0.195,0.0,0.0
AC012468.1,0.0,0.0,0.0,0.0
CHMP4B,93.31,94.999,93.14399999999999,88.887
RF00019,0.478,1.456,0.6859999999999999,0.645
AC016933.1,0.0,0.0,0.0,0.0
MIR3660,0.0,0.0,0.0,0.0
GPAA1P1,0.0,0.0,0.0,0.0
AC011773.4,0.158,0.24100000000000002,0.22699999999999998,0.385
CYP20A1,4.12,4.147,4.183,4.405
POLR2M,3.7030000000000003,3.9530000000000003,3.6889999999999996,4.051
DISP2,1.607,1.38,1.855,1.683
DENND1C,0.063,0.16,0.075,0.142
CORO7-PAM16,6.672999999999999,7.015,7.2010000000000005,6.9110000000000005
OR2AG1,0.0,0.0,0.0,0.0
AC016747.3,0.062,0.0,0.08800000000000001,0.0
AC091544.5,0.0,0.0,0.0,0.0
FOLH1B,0.0,0.0,0.0,0.0
SNORA36C,0.0,0.0,0.53,0.0
MIR6787,2.799,4.868,5.162999999999999,5.396
TNFRSF11B,0.9129999999999999,0.68,0.6970000000000001,0.943
LINC01565,0.0,0.0,0.0,0.0
AC245052.2,0.0,0.0,0.0,0.0
AP000289.1,0.0,0.0,0.0,0.0
AC022150.4,2.946,2.685,2.457,2.762
RN7SL45P,0.0,0.0,0.0,0.0
CDC37L1-DT,0.239,0.727,0.228,0.107
PRDX2P2,0.0,0.0,0.0,0.0
RPS12P26,0.37,0.375,0.0,0.499
ERMAP,1.1340000000000001,1.012,1.273,1.024
AC002451.2,0.0,0.0,0.0,0.0
FGFR1,8.198,8.125,8.985,8.423
RF00019,0.0,0.0,0.0,0.0
AL033384.2,0.0,0.488,0.153,0.0
AP000907.2,0.0,0.231,0.0,0.0
SNX20,0.0,0.0,0.0,0.0
AC102953.2,1.5959999999999999,1.251,1.758,1.5659999999999998
MIR5702,0.0,0.884,0.0,0.0
NCOA4P2,0.0,0.0,0.0,0.0
VANGL1,4.353,4.243,4.062,3.908
RPSAP69,0.040999999999999995,0.0,0.0,0.055
MIR183,0.0,0.0,0.0,0.0
PDPK2P,0.0,0.0,0.0,0.0
INTS12,5.934,5.715,5.603,5.575
RNA5SP260,0.0,0.0,0.0,0.0
MTND1P11,0.0,0.0,0.0,0.0
ELF5,0.0,0.0,0.0,0.0
MDFIC,11.128,10.927,11.94,11.857999999999999
INF2,14.207,13.787,15.104000000000001,14.03
AP003393.1,0.0,0.0,0.0,0.0
MEX3B,1.281,1.317,1.048,0.925
NAMA,0.0,0.0,0.0,0.0
CCNB3,0.18,0.302,0.233,0.304
AL354824.2,0.0,0.0,0.0,0.0
AC012506.2,0.092,0.0,0.131,0.0
AC005730.2,0.040999999999999995,0.251,0.0,0.0
PSMA2P3,0.07200000000000001,0.22,0.10400000000000001,0.293
AC125807.1,0.0,0.0,0.0,0.0
RTL10,4.357,4.2669999999999995,4.3,4.006
SPIRE2,3.22,2.988,3.5869999999999997,3.012
AC130371.2,0.0,0.0,0.0,0.0
POMK,2.157,2.215,2.237,2.28
Z96074.1,0.0,0.0,0.0,0.0
IGSF6,0.0,0.0,0.0,0.0
TYW3,16.921,17.016,15.42,16.401
RPL24P8,6.999,7.518,7.53,5.0
AC016888.1,0.0,0.0,0.0,0.35
LINC00565,0.272,0.318,0.36,0.36700000000000005
LINC01410,0.353,0.611,0.53,0.23800000000000002
RNA5SP168,0.0,0.0,0.0,0.0
AL662907.1,0.43,0.382,0.154,0.19399999999999998
KLK8,0.0,0.0,0.0,0.0
SPANXA2-OT1,0.0,0.0,0.0,0.0
AC007029.1,0.156,0.0,0.0,0.0
AC007527.1,0.0,0.128,0.0,0.0
CEP19,3.5269999999999997,4.4030000000000005,3.697,4.118
IL21R,0.0,0.0,0.013000000000000001,0.0
PTPRN,0.012,0.018000000000000002,0.009000000000000001,0.024
HNRNPA1P49,0.0,0.0,0.0,0.0
MTCYBP44,0.0,0.0,0.0,0.0
RNA5SP123,0.0,0.0,0.0,0.0
DOLK,14.402999999999999,14.137,14.097999999999999,14.616
AC092658.1,0.0,0.0,0.0,0.0
ZNF219,3.5069999999999997,3.7439999999999998,3.6239999999999997,3.7939999999999996
GLA,15.054,14.847999999999999,14.552,14.122
TSSK3,0.053,0.161,0.038,0.071
RPS27P12,0.0,0.0,0.0,0.0
MIR3674,0.0,0.0,0.0,0.0
Z98885.2,0.031,0.0,0.0,0.0
RN7SL817P,0.0,0.0,0.0,0.0
SLC16A4,0.0,0.047,0.022000000000000002,0.062
ARHGAP35,9.354,9.342,8.95,8.969
DAP3P2,0.38299999999999995,0.873,1.0979999999999999,0.645
NAV3,6.297999999999999,6.195,6.91,7.045
AL109936.1,0.0,0.0,0.0,0.0
MIR4724,0.0,0.0,0.0,0.0
ZNF80,0.0,0.0,0.0,0.0
SNORA63C,0.0,0.0,0.0,0.0
AC084398.1,0.0,0.0,0.0,0.0
AL136987.1,0.0,0.0,0.0,0.0
AC090099.5,0.0,0.0,0.0,0.0
KRT89P,0.0,0.0,0.0,0.0
AL021920.2,0.0,0.0,0.0,0.0
WASF1,14.696,14.642999999999999,14.148,13.51
PDGFB,2.127,2.1519999999999997,1.768,1.768
AP001804.1,0.0,0.0,0.0,0.0
AC011755.1,0.0,0.0,0.0,0.0
LINC00930,0.0,0.0,0.0,0.0
AC004837.1,0.0,0.066,0.0,0.175
AC079781.4,0.0,0.0,0.16,0.0
MIR6833,5.997999999999999,5.477,2.295,2.698
AC067930.1,0.509,0.603,0.325,0.305
AL356277.3,0.0,0.0,0.0,0.0
NSD2,33.214,33.429,34.217,33.986999999999995
LINC01208,0.0,0.0,0.013000000000000001,0.0
EMC1,13.718,13.546,15.132,14.741
SCRN3,3.2260000000000004,3.377,3.445,3.304
RF00019,0.0,0.0,0.0,0.0
SLC22A13,0.065,0.025,0.0,0.0
NUMA1,15.747,15.59,15.860999999999999,15.895999999999999
RPS26P45,0.0,0.0,0.20600000000000002,0.19399999999999998
CHST12,2.158,1.926,2.245,2.096
PTPN2,10.918,10.517000000000001,10.862,10.790999999999999
ZNF271P,5.114,5.421,5.073,5.178
EXD2,4.261,4.125,4.369,4.457
ASGR1,0.039,0.04,0.22399999999999998,0.035
AL513533.1,0.0,0.0,0.16899999999999998,0.0
DIRC3-AS1,0.0,0.0,0.0,0.0
AC020891.4,0.0,0.0,0.0,0.0
PHPT1,41.856,40.481,46.348,42.35
AC022034.3,0.0,0.0,0.0,0.0
HSPE1P26,0.0,0.0,0.0,0.0
AL442224.1,0.0,0.0,0.0,0.0
PLS3-AS1,0.141,0.07200000000000001,0.034,0.127
DSTNP1,0.0,0.16,0.0,0.0
ZNF548,0.986,0.787,1.07,0.95
AC012498.1,0.0,0.0,0.0,0.0
AC023509.3,0.5670000000000001,0.862,0.271,0.934
ZKSCAN3,1.879,1.9780000000000002,1.705,2.302
RPL31P57,0.0,0.0,0.0,0.0
RPL7P53,0.0,0.0,0.0,0.08900000000000001
CDIPT,16.327,15.55,17.293,15.784
SERTM2,0.0,0.0,0.0,0.0
CILP2,0.6829999999999999,0.6809999999999999,0.6579999999999999,0.74
KCNG2,0.0,0.0,0.0,0.0
SFRP4,0.0,0.0,0.0,0.0
GDAP2,1.828,1.926,1.709,1.82
AC114728.1,0.10099999999999999,0.307,0.145,0.136
AL513122.2,0.11599999999999999,0.0,0.084,0.0
RN7SL262P,0.0,0.0,0.0,0.0
RPS26P8,0.14,0.0,0.0,0.18899999999999997
AC008073.3,0.203,0.139,0.16,0.17800000000000002
AC022154.1,0.257,0.27899999999999997,0.053,0.247
RN7SL444P,0.0,0.0,0.233,0.0
HIST1H2AA,0.0,0.0,0.0,0.0
CREG2,0.0,0.011000000000000001,0.0,0.0
AL031123.2,0.0,0.0,0.021,0.0
PSMB8-AS1,0.275,0.419,0.26899999999999996,0.23600000000000002
LINC01568,0.0,0.0,0.0,0.0
REELD1,0.0,0.0,0.124,0.087
HEATR4,0.081,0.035,0.11599999999999999,0.078
AL096814.1,0.0,0.0,0.0,0.0
U62631.1,0.0,0.0,0.0,0.0
RNF128,6.737,7.385,6.532,6.375
DUSP18,2.286,2.019,2.06,2.005
AC027287.1,0.134,0.153,0.145,0.0
RASGEF1C,2.767,2.6839999999999997,2.182,2.293
AC024909.1,0.13,0.099,0.27899999999999997,0.146
AC092436.1,0.0,0.0,0.0,0.0
MIR4489,0.0,0.0,2.258,0.0
RNU6-59P,0.0,0.6940000000000001,0.0,0.0
AC005253.2,0.0,0.344,0.162,0.152
ADAT1,7.558,6.792999999999999,7.4110000000000005,7.492000000000001
AP000350.7,0.0,0.0,0.0,0.0
TRA2A,17.303,18.011,18.214000000000002,17.788
AC090136.1,0.0,0.0,0.0,0.0
AL662844.4,0.774,0.8370000000000001,0.493,0.65
AL049647.1,0.0,0.0,0.0,0.0
PRSS45,0.0,0.0,0.0,0.0
SCML2P1,0.0,0.0,0.0,0.0
RNA5SP479,0.0,0.0,0.0,0.0
LINC01058,0.218,0.0,0.0,0.0
AC091152.1,0.0,0.0,0.0,0.0
GATD3B,0.052000000000000005,0.08,0.006999999999999999,0.06
AC092354.2,0.759,0.867,0.6809999999999999,0.44799999999999995
AL079304.1,0.0,0.0,0.0,0.0
CDC42EP3P1,0.0,0.0,0.0,0.0
RPL22P3,0.128,0.195,0.0,0.0
C19orf85,0.0,0.0,0.0,0.0
OBP2B,0.0,0.0,0.0,0.0
SH2D5,14.543,15.47,14.505999999999998,16.227
AL662899.1,4.902,4.966,5.0969999999999995,4.686
ATP11B,7.966,8.17,7.7860000000000005,7.71
IQGAP2,0.198,0.20800000000000002,0.231,0.293
ODF2,36.775,37.102,41.35,38.318000000000005
AC099778.1,0.613,0.622,0.586,0.6890000000000001
