genes,H1299_polyA_S2-12h-A,H1299_polyA_S2-12h-B
DCAF13P3,0.132,0.14
KCNH1-IT1,0.491,0.075
AC105046.1,0.0,0.0
COL23A1,0.0,0.0
KBTBD3,0.21899999999999997,0.278
CCL15-CCL14,0.0,0.0
AC009511.1,0.0,0.0
AC074389.2,0.603,0.428
RAB11FIP1P1,0.0,0.0
LINC02323,0.0,0.057999999999999996
AC004471.2,0.028999999999999998,0.031
AC008438.2,0.11599999999999999,0.0
AC091807.1,0.0,0.0
CYYR1,0.0,0.0
RF00003,0.0,0.0
AC005539.1,0.0,0.0
AC140725.1,0.0,0.0
AL158824.1,0.586,0.0
SYTL1,0.47200000000000003,0.36
DHRS7B,3.353,3.525
IL6R-AS1,0.025,0.0
CPLX4,0.0,0.0
GCSAML-AS1,0.0,0.0
C1QBPP1,0.0,0.0
RF00019,0.0,0.0
Z82244.2,0.0,0.0
ASS1P1,0.0,0.0
RNU6-1098P,0.0,0.0
RASGEF1A,1.925,1.794
SGSM3,5.757999999999999,5.416
AC009054.2,0.94,0.563
AP003072.5,0.0,0.0
RN7SL683P,0.0,0.17300000000000001
NONOP2,0.14300000000000002,0.266
FEM1C,3.548,3.3480000000000003
OR2B11,0.0,0.0
AC005899.4,48.098,47.547
MOB3A,5.9479999999999995,6.52
ATP5F1EP2,3.944,3.597
SAMD3,0.57,0.613
RN7SKP151,0.0,0.0
RUFY4,0.0,0.0
SUPT16H,43.048,44.851000000000006
MORC4,2.8110000000000004,2.897
FAM177A1,5.749,5.665
AC112719.2,0.0,0.0
PCGF2,9.002,8.937999999999999
OR4F13P,0.0,0.0
AL603839.2,0.08,0.0
AC022730.4,3.583,3.0810000000000004
NIM1K,0.024,0.026000000000000002
SNORD116-9,0.0,0.0
SDHAF2,7.821000000000001,7.983
PLAC1,0.046,0.049
MUCL1,0.0,0.0
RN7SL861P,0.0,0.0
NDUFB4,26.855,25.781999999999996
AL133523.1,3.452,6.497999999999999
NFE2,0.019,0.0
GLIPR1L1,0.0,0.0
AF001548.3,0.0,0.0
AC093227.2,6.289,5.6979999999999995
AL022721.1,0.0,0.0
DONSON,16.19,16.02
AC104619.3,0.095,0.20199999999999999
AC006013.1,0.0,0.0
RNU6-56P,0.0,0.0
EEF1A1P10,0.158,0.10099999999999999
AC244197.2,0.0,0.0
ZMYND10-AS1,0.0,0.0
PBX2,10.016,10.592
AC079907.2,0.0,0.0
M1AP,3.6039999999999996,4.0680000000000005
NBEA,0.47100000000000003,0.528
ADAD2,0.0,0.0
AC119427.1,0.0,0.0
AL356095.2,0.0,0.0
MAGEB2,0.0,0.0
AC093525.6,0.0,0.0
PTGES3L-AARSD1,8.649,8.015
MIR642A,0.0,0.0
CPNE5,0.008,0.008
AC105999.1,0.0,0.0
AC008250.2,0.0,0.0
TACR1,0.009000000000000001,0.018000000000000002
AC004466.2,1.022,2.084
SEPT7,24.888,25.013
AC126773.3,0.049,0.0
DEFB134,0.0,0.0
TRMT1L,4.624,4.577
TMEM98,0.0,0.0
RASA2,3.534,3.815
RNF157-AS1,0.0,0.02
MBD5,0.741,0.7070000000000001
IRAK1BP1,0.777,0.6579999999999999
AC104581.3,0.0,0.0
AC012433.1,0.0,0.0
NLRP3P1,0.0,0.0
AL513548.4,0.099,0.042
AL591074.2,0.0,0.0
AC009511.2,0.065,0.069
C20orf202,0.0,0.0
AC006001.1,0.09300000000000001,0.099
MTND6P32,0.0,0.0
RNF150,0.044000000000000004,0.034
RPL31P52,0.239,0.127
AP000842.2,0.045,0.11800000000000001
LINC00261,0.0,0.0
EIF4EP1,0.0,0.0
AC132807.1,0.0,0.0
RIMBP2,0.0,0.0
CALR3,0.281,0.544
COX4I1P1,0.0,0.0
OR2T33,0.011000000000000001,0.0
AC079776.3,0.0,0.0
MCAT,13.894,14.665
DNAJC17,2.9589999999999996,3.1319999999999997
TTC21B-AS1,0.0,0.018000000000000002
EEF1DP6,0.0,0.0
SOX5-AS1,0.0,0.0
ZNF407,2.307,2.347
FP565260.3,0.131,0.111
AC245060.5,0.574,0.7240000000000001
SDR42E2,0.0,0.018000000000000002
PRAMEF14,0.0,0.0
SLX1B-SULT1A4,0.005,0.0
AC116353.5,0.0,0.0
AC022382.1,0.392,0.41700000000000004
HSD17B10,83.596,77.535
SLC5A1,0.008,0.0
EMILIN3,0.057999999999999996,0.012
TPM1-AS,0.026000000000000002,0.027999999999999997
AC006960.3,0.0,0.0
MIR4652,0.0,0.0
BAK1,9.972999999999999,9.195
AC008764.4,11.945,12.050999999999998
RN7SKP252,0.0,0.0
DUXAP9,0.209,0.159
INKA2,0.179,0.17600000000000002
COPS4,10.192,9.493
LY6D,0.0,0.0
HSPE1P8,0.0,0.0
AC091932.2,0.0,0.0
AC020663.2,0.122,0.065
FBL,338.096,335.162
OR7E110P,0.0,0.0
TMEM210,0.057999999999999996,0.0
AREL1,12.105,12.379000000000001
AC104370.1,0.0,0.0
LGR5,0.008,0.0
PDILT,0.0,0.0
TMEM274P,0.0,0.0
TSPAN31,1.665,1.6469999999999998
APBA1,0.027000000000000003,0.022000000000000002
MTND4P20,0.0,0.0
AL589743.5,0.0,0.0
LINC00092,0.0,0.0
RN7SL362P,0.0,0.0
PPIAP2,0.268,0.095
PITPNB,29.2,30.693
AL022725.1,0.0,0.0
ZNF547,0.45799999999999996,0.38
AC090515.3,0.0,0.0
AP005432.1,0.013000000000000001,0.0
GLOD4,19.479,18.58
PGAM1P10,0.115,0.061
ITGB7,0.0,0.011000000000000001
RHD,0.0,0.0
SEC14L1P1,0.23199999999999998,0.172
TMPRSS2,0.0,0.0
AC011451.3,0.094,0.35
NAALADL2-AS1,0.0,0.0
BLOC1S2P1,0.0,0.0
NACC2,9.16,9.376
AL121999.1,0.0,0.0
FO393400.1,0.7609999999999999,0.72
TBC1D3,0.0,0.0
CCL21,0.0,0.0
AC104455.1,0.0,0.0
AC021180.1,0.0,0.0
VGLL1,0.0,0.0
RIPPLY2,1.48,1.401
BMI1P1,0.0,0.0
SULT1C3,0.0,0.0
NKX2-8,0.0,0.0
AP001065.2,0.068,0.217
AC079921.2,2.27,3.134
AP001541.1,0.0,0.0
YPEL4,0.0,0.0
AC106895.1,0.0,0.0
RNU6-886P,0.0,0.0
CWF19L1,8.591000000000001,8.542
PRELID3B,62.146,61.382
ITIH2,0.0,0.0
SRGAP3-AS3,0.0,0.0
AC013727.2,0.0,0.0
AC093821.1,0.0,0.0
PARP15,0.0,0.0
MIR1225,0.244,0.779
SRGAP2B,0.887,0.9309999999999999
FOXD2-AS1,2.0140000000000002,2.292
AC092451.1,0.0,0.0
AC022400.6,0.375,0.526
ACTR6,9.14,9.282
KRT8P9,0.03,0.032
AC012146.2,0.0,0.0
AL355516.1,0.040999999999999995,0.0
RPL7P38,0.0,0.0
AC011483.3,0.0,0.0
AP001029.3,0.0,0.0
AL161740.1,0.0,0.0
RNY4P13,0.0,0.0
RMND1,10.977,11.709000000000001
AC015818.7,0.0,0.0
AC011287.1,0.008,0.0
TEX52,0.0,0.0
AL451137.1,0.0,0.0
SPPL2B,5.4879999999999995,4.632
ZNF226,4.641,4.998
RNASE7,0.0,0.0
ARHGAP28,0.059000000000000004,0.063
ZNF782,1.431,1.785
ZNF112,2.044,2.108
FABP5P2,0.10800000000000001,0.0
SELENOOLP,0.0,0.0
LAMTOR2,18.0,16.712
PPIAP81,0.254,0.0
AC011479.4,0.0,0.0
TMEM171,0.809,0.486
AC087855.1,0.0,0.0
AC016252.1,0.0,0.0
RPS15AP12,0.0,0.24100000000000002
ARHGAP17,6.51,6.6
DDX54,46.537,46.958999999999996
FOXO3B,1.96,2.437
PTPRE,0.16,0.196
EIF4H,163.38299999999998,158.553
AC027575.2,0.075,0.239
RN7SL457P,0.0,0.0
AGGF1P3,0.036000000000000004,0.0
ZNF337,3.557,3.2739999999999996
ANAPC16,8.363999999999999,7.6770000000000005
AC004801.6,0.629,0.382
ZNF557,1.587,1.9809999999999999
POU5F1P6,0.0,0.0
LINC00460,0.405,0.597
AC107959.4,0.425,0.47700000000000004
ASH1L-IT1,0.098,0.0
AL160394.1,0.0,0.0
AC092818.1,0.0,0.0
AC013724.1,0.0,0.0
ILF3-DT,11.79,13.227
MIR365B,0.0,0.0
AC084125.3,0.0,0.0
FRG2FP,0.076,0.04
AC004692.2,0.0,0.0
AC109446.1,0.0,0.0
CDC42SE1,17.445999999999998,17.824
MMP9,0.715,0.52
RPL22P21,0.0,0.0
AL512599.1,0.0,0.068
ZC3HAV1L,12.815999999999999,13.9
RF00156,0.0,0.0
RNU6-1225P,0.6759999999999999,0.0
AC113192.2,0.14300000000000002,0.607
METTL26,21.636999999999997,19.034000000000002
LSP1P3,0.0,0.0
SNX18P13,0.166,0.0
AP000462.2,0.0,0.0
ADSL,9.727,9.422
ARLNC1,0.026000000000000002,0.031
HMGN2P28,0.503,0.17800000000000002
PRR13,44.086000000000006,44.242
RNF216,25.618000000000002,26.713
ASPRV1,0.414,0.7090000000000001
AC026310.2,0.18100000000000002,0.128
PIH1D1,12.110999999999999,10.205
MIR6509,0.0,0.0
FNDC8,0.0,0.0
ALDOA,114.34299999999999,110.917
AC010754.1,0.0,0.0
AC027277.1,0.0,0.0
KCTD9P6,0.0,0.14800000000000002
AP005136.1,0.0,0.0
AP001528.2,0.036000000000000004,0.038
MIR6889,6.704,6.34
RNF208,2.637,2.3169999999999997
MIR543,0.0,0.0
AQP4,0.0,0.008
AC090099.1,0.0,0.024
TRPM4,1.065,0.857
AC109449.1,0.078,0.111
SUDS3,9.654,9.927
SLC27A6,1.0659999999999998,1.507
TMEM196,0.0,0.0
SOX21-AS1,0.0,0.0
AC011124.2,0.0,0.0
RNU6-53P,0.0,0.0
ST3GAL6-AS1,0.6779999999999999,0.693
AC119150.1,0.078,0.0
DDI2,6.147,5.888
RNU6-553P,0.0,0.0
CYB561,4.323,3.832
NDUFA3,5.646,4.477
PURG,0.057999999999999996,0.124
AL133215.2,1.709,1.579
RF00012,0.0,0.0
AL139819.1,0.09300000000000001,0.0
AL590617.2,1.225,1.916
KLHL15,3.798,4.04
LINC02326,0.0,0.0
ATP5MPL,32.841,29.791999999999998
AC112721.2,0.0,0.0
MIR6795,0.0,0.0
AC125611.2,0.815,0.506
AC069209.2,0.0,0.0
AC008440.2,0.519,0.0
AL356361.2,0.0,0.0
RHEB,37.626999999999995,37.174
AL050341.2,4.192,3.641
MYH16,0.6759999999999999,0.586
RAC1P5,0.0,0.0
HMGB3P18,0.0,0.0
AL353747.4,0.0,0.0
IGLV3-21,0.0,0.0
AC016229.2,0.0,0.0
RNU6-402P,0.0,0.0
C10orf53,0.0,0.0
AC018692.1,0.0,0.0
RN7SL581P,0.0,0.0
CA12,0.132,0.174
CCDC198,0.0,0.0
LAMA4,0.748,0.738
AC078817.1,0.10099999999999999,0.537
AC131235.1,4.022,3.641
FAM210A,12.073,11.537
AC018511.5,0.0,0.0
RANP2,0.0,0.0
CACYBPP1,0.0,0.0
OR10Q2P,0.0,0.0
LINC02562,0.0,0.0
SLC7A14,0.0,0.0
BCL6B,0.18100000000000002,0.192
NDUFAF6,3.528,3.432
PPP1R12A,15.857999999999999,16.189
AC007601.1,0.0,0.0
PRR11,42.869,44.192
RABL6,18.884,18.544
LETM2,0.9420000000000001,0.8490000000000001
HSPE1-MOB4,81.844,78.241
AC104685.1,0.0,0.0
ZNF783,3.134,3.397
AC090377.1,0.0,0.0
SPEF1,0.982,0.534
RNU6-323P,0.0,0.43700000000000006
DNPH1,38.602,35.871
AC079298.1,0.0,0.0
AL137100.3,0.23399999999999999,0.17800000000000002
AL353150.1,0.0,0.0
AC010618.4,0.7020000000000001,0.701
SNHG19,72.858,67.081
FAM47B,0.0,0.0
CFB,0.004,0.0
FSIP2-AS2,0.0,0.0
KIFC2,7.263,7.602
ATP2A3,0.045,0.061
RIOX2,7.959,7.564
ULBP3,4.019,4.0280000000000005
AC244090.3,0.055,0.059000000000000004
SETBP1,0.0,0.0
AC093648.1,0.0,0.0
RF00139,0.0,0.0
AL390728.2,0.026000000000000002,0.0
AC007336.3,0.01,0.0
ZC3H12B,0.483,0.41200000000000003
A2MP1,0.0,0.0
AL122034.1,0.0,0.0
NDUFAF1,5.659,5.393
AC010247.1,0.294,0.313
NHLRC3,1.426,1.3719999999999999
BX324167.2,0.0,0.0
AC022784.6,0.079,0.418
AC010300.1,0.0,0.0
OR1J2,0.0,0.0
UGP2,14.169,14.255
LPIN1,9.919,10.072000000000001
AC003001.2,0.0,0.0
AC107391.1,0.0,0.0
CACHD1,2.7969999999999997,2.823
AC073912.3,0.0,0.0
VIP,0.0,0.0
NOL7,107.932,107.87
AP002967.1,0.0,0.0
UBE2J2,21.469,20.877
MZF1-AS1,1.814,1.52
AC009093.6,0.079,0.33799999999999997
AL021368.2,0.14,0.127
SNORD117,0.578,1.0270000000000001
TRBJ1-6,0.0,0.0
HERC2P5,0.18100000000000002,0.138
POC5,5.672000000000001,5.926
ZFAT,2.3209999999999997,2.6
AL592437.2,0.235,0.34600000000000003
LGI1,0.0,0.0
AC006116.7,0.028999999999999998,0.124
AC021231.2,1.926,1.537
ZFPM2,0.675,0.5529999999999999
COL8A1,0.047,0.04
NCOA4P4,0.0,0.0
MIR137HG,0.794,0.847
NPM1P43,0.0,0.0
CUBNP3,0.0,0.0
ARHGEF25,6.285,5.739
RTN4RL1,0.012,0.013000000000000001
AC147651.4,0.0,0.0
AC010245.1,0.0,0.0
METTL17,8.525,8.722999999999999
AL133406.2,0.0,0.0
AC008755.1,6.606,7.193
EGFL8,1.724,1.8459999999999999
RNY3P14,0.0,0.0
NPAP1,0.0,0.0
SYT9,0.0,0.0
AL807776.1,0.0,0.0
AC120036.1,0.0,0.0
ERLNC1,0.0,0.0
AC040169.3,0.359,0.076
AC139722.1,0.053,0.057
MIR4654,0.0,0.0
SERPINA13P,0.0,0.0
AC092384.3,0.0,0.0
AL445644.1,0.0,0.0
RF00019,0.0,0.0
VRTN,0.012,0.0
NRG1-IT1,0.026000000000000002,0.083
CES1,0.03,0.064
RNU4-51P,0.0,0.0
MIR6501,84.613,79.903
AC022826.2,18.094,15.725999999999999
SFRP5,0.023,0.0
LINC02229,0.0,0.0
KTN1-AS1,1.528,1.535
AC103858.1,0.046,0.049
AL137002.1,0.966,0.0
CELF3,0.0,0.0
RAB39B,0.953,0.904
ZNF92,8.046,9.346
RN7SKP249,0.0,0.0
HNRNPA1P41,0.0,0.0
SDHD,29.463,30.491
AC068234.3,0.0,0.0
GLP1R,0.0,0.0
SERPINE3,0.0,0.0
ABCC1,6.782,7.29
RF01875,0.0,0.0
RF00019,0.0,0.0
IL15RA,0.278,0.309
AC010226.1,0.0,0.038
RPSAP19,0.4,0.106
CENPJ,3.5660000000000003,4.027
PPP1R9B,38.917,39.984
HSPA4,110.417,110.795
SNRPB2,24.737,26.91
SH3YL1,0.764,0.687
TIMM21,10.105,9.383
DIMT1,8.759,8.955
AL590385.2,0.0,0.0
LIMD1-AS1,0.213,0.368
AL033543.1,0.006999999999999999,0.006999999999999999
PSMD9,5.557,5.268
NCEH1,58.351000000000006,59.047
AL136038.5,0.23800000000000002,0.506
AC008750.7,0.157,0.084
TTBK1,0.009000000000000001,0.0
OLA1P2,0.0,0.0
CELF4,0.021,0.044000000000000004
RF01954,0.0,0.0
MRPL24,33.018,29.405
SNORD50B,12.242,9.685
HSPE1P25,0.0,0.0
TNFRSF10A,9.322000000000001,10.345999999999998
RNY4P34,0.0,0.0
KCNJ5,0.0,0.0
RN7SL339P,0.0,0.0
RBP3,0.0,0.0
SARDH,0.0,0.0
AC145098.2,1.431,1.483
ZNF280D,0.642,0.735
BAG1,6.952999999999999,7.278
AL591441.1,0.0,0.0
FUT2,0.0,0.0
AL589743.8,0.034,0.0
DUXAP7,0.0,0.0
AC145207.2,0.461,0.368
ZNF517,0.778,0.943
DEF8,16.394000000000002,15.975
AC234791.1,0.0,0.0
DDX11L1,0.013000000000000001,0.013000000000000001
AL358452.1,0.0,0.0
ZMIZ1-AS1,0.0,0.011000000000000001
RBFOX1,0.0,0.0
AC016542.2,0.0,0.0
RGS17P1,0.23800000000000002,0.33799999999999997
AC006441.3,0.0,0.0
NFKB1,15.210999999999999,15.154000000000002
KBTBD6,3.6239999999999997,3.63
NXPH4,0.040999999999999995,0.239
COX6B2,0.03,0.019
AL020997.2,0.239,0.0
RGP1,14.377,14.422
COL4A6,0.0,0.015
MYH2,0.013999999999999999,0.015
LINC00240,0.172,0.204
P4HA2,2.225,1.9080000000000001
AL360294.1,0.018000000000000002,0.0
PCTP,1.196,1.256
FUBP1,47.111000000000004,47.193000000000005
MIR4712,1.608,0.855
BLOC1S1,20.487,17.797
RPL21P33,0.0,0.0
ZNF251,3.946,3.6889999999999996
IL12B,0.0,0.0
C22orf46,6.311,7.126
IFNGR2,23.384,24.625999999999998
AC044810.1,0.0,0.0
AP003170.2,0.0,0.0
AC004080.6,1.1,1.246
AL162384.1,0.0,0.0
AL713999.1,25.971,22.664
SYTL2,0.951,1.08
PRAMEF30P,0.0,0.0
CRK,54.068000000000005,53.358999999999995
KRT8P29,0.0,0.0
TMEM92,0.0,0.015
FOXI3,0.0,0.0
C16orf45,4.4030000000000005,4.545
DUSP5P2,0.0,0.0
B3GALT5-AS1,0.0,0.0
GCNT1P1,0.068,0.036000000000000004
CRABP2,4.874,5.229
AC090236.1,0.0,0.0
NDUFB2-AS1,1.7069999999999999,1.986
NOS2P1,0.0,0.0
TGIF2,9.581,9.802999999999999
AC034223.2,0.517,0.44
KLHDC1,0.028999999999999998,0.047
STX16,19.726,19.708
AL691403.2,0.26899999999999996,0.095
PSMC1P9,0.099,0.28
S100Z,0.0,0.0
PHLDB3,9.392000000000001,8.801
FBXO36-IT1,0.0,0.08
AC103843.1,0.0,0.0
CCDC58P2,0.0,0.0
AC026304.1,1.4880000000000002,1.4169999999999998
BMP2,0.198,0.237
HMGN1P7,0.0,0.0
NAPA-AS1,0.557,0.691
ADAMTS13,0.39299999999999996,0.32799999999999996
AC007790.1,0.0,0.06
AC009093.1,0.0,0.0
AC026202.3,0.0,0.021
C2-AS1,0.0,0.0
TUBB8,0.0,0.031
AC105935.1,0.0,0.0
CACNA2D3,0.0,0.0
RN7SKP280,0.0,0.0
OBSCN,0.17,0.165
AC004232.2,0.0,0.0
AC013268.1,0.0,0.0
AC009902.2,0.376,0.934
TOMM6,132.735,127.568
SOD2,10.72,10.775
E2F6P3,0.059000000000000004,0.0
TMC1,0.0,0.0
UNC93B5,0.0,0.0
AC093627.7,0.0,0.0
EN1,0.13699999999999998,0.065
FKBP10,16.116,16.391
TMEM65,3.427,3.656
ZDHHC6,9.533,9.456
MFSD11,4.297,4.199
AC055876.3,0.0,0.0
MORF4L1P3,0.0,0.0
AC073896.5,0.0,0.0
AL450346.2,0.0,0.0
RPL35AP,0.0,0.0
BTK,0.048,0.092
RPS23P6,0.0,0.0
VPS33B-DT,0.064,0.034
AF127577.1,0.0,0.0
LINC00628,0.0,0.0
CLTB,71.06,69.273
SCFD2,3.8739999999999997,3.68
ZFYVE27,8.78,7.879
AC006272.2,0.135,0.0
AC245047.2,0.0,0.0
OR10C1,0.026000000000000002,0.0
SSR3,42.588,42.895
AL512427.1,0.0,0.0
AC135628.1,0.0,0.0
MMRN2,0.147,0.106
AC104170.2,0.0,0.0
SIL1,7.426,6.807
AC005296.1,0.0,0.0
AC023469.2,0.0,0.0
KCNN2,0.0,0.0
LINC00467,1.265,1.666
AC068946.1,2.585,2.755
CAP2P1,0.0,0.034
AL121759.1,0.0,0.0
MAP2K7,13.282,12.677
AC008747.1,0.49700000000000005,0.74
MIR135B,0.0,0.0
AC012501.2,0.0,0.0
PYGL,22.814,22.874000000000002
AC022306.3,0.0,0.17
AC084866.2,0.0,0.0
CLIC1P1,4.6739999999999995,5.489
TUT7,5.687,6.114
ALKBH6,4.422,4.2860000000000005
SFXN2,0.848,0.838
ARID1A,12.89,12.455
FRG2EP,0.0,0.0
AL035404.2,0.0,0.0
RPL15P20,0.0,0.156
MUC3A,0.027000000000000003,0.040999999999999995
AC026202.2,0.0,0.10400000000000001
IL1R2,0.0,0.0
AC010618.2,0.0,0.0
SPEG,0.052000000000000005,0.079
AC092821.3,0.732,0.738
DAB1,0.201,0.192
AC007390.1,0.0,0.0
AC018647.1,0.0,0.0
AL512604.3,0.046,0.09699999999999999
FLRT2,0.005,0.005
SEC11C,8.132,8.254
MELK,35.661,36.683
TMEM253,0.09,0.048
THSD1,5.272,5.319
DNAH17,0.019,0.015
TMSB4XP3,0.0,0.0
RBM41,1.412,1.3719999999999999
AC131097.1,0.0,0.0
ZBTB33,4.111000000000001,3.8810000000000002
RPL36AP26,0.138,0.0
AL512604.2,0.134,0.142
AL078596.1,0.0,0.0
DBIL5P,0.7390000000000001,0.7340000000000001
SRRM2-AS1,0.068,0.08
RMC1,11.634,12.196
MIR6749,1.5919999999999999,0.33899999999999997
TYROBP,0.0,0.0
AC018628.1,0.138,0.153
SATB2-AS1,0.57,0.596
SLC6A8,0.892,0.9740000000000001
AC022513.1,0.0,0.0
AC093734.1,0.0,0.0
NUDT14,8.613,7.455
TMEM130,0.057,0.0
AC129926.2,0.0,0.0
PARP12,5.062,5.162999999999999
MIR371A,0.0,0.0
SEM1,15.485999999999999,14.279000000000002
AP002761.3,0.156,0.138
AL139099.1,0.33799999999999997,0.284
LRRC15,0.111,0.126
AL353898.1,0.369,0.0
AC021678.1,0.0,0.0
SNRPCP1,0.0,0.0
AL671309.1,0.0,0.0
MIR17,0.0,0.0
DGKK,0.0,0.0
CRB2,0.0,0.0
BNIP3P37,0.0,0.0
ATAD1,10.755,10.39
ZC3H12D,0.026000000000000002,0.013999999999999999
GVQW2,1.6440000000000001,1.828
LOR,0.0,0.0
AC134050.1,0.047,0.0
MSR1,0.0,0.006
POTEE,0.535,0.602
DYSF,0.016,0.017
AC009097.3,0.0,0.0
SLFN13,0.009000000000000001,0.01
AL442125.1,0.45799999999999996,0.542
RPL22P2,0.705,0.25
RF00012,0.0,0.0
AC244517.5,0.0,0.027999999999999997
RPL10P1,0.136,0.218
LYPD3,0.285,0.303
LEUTX,0.0,0.0
AC106791.2,0.0,0.0
IDH3B,103.506,101.38
DSCAM-AS1,0.0,0.0
EIF4BP7,1.551,1.9080000000000001
GAPDHP25,0.0,0.0
AL163192.1,0.0,0.0
MBD6,10.154,9.282
PRR27,0.0,0.0
AL445423.2,1.16,1.002
WNT4,0.038,0.03
SPDYE17,0.0,0.0
CDC20,228.359,225.993
ZSCAN2,1.099,1.054
ZNF609,7.8629999999999995,8.381
RN7SL269P,0.0,0.0
AC113385.2,0.0,0.0
AC006001.2,2.1790000000000003,2.1430000000000002
PHF19,34.063,33.326
PARVB,3.2439999999999998,3.032
RNA5SP125,0.0,0.0
AC010359.1,0.953,0.461
PRRT3,0.41100000000000003,0.509
FAIM2,0.0,0.0
AL391645.1,0.0,0.0
AC245014.3,0.127,0.135
AC114684.1,0.0,0.0
CYCSP28,0.0,0.0
PARP1,26.173000000000002,25.730999999999998
RF00618,0.0,0.0
LVRN,1.046,1.0
CCER1,0.0,0.0
TENT5D,0.096,0.21899999999999997
SPNS1,6.646,6.325
AP001981.1,0.0,0.0
AP001574.1,0.0,0.0
RF01984,0.0,0.0
KCNN4,17.881,17.993
CALM2P4,0.0,0.11
RNU6-834P,0.0,0.425
SOX15,0.2,0.425
DPF1,2.499,2.1919999999999997
AL731569.1,0.46,0.45899999999999996
AFP,0.0,0.0
MIR6840,11.345999999999998,10.095
AL031667.2,0.0,0.0
AL512637.1,0.0,0.0
ADNP2,6.51,6.761
CFAP299,0.255,0.355
IGHV3OR16-11,0.0,0.0
AC133965.1,0.124,0.0
RF00322,0.0,0.0
RNU6-1226P,0.0,0.0
SDC4,51.632,50.603
MFAP4,0.0,0.0
CASC20,0.059000000000000004,0.095
CD27-AS1,0.812,1.014
FBRSL1,11.877,11.982999999999999
AC087283.1,0.040999999999999995,0.044000000000000004
UFSP2,4.477,4.612
AL645608.7,0.27399999999999997,0.22399999999999998
AL022313.1,0.099,0.0
AC108448.3,0.018000000000000002,0.0
KCNE4,0.0,0.0
ACTR3P3,0.0,0.0
GJA9,0.0,0.0
ANKRD20A4,0.019,0.021
LINC01016,0.0,0.0
OR7E101P,0.0,0.0
JUNB,25.959,25.984
AC002128.2,0.0,0.0
AC105105.1,0.0,0.0
TIAM1,5.145,5.114
HNF4A,0.03,0.013000000000000001
HSPE1P5,0.0,0.344
SERPINC1,0.0,0.053
LINC01620,0.0,0.0
RPL30P5,0.0,0.0
HMGA2-AS1,0.057999999999999996,0.031
SLC32A1,0.0,0.0
GPNMB,0.006999999999999999,0.015
MBTPS2,5.063,5.034
SIPA1L3,14.209000000000001,14.977
SLC6A4,0.0,0.0
HNRNPLP1,0.23399999999999999,0.28
VASH2,0.077,0.07200000000000001
PPIAP69,0.0,0.0
GPR137B,0.8759999999999999,0.8109999999999999
LRCH3,5.24,5.349
SNORD1C,1.69,2.0980000000000003
SNORD18B,0.409,0.214
SOX5,0.013000000000000001,0.009000000000000001
AL365217.1,0.07200000000000001,0.038
AC009652.2,0.085,0.0
HUWE1,35.222,35.405
AL357835.1,0.0,0.0
AL158069.2,0.0,0.0
AC092162.3,0.0,0.0
SNORA74A,0.222,0.55
GTF2F2P1,0.195,0.069
AC093259.1,0.0,0.0
AC006463.1,0.0,0.20199999999999999
AC015987.1,0.0,0.0
AL031118.1,0.0,0.0
AC005702.2,0.0,0.0
RF00019,0.0,0.47200000000000003
AC099811.6,0.0,0.0
GRIN1,0.028999999999999998,0.047
AC140076.1,0.0,0.13
MIR100,1.6480000000000001,0.0
SSPO,0.006,0.006999999999999999
MAML3,0.8959999999999999,0.8
LINC01917,0.0,0.0
MBTD1,3.554,3.8139999999999996
AL139100.1,0.441,0.094
SCN7A,0.0,0.0
AC036222.1,0.063,0.0
AC016556.1,0.0,0.0
EIF4A1P2,18.011,19.047
MTCO1P4,0.0,0.0
VN2R19P,0.0,0.0
AC012409.2,0.059000000000000004,0.125
RAB20,0.0,0.062
AC127496.7,0.244,0.364
AP003171.2,0.0,0.0
AC025881.1,0.0,0.0
ACE,0.003,0.006
MIR365A,0.0,0.0
TRPC7-AS2,0.0,0.0
RNU6-1008P,0.0,0.0
NUDT22,6.377999999999999,5.943
RWDD4,4.197,4.363
HELLS,5.228,5.702999999999999
NADK,12.411,12.81
PM20D1,0.0,0.0
MIR7846,0.0,0.0
AC021723.2,0.0,0.0
AC002076.2,0.0,0.38299999999999995
RF00019,0.0,0.0
AL354674.1,0.0,0.0
GRIN2C,0.0,0.0
AC011444.1,0.275,0.146
AC025678.3,0.601,0.528
AC034102.4,5.468,5.3870000000000005
SEC61B,74.043,69.766
CCDC92,2.154,2.0269999999999997
AC018738.1,0.0,0.0
GBX2,10.628,10.626
AC079799.2,0.099,0.0
AL163051.2,1.495,2.036
AC137630.2,0.0,0.071
AGGF1P5,0.0,0.0
PMM2,4.196000000000001,4.072
PIK3CD-AS2,3.884,3.8339999999999996
ZFHX4-AS1,0.752,0.841
AC022240.1,0.0,0.0
KHK,0.792,0.552
RNU6-1240P,0.21100000000000002,1.124
MIR3132,0.0,0.623
TRGVB,0.0,0.0
AC025171.2,0.26899999999999996,0.20199999999999999
CHRNA10,0.268,0.406
AC127526.3,0.0,0.0
RPS20P23,0.0,0.0
CCDC74B,6.807,6.461
WDR64,0.0,0.0
AC019129.1,0.168,0.179
AC021016.1,0.0,0.0
AC096586.2,0.1,0.318
ACOT9,7.147,7.218999999999999
MTND6P33,0.0,0.0
RF01210,0.0,0.0
PLA2G4D,0.0,0.0
CDKN3,22.069000000000003,21.136999999999997
ITIH3,0.0,0.0
AC136469.1,0.0,0.0
