"","SYMBOL","GENEID","len"
"11084","FUT5","ENSG00000130383",1992
"11085","NDUFA11","ENSG00000174886",4839
"11086","VMAC","ENSG00000187650",2240
"11087","CAPS","ENSG00000105519",2551
"11088","RANBP3","ENSG00000031823",7445
"11089","RFX2","ENSG00000087903",9094
"11090","ACSBG2","ENSG00000130377",3447
"11091","MLLT1","ENSG00000130382",4765
"11092","ACER1","ENSG00000167769",1428
"11093","CLPP","ENSG00000125656",3531
"11094","ALKBH7","ENSG00000125652",1093
"11095","PSPN","ENSG00000125650",3911
"11096","GTF2F1","ENSG00000125651",2876
"11097","KHSRP","ENSG00000088247",4563
"11099","SLC25A41","ENSG00000181240",1649
"11100","SLC25A23","ENSG00000125648",4881
"11101","CRB3","ENSG00000130545",1600
"11102","DENND1C","ENSG00000205744",4647
"11103","TUBB4A","ENSG00000104833",3220
"11104","TNFSF9","ENSG00000125657",1634
"11105","CD70","ENSG00000125726",1530
"11106","TNFSF14","ENSG00000125735",4778
"11107","C3","ENSG00000125730",8296
"11109","GPR108","ENSG00000125734",3213
"11110","TRIP10","ENSG00000125733",3986
"11111","SH2D3A","ENSG00000125731",5591
"11112","VAV1","ENSG00000141968",4311
"11113","EMR1","ENSG00000174837",3707
"11114","EMR4P","ENSG00000268758",3321
"11115","MBD3L5","ENSG00000237247",778
"11116","MBD3L4","ENSG00000205718",775
"11117","MBD3L2","ENSG00000230522",793
"11118","MBD3L3","ENSG00000182315",775
"11119","ZNF557","ENSG00000130544",5759
"11120","INSR","ENSG00000171105",10831
"11121","ARHGEF18","ENSG00000104880",6242
"11122","PEX11G","ENSG00000104883",1482
"11123","C19orf45","ENSG00000198723",2923
"11124","ZNF358","ENSG00000198816",2083
"11125","MCOLN1","ENSG00000090674",3958
"11126","PNPLA6","ENSG00000032444",7172
"11127","CAMSAP3","ENSG00000076826",4845
"11128","XAB2","ENSG00000076924",4653
"11129","PET100","ENSG00000229833",2164
"11130","PCP2","ENSG00000174788",770
"11131","STXBP2","ENSG00000076944",6036
"11133","RETN","ENSG00000104918",516
"11134","TRAPPC5","ENSG00000181029",5679
"11135","FCER2","ENSG00000104921",2451
"11136","CLEC4G","ENSG00000182566",1754
"11137","CD209","ENSG00000090659",4414
"11138","CLEC4M","ENSG00000104938",4066
"11139","CLEC4GP1","ENSG00000268297",870
"11140","EVI5L","ENSG00000142459",6252
"11141","LRRC8E","ENSG00000171017",4329
"11142","MAP2K7","ENSG00000076984",5145
"11143","TGFBR3L","ENSG00000260001",1516
"11144","SNAPC2","ENSG00000104976",1978
"11145","CTXN1","ENSG00000178531",1237
"11146","TIMM44","ENSG00000104980",4635
"11147","ELAVL1","ENSG00000066044",6962
"11148","CCL25","ENSG00000131142",989
"11149","FBN3","ENSG00000142449",9985
"11150","CERS4","ENSG00000090661",4059
"11151","CD320","ENSG00000167775",2279
"11152","NDUFA7","ENSG00000167774",580
"11153","NDUFA7","ENSG00000267855",1392
"11154","RPS28","ENSG00000233927",2119
"11155","KANK3","ENSG00000186994",3594
"11156","ANGPTL4","ENSG00000167772",2475
"11157","RAB11B-AS1","ENSG00000269386",1156
"11158","MIR4999","ENSG00000265390",91
"11159","RAB11B","ENSG00000185236",2309
"11160","MARCH2","ENSG00000099785",2216
"11161","HNRNPM","ENSG00000099783",5614
"11162","PRAM1","ENSG00000133246",3291
"11163","ZNF414","ENSG00000133250",2761
"11164","MYO1F","ENSG00000142347",8561
"11165","ADAMTS10","ENSG00000142303",5705
"11166","ACTL9","ENSG00000181786",1396
"11167","OR2Z1","ENSG00000181733",1755
"11168","ZNF558","ENSG00000167785",8170
"11169","MBD3L1","ENSG00000170948",958
"11170","MUC16","ENSG00000181143",43830
"11171","OR1M1","ENSG00000170929",2588
"11172","OR7G2","ENSG00000170923",3062
"11173","OR7G1","ENSG00000161807",936
"11174","OR7G3","ENSG00000170920",939
"11175","ZNF317","ENSG00000130803",5048
"11176","OR7D2","ENSG00000188000",3461
"11177","OR7D4","ENSG00000174667",4986
"11178","OR7E24","ENSG00000237521",1870
"11179","ZNF699","ENSG00000196110",6758
"11180","ZNF559","ENSG00000188321",6783
"11181","ZNF559-ZNF177","ENSG00000270011",4273
"11182","ZNF177","ENSG00000188629",2979
"11183","ZNF266","ENSG00000174652",5397
"11184","ZNF560","ENSG00000198028",2997
"11185","ZNF426","ENSG00000130818",7546
"11186","ZNF121","ENSG00000197961",7251
"11187","ZNF561","ENSG00000171469",6304
"11188","ZNF562","ENSG00000171466",13022
"11189","ZNF812","ENSG00000224689",2332
"11190","ZNF846","ENSG00000196605",3912
"11191","FBXL12","ENSG00000127452",2913
"11192","UBL5","ENSG00000198258",1931
"11193","PIN1","ENSG00000127445",4570
"11194","OLFM2","ENSG00000105088",2500
"11195","COL5A3","ENSG00000080573",6783
"11196","RDH8","ENSG00000080511",2001
"11197","C3P1","ENSG00000167798",4959
"11198","C19orf66","ENSG00000130813",4341
"11199","ANGPTL6","ENSG00000130812",2181
"11200","PPAN-P2RY11","ENSG00000243207",2661
"11201","PPAN","ENSG00000130810",2888
"11202","SNORD105","ENSG00000209645",85
"11203","SNORD105B","ENSG00000238531",79
"11204","P2RY11","ENSG00000244165",2140
"11205","EIF3G","ENSG00000130811",3489
"11206","DNMT1","ENSG00000130816",9796
"11208","S1PR2","ENSG00000267534",3643
"11209","MIR4322","ENSG00000264266",73
"11210","MRPL4","ENSG00000105364",4080
"11211","ICAM1","ENSG00000090339",3448
"11212","ICAM4","ENSG00000105371",1439
"11213","ICAM5","ENSG00000105376",3935
"11214","ZGLP1","ENSG00000220201",2431
"11215","FDX1L","ENSG00000267673",1371
"11216","RAVER1","ENSG00000161847",4979
"11217","ICAM3","ENSG00000076662",2788
"11218","TYK2","ENSG00000105397",6669
"11220","CDC37","ENSG00000105401",3042
"11222","PDE4A","ENSG00000065989",6762
"11223","KEAP1","ENSG00000079999",3573
"11224","S1PR5","ENSG00000180739",2803
"11225","ATG4D","ENSG00000130734",2278
"11226","MIR1238","ENSG00000221410",83
"11227","KRI1","ENSG00000129347",4254
"11228","CDKN2D","ENSG00000129355",1505
"11229","AP1M2","ENSG00000129354",2214
"11230","SLC44A2","ENSG00000129353",4952
"11231","ILF3-AS1","ENSG00000267100",1983
"11232","ILF3","ENSG00000129351",11022
"11233","QTRT1","ENSG00000213339",3430
"11234","DNM2","ENSG00000079805",13443
"11235","MIR638","ENSG00000207972",100
"11236","MIR4748","ENSG00000265879",82
"11237","MIR199A1","ENSG00000207752",71
"11238","TMED1","ENSG00000099203",1884
"11239","C19orf38","ENSG00000214212",1552
"11240","CARM1","ENSG00000142453",4455
"11241","YIPF2","ENSG00000130733",2518
"11242","C19orf52","ENSG00000142444",1785
"11243","SMARCA4","ENSG00000127616",15778
"11244","LDLR","ENSG00000130164",7622
"11246","SPC24","ENSG00000161888",2839
"11247","KANK2","ENSG00000197256",7638
"11248","DOCK6","ENSG00000130158",12478
"11249","C19orf80","ENSG00000130173",1223
"11250","TSPAN16","ENSG00000130167",1561
"11251","RAB3D","ENSG00000105514",4384
"11252","TMEM205","ENSG00000105518",1606
"11253","CCDC159","ENSG00000183401",4064
"11254","LPPR2","ENSG00000105520",3273
"11255","SWSAP1","ENSG00000173928",1703
"11256","EPOR","ENSG00000187266",3077
"11257","RGL3","ENSG00000205517",4358
"11258","CCDC151","ENSG00000198003",2681
"11259","PRKCSH","ENSG00000130175",5166
"11260","ELAVL3","ENSG00000196361",4761
"11261","ZNF653","ENSG00000161914",3217
"11262","ECSIT","ENSG00000130159",2355
"11263","CNN1","ENSG00000130176",2837
"11264","ELOF1","ENSG00000130165",4173
"11265","ACP5","ENSG00000102575",2919
"11266","ZNF627","ENSG00000198551",3811
"11267","ZNF833P","ENSG00000197332",3495
"11268","ZNF823","ENSG00000197933",2459
"11269","ZNF441","ENSG00000197044",4748
"11270","ZNF491","ENSG00000177599",3449
"11271","ZNF440","ENSG00000171295",6453
"11272","ZNF439","ENSG00000171291",5207
"11273","ZNF69","ENSG00000198429",3362
"11274","ZNF700","ENSG00000196757",3319
"11275","ZNF763","ENSG00000197054",3081
"11276","ZNF433","ENSG00000197647",3079
"11277","ZNF878","ENSG00000257446",1756
"11278","ZNF844","ENSG00000223547",6588
"11279","ZNF788","ENSG00000214189",5692
"11280","ZNF20","ENSG00000132010",4096
"11281","ZNF625-ZNF20","ENSG00000213297",3639
"11282","ZNF625","ENSG00000257591",2209
"11283","ZNF136","ENSG00000196646",5578
"11284","ZNF44","ENSG00000197857",6065
"11285","ZNF563","ENSG00000188868",2847
"11286","ZNF442","ENSG00000198342",6596
"11287","ZNF799","ENSG00000196466",5055
"11288","ZNF443","ENSG00000180855",2663
"11289","ZNF709","ENSG00000196826",4505
"11290","ZNF709","ENSG00000242852",5695
"11291","ZNF564","ENSG00000249709",3619
"11292","ZNF490","ENSG00000188033",6792
"11293","ZNF791","ENSG00000173875",6642
"11294","MAN2B1","ENSG00000104774",5374
"11295","WDR83","ENSG00000123154",2358
"11296","WDR83OS","ENSG00000105583",713
"11297","DHPS","ENSG00000095059",2984
"11298","FBXW9","ENSG00000132004",2103
"11299","TNPO2","ENSG00000105576",7029
"11300","SNORD41","ENSG00000209702",70
"11301","SNORD41","ENSG00000212302",69
"11302","C19orf43","ENSG00000123144",1311
"11303","ASNA1","ENSG00000198356",1451
"11304","BEST2","ENSG00000039987",2646
"11305","HOOK2","ENSG00000095066",5950
"11306","JUNB","ENSG00000171223",1830
"11307","PRDX2","ENSG00000167815",2034
"11308","RNASEH2A","ENSG00000104889",3645
"11310","RTBDN","ENSG00000132026",2675
"11311","MAST1","ENSG00000105613",6534
"11312","DNASE2","ENSG00000105612",2389
"11313","KLF1","ENSG00000105610",1613
"11314","GCDH","ENSG00000105607",4002
"11315","SYCE2","ENSG00000161860",1475
"11316","FARSA","ENSG00000179115",2434
"11317","CALR","ENSG00000179218",2714
"11318","RAD23A","ENSG00000179262",2547
"11319","GADD45GIP1","ENSG00000179271",1769
"11320","DAND5","ENSG00000179284",1997
"11321","NFIX","ENSG00000008441",6302
"11322","LYL1","ENSG00000104903",3119
"11323","TRMT1","ENSG00000104907",3364
"11324","NACC1","ENSG00000160877",4736
"11325","STX10","ENSG00000104915",1796
"11326","IER2","ENSG00000160888",3079
"11327","CACNA1A","ENSG00000141837",43151
"11329","CCDC130","ENSG00000104957",3222
"11330","MRI1","ENSG00000037757",3466
"11331","C19orf53","ENSG00000104979",1197
"11332","ZSWIM4","ENSG00000132003",4713
"11334","MIR27A","ENSG00000207808",78
"11335","MIR23A","ENSG00000207980",73
"11336","MIR181C","ENSG00000207613",110
"11337","MIR181D","ENSG00000207585",137
"11338","NANOS3","ENSG00000187556",988
"11339","C19orf57","ENSG00000132016",3840
"11340","CC2D1A","ENSG00000132024",5039
"11341","PODNL1","ENSG00000132000",4168
"11342","DCAF15","ENSG00000132017",2961
"11343","RFX1","ENSG00000132005",5473
"11344","RLN3","ENSG00000171136",1201
"11345","IL27RA","ENSG00000104998",2950
"11346","PALM3","ENSG00000187867",2795
"11347","SAMD1","ENSG00000141858",2295
"11348","PRKACA","ENSG00000072062",6162
"11349","ASF1B","ENSG00000105011",1958
"11350","LPHN1","ENSG00000072071",8487
"11351","CD97","ENSG00000123146",5382
"11352","DDX39A","ENSG00000123136",3861
"11353","PKN1","ENSG00000123143",4606
"11354","PTGER1","ENSG00000160951",1413
"11355","GIPC1","ENSG00000123159",4440
"11356","DNAJB1","ENSG00000132002",3650
"11358","TECR","ENSG00000099797",5899
"11359","NDUFB7","ENSG00000099795",535
"11360","CLEC17A","ENSG00000187912",2238
"11361","EMR3","ENSG00000131355",2837
"11362","ZNF333","ENSG00000160961",11603
"11363","EMR2","ENSG00000127507",8642
"11364","OR7C1","ENSG00000127530",12208
"11365","OR7A5","ENSG00000188269",4261
"11366","OR7A10","ENSG00000127515",1847
"11367","OR7A17","ENSG00000185385",3757
"11368","OR7C2","ENSG00000127529",960
"11369","SLC1A6","ENSG00000105143",7646
"11370","CCDC105","ENSG00000160994",1757
"11371","CASP14","ENSG00000105141",3401
"11372","OR1I1","ENSG00000094661",6057
"11373","SYDE1","ENSG00000105137",3964
"11374","ILVBL","ENSG00000105135",5616
"11375","NOTCH3","ENSG00000074181",9408
"11376","EPHX3","ENSG00000105131",2050
"11377","BRD4","ENSG00000141867",12093
"11378","AKAP8","ENSG00000105127",4296
"11379","AKAP8L","ENSG00000011243",5079
"11380","WIZ","ENSG00000011451",10037
"11381","MIR1470","ENSG00000269782",61
"11382","RASAL3","ENSG00000105122",4654
"11383","PGLYRP2","ENSG00000161031",3107
"11384","CYP4F22","ENSG00000171954",2612
"11385","CYP4F8","ENSG00000186526",7049
"11386","CYP4F3","ENSG00000186529",5517
"11387","CYP4F12","ENSG00000186204",5090
"11388","OR10H2","ENSG00000171942",1041
"11389","OR10H3","ENSG00000171936",1029
"11390","CYP4F24P","ENSG00000267594",1580
"11391","OR10H5","ENSG00000172519",7131
"11392","OR10H1","ENSG00000186723",4454
"11393","UCA1","ENSG00000214049",4154
"11394","UCA1","ENSG00000273782",75
"11395","CYP4F2","ENSG00000186115",3099
"11396","CYP4F11","ENSG00000171903",4027
"11397","OR10H4","ENSG00000176231",1537
"11398","LINC00661","ENSG00000205396",4140
"11399","TPM4","ENSG00000167460",12375
"11400","RAB8A","ENSG00000167461",4931
"11401","HSH2D","ENSG00000196684",3398
"11402","CIB3","ENSG00000141977",711
"11403","FAM32A","ENSG00000105058",1921
"11404","AP1M1","ENSG00000072958",14371
"11405","KLF2","ENSG00000127528",2018
"11406","EPS15L1","ENSG00000127527",8431
"11407","CALR3","ENSG00000269058",1460
"11409","C19orf44","ENSG00000105072",4338
"11410","CHERP","ENSG00000085872",6015
"11411","SLC35E1","ENSG00000127526",7290
"11412","MED26","ENSG00000105085",5330
"11413","SMIM7","ENSG00000214046",6020
"11414","TMEM38A","ENSG00000072954",2987
"11415","NWD1","ENSG00000188039",9029
"11416","SIN3B","ENSG00000127511",8777
"11417","F2RL3","ENSG00000127533",3334
"11418","CPAMD8","ENSG00000160111",10199
"11419","HAUS8","ENSG00000131351",5533
"11420","MYO9B","ENSG00000099331",9948
"11421","USE1","ENSG00000053501",2431
"11422","OCEL1","ENSG00000099330",1858
"11423","NR2F6","ENSG00000160113",2676
"11424","USHBP1","ENSG00000130307",5137
"11425","BABAM1","ENSG00000105393",2581
"11426","ANKLE1","ENSG00000160117",3569
"11427","ABHD8","ENSG00000127220",2162
"11428","MRPL34","ENSG00000130312",1686
"11429","DDA1","ENSG00000130311",4593
"11430","ANO8","ENSG00000074855",5005
"11431","GTPBP3","ENSG00000130299",4528
"11432","PLVAP","ENSG00000130300",2295
"11433","BST2","ENSG00000130303",1101
"11434","MVB12A","ENSG00000141971",3280
"11435","TMEM221","ENSG00000188051",2418
"11436","NXNL1","ENSG00000171773",946
"11437","SLC27A1","ENSG00000130304",8204
"11438","PGLS","ENSG00000130313",2840
"11439","FAM129C","ENSG00000167483",6915
"11440","UNC13A","ENSG00000130477",11188
"11441","MAP1S","ENSG00000130479",4933
"11442","FCHO1","ENSG00000130475",5694
"11443","B3GNT3","ENSG00000179913",2769
"11444","INSL3","ENSG00000248099",923
"11445","JAK3","ENSG00000105639",5972
"11447","RPL18A","ENSG00000105640",3493
"11448","SNORA68","ENSG00000201388",133
"11449","SNORA68","ENSG00000201407",132
"11450","SNORA68","ENSG00000207166",133
"11451","SNORA68","ENSG00000212565",128
"11452","SNORA68","ENSG00000251715",83
"11453","SNORA68","ENSG00000252458",129
"11454","SLC5A5","ENSG00000105641",3680
"11455","CCDC124","ENSG00000007080",1661
"11456","KCNN1","ENSG00000105642",3981
"11457","ARRDC2","ENSG00000105643",4637
"11458","IL12RB1","ENSG00000096996",4291
"11460","MAST3","ENSG00000099308",6772
"11461","PIK3R2","ENSG00000105647",4559
"11462","PIK3R2","ENSG00000268173",5142
"11463","IFI30","ENSG00000216490",2344
"11464","MPV17L2","ENSG00000254858",2099
"11465","RAB3A","ENSG00000105649",1786
"11466","PDE4C","ENSG00000105650",6546
"11467","KIAA1683","ENSG00000130518",9154
"11468","JUND","ENSG00000130522",1929
"11469","MIR3188","ENSG00000267959",85
"11470","LSM4","ENSG00000130520",3029
"11471","PGPEP1","ENSG00000130517",7509
"11472","GDF15","ENSG00000130513",2087
"11473","MIR3189","ENSG00000264175",73
"11474","LRRC25","ENSG00000175489",2427
"11475","SSBP4","ENSG00000130511",2974
"11476","ISYNA1","ENSG00000105655",3150
"11477","ELL","ENSG00000105656",4918
"11478","FKBP8","ENSG00000105701",2819
"11479","KXD1","ENSG00000105700",4112
"11480","UBA52","ENSG00000221983",4306
"11481","C19orf60","ENSG00000006015",3370
"11482","CRLF1","ENSG00000006016",2967
"11483","TMEM59L","ENSG00000105696",2626
"11484","KLHL26","ENSG00000167487",4744
"11485","CRTC1","ENSG00000105662",6964
"11486","COMP","ENSG00000105664",3092
"11487","UPF1","ENSG00000005007",8600
"11488","GDF1","ENSG00000130283",2579
"11489","CERS1","ENSG00000223802",3753
"11490","COPE","ENSG00000105669",2875
"11491","DDX49","ENSG00000105671",3306
"11492","HOMER3","ENSG00000051128",3422
"11493","SUGP2","ENSG00000064607",8468
"11494","ARMC6","ENSG00000105676",4052
"11495","SLC25A42","ENSG00000181035",4666
"11496","TMEM161A","ENSG00000064545",3281
"11497","MEF2B","ENSG00000213999",2087
"11498","MEF2BNB-MEF2B","ENSG00000064489",1929
"11499","MEF2BNB","ENSG00000254901",5372
"11500","RFXANK","ENSG00000064490",2503
"11502","NR2C2AP","ENSG00000184162",1794
"11503","NCAN","ENSG00000130287",6920
"11504","HAPLN4","ENSG00000187664",4462
"11505","TM6SF2","ENSG00000213996",2188
"11506","SUGP1","ENSG00000105705",5021
"11507","MAU2","ENSG00000129933",10996
"11508","GATAD2A","ENSG00000167491",7296
"11509","TSSK6","ENSG00000178093",1529
"11510","NDUFA13","ENSG00000186010",2708
"11511","YJEFN3","ENSG00000250067",2959
"11512","CILP2","ENSG00000160161",4360
"11513","PBX4","ENSG00000105717",2331
"11514","LPAR2","ENSG00000064547",2975
"11515","GMIP","ENSG00000089639",3730
"11516","ATP13A1","ENSG00000105726",8359
"11517","ZNF101","ENSG00000181896",6560
"11518","ZNF14","ENSG00000105708",2963
"11519","ZNF506","ENSG00000081665",9537
"11520","ZNF253","ENSG00000256771",3630
"11521","ZNF93","ENSG00000184635",5579
"11522","ZNF682","ENSG00000197124",4967
"11523","ZNF90","ENSG00000213988",6088
"11524","ZNF486","ENSG00000256229",4273
"11525","ZNF826P","ENSG00000231205",6008
"11526","ZNF737","ENSG00000237440",8978
"11527","ZNF626","ENSG00000188171",6835
"11528","ZNF85","ENSG00000105750",4668
"11529","ZNF85","ENSG00000278091",4533
"11530","ZNF430","ENSG00000118620",6831
"11531","ZNF430","ENSG00000278780",3256
"11532","ZNF714","ENSG00000160352",9842
"11533","ZNF431","ENSG00000196705",14132
"11534","ZNF708","ENSG00000182141",4325
"11535","ZNF738","ENSG00000172687",3905
"11536","ZNF493","ENSG00000196268",11214
"11537","ZNF429","ENSG00000197013",7571
"11538","ZNF100","ENSG00000197020",6558
"11539","ZNF100","ENSG00000274746",6530
"11540","ZNF43","ENSG00000198521",8649
"11541","ZNF43","ENSG00000279566",4083
"11542","ZNF208","ENSG00000160321",11907
"11543","ZNF257","ENSG00000197134",5168
"11544","ZNF676","ENSG00000196109",4734
"11545","ZNF676","ENSG00000276219",3106
"11546","ZNF729","ENSG00000196350",3844
"11547","ZNF729","ENSG00000279552",148
"11548","ZNF98","ENSG00000197360",3291
"11549","ZNF492","ENSG00000229676",4246
"11550","ZNF99","ENSG00000213973",7927
"11551","ZNF728","ENSG00000269067",2777
"11552","ZNF724P","ENSG00000196081",3322
"11553","ZNF91","ENSG00000167232",10308
"11554","ZNF675","ENSG00000197372",6785
"11555","ZNF681","ENSG00000196172",6497
"11557","ZNF726","ENSG00000213967",6289
"11558","ZNF254","ENSG00000213096",7602
"11559","LINC00662","ENSG00000261824",33198
"11560","UQCRFS1","ENSG00000169021",3086
"11561","VSTM2B","ENSG00000187135",1488
"11562","POP4","ENSG00000105171",4308
"11563","PLEKHF1","ENSG00000166289",2298
"11564","C19orf12","ENSG00000131943",5378
"11565","CCNE1","ENSG00000105173",2461
"11566","URI1","ENSG00000105176",5448
"11567","ZNF536","ENSG00000198597",8659
"11568","TSHZ3","ENSG00000121297",8280
"11569","ZNF507","ENSG00000168813",11239
"11570","DPY19L3","ENSG00000178904",10781
"11571","PDCD5","ENSG00000105185",2132
"11572","ANKRD27","ENSG00000105186",7849
"11573","RGS9BP","ENSG00000186326",2453
"11574","NUDT19","ENSG00000213965",2967
"11575","TDRD12","ENSG00000173809",7026
"11576","SLC7A9","ENSG00000021488",2598
"11577","CEP89","ENSG00000121289",9233
"11578","C19orf40","ENSG00000131944",2377
"11579","RHPN2","ENSG00000131941",4805
"11580","GPATCH1","ENSG00000076650",4469
"11581","WDR88","ENSG00000166359",1845
"11582","LRP3","ENSG00000130881",5346
"11583","SLC7A10","ENSG00000130876",3111
"11584","CEBPA","ENSG00000245848",2601
"11586","CEBPA-AS1","ENSG00000267296",2198
"11587","CEBPG","ENSG00000153879",4056
"11588","PEPD","ENSG00000124299",4477
"11589","CHST8","ENSG00000124302",3054
"11590","KCTD15","ENSG00000153885",6388
"11591","LSM14A","ENSG00000257103",4748
"11592","LSM14A","ENSG00000262860",4609
"11593","KIAA0355","ENSG00000166398",7429
"11594","KIAA0355","ENSG00000279389",1538
"11595","GPI","ENSG00000105220",10680
"11596","PDCD2L","ENSG00000126249",1416
"11597","UBA2","ENSG00000126261",4815
"11598","WTIP","ENSG00000142279",13613
"11599","SCGB1B2P","ENSG00000268751",616
"11600","SCGB2B2","ENSG00000205209",2990
"11601","SCGB2B3P","ENSG00000269811",409
"11602","ZNF302","ENSG00000089335",5032
"11603","ZNF181","ENSG00000197841",6266
"11604","ZNF599","ENSG00000153896",6799
"11605","ZNF30","ENSG00000168661",2745
"11606","ZNF792","ENSG00000180884",4414
"11607","GRAMD1A","ENSG00000089351",5942
"11608","SCN1B","ENSG00000105711",7989
"11609","HPN","ENSG00000105707",3380
"11610","FXYD3","ENSG00000089356",3334
"11611","LGI4","ENSG00000153902",4532
"11612","FXYD1","ENSG00000266964",1926
"11613","FXYD7","ENSG00000221946",1795
"11614","FXYD5","ENSG00000089327",2991
"11615","FAM187B","ENSG00000177558",1184
"11616","LSR","ENSG00000105699",2916
"11617","USF2","ENSG00000105698",4968
"11618","HAMP","ENSG00000105697",2862
"11619","MAG","ENSG00000105695",2960
"11620","CD22","ENSG00000012124",6165
"11622","FFAR1","ENSG00000126266",2311
"11623","FFAR3","ENSG00000185897",1859
"11624","FFAR2","ENSG00000126262",2149
"11625","KRTDAP","ENSG00000188508",661
"11626","DMKN","ENSG00000161249",7444
"11627","SBSN","ENSG00000189001",1986
"11628","GAPDHS","ENSG00000105679",1479
"11629","TMEM147","ENSG00000105677",1927
"11630","ATP4A","ENSG00000105675",3901
"11631","HAUS5","ENSG00000249115",5090
"11632","RBM42","ENSG00000126254",2206
"11633","ETV2","ENSG00000105672",2152
"11634","COX6B1","ENSG00000126267",1369
"11635","UPK1A","ENSG00000105668",1366
"11636","UPK1A-AS1","ENSG00000226510",795
"11637","ZBTB32","ENSG00000011590",2739
"11638","IGFLR1","ENSG00000126246",2203
"11639","U2AF1L4","ENSG00000161265",2875
"11640","PSENEN","ENSG00000205155",1359
"11641","LIN37","ENSG00000267796",2820
"11642","HSPB6","ENSG00000004776",1724
"11643","ARHGAP33","ENSG00000004777",5260
"11644","PRODH2","ENSG00000250799",2731
"11645","NPHS1","ENSG00000161270",5459
"11647","KIRREL2","ENSG00000126259",3382
"11648","APLP1","ENSG00000105290",3656
"11649","NFKBID","ENSG00000167604",3198
"11650","HCST","ENSG00000126264",564
"11651","TYROBP","ENSG00000011600",907
"11653","LRFN3","ENSG00000126243",5115
"11654","SDHAF1","ENSG00000205138",1117
"11655","SYNE4","ENSG00000181392",2548
"11656","ALKBH6","ENSG00000239382",4293
"11657","CLIP3","ENSG00000105270",3765
"11658","THAP8","ENSG00000161277",1803
"11659","WDR62","ENSG00000075702",9814
"11660","OVOL3","ENSG00000105261",747
"11661","POLR2I","ENSG00000105258",1137
"11662","TBCB","ENSG00000105254",3373
"11663","CAPNS1","ENSG00000126247",3100
"11664","COX7A1","ENSG00000161281",586
"11665","ZNF565","ENSG00000196357",3737
"11666","ZNF146","ENSG00000167635",4146
"11667","LINC00665","ENSG00000232677",9232
"11668","ZFP14","ENSG00000142065",7819
"11669","ZFP82","ENSG00000181007",9214
"11670","ZNF566","ENSG00000186017",6481
"11671","ZNF260","ENSG00000254004",5571
"11672","ZNF529","ENSG00000186020",8177
"11673","ZNF382","ENSG00000161298",11319
"11674","ZNF461","ENSG00000197808",4778
"11675","ZNF567","ENSG00000189042",4724
"11676","ZNF850","ENSG00000267041",7850
"11677","ZNF790-AS1","ENSG00000267254",7947
"11678","ZNF790","ENSG00000197863",3854
"11679","ZNF345","ENSG00000251247",4739
"11680","ZNF829","ENSG00000185869",7742
"11681","ZNF568","ENSG00000198453",9437
"11682","ZNF420","ENSG00000197050",4077
"11683","ZNF585A","ENSG00000196967",10758
"11684","ZNF585B","ENSG00000245680",7538
"11685","ZNF383","ENSG00000188283",8417
"11686","HKR1","ENSG00000181666",7337
"11687","ZNF527","ENSG00000189164",6436
"11688","ZNF569","ENSG00000196437",5016
"11689","ZNF570","ENSG00000171827",6246
"11690","ZNF793","ENSG00000188227",12007
"11691","ZNF540","ENSG00000171817",4386
"11692","ZNF571","ENSG00000180479",6208
"11693","ZFP30","ENSG00000120784",7705
"11694","ZNF781","ENSG00000196381",3610
"11695","ZNF607","ENSG00000198182",4703
"11696","ZNF573","ENSG00000189144",4689
"11697","WDR87","ENSG00000171804",9199
"11698","SIPA1L3","ENSG00000105738",10352
"11699","DPF1","ENSG00000011332",4800
"11700","PPP1R14A","ENSG00000167641",1442
"11701","SPINT2","ENSG00000167642",5085
"11702","YIF1B","ENSG00000167645",4723
"11703","C19orf33","ENSG00000167644",611
"11704","KCNK6","ENSG00000099337",6168
"11705","CATSPERG","ENSG00000099338",9190
"11706","PSMD8","ENSG00000099341",3105
"11707","GGN","ENSG00000179168",2445
"11708","SPRED3","ENSG00000188766",5864
"11709","FAM98C","ENSG00000130244",4598
"11710","RASGRP4","ENSG00000171777",4183
"11711","RYR1","ENSG00000196218",15973
"11712","MAP4K1","ENSG00000104814",3919
"11713","EIF3K","ENSG00000178982",2798
"11714","ACTN4","ENSG00000130402",6104
"11715","CAPN12","ENSG00000182472",5966
"11716","LGALS7","ENSG00000205076",795
"11717","LGALS7B","ENSG00000178934",660
"11718","LGALS4","ENSG00000171747",2226
"11719","ECH1","ENSG00000104823",2303
"11720","HNRNPL","ENSG00000104824",6821
"11721","RINL","ENSG00000187994",4201
"11722","SIRT2","ENSG00000068903",6224
"11723","NFKBIB","ENSG00000104825",2324
"11724","SARS2","ENSG00000104835",3231
"11725","MRPS12","ENSG00000128626",2144
"11726","FBXO17","ENSG00000269190",4792
"11727","FBXO27","ENSG00000161243",2790
"11728","PAPL","ENSG00000183760",3044
"11729","PAK4","ENSG00000130669",7115
"11730","NCCRP1","ENSG00000188505",1975
"11731","SYCN","ENSG00000179751",573
"11732","IFNL3","ENSG00000197110",771
"11733","IFNL4","ENSG00000272395",1836
"11734","IFNL2","ENSG00000183709",737
"11735","IFNL1","ENSG00000182393",775
"11736","LRFN1","ENSG00000128011",3381
"11737","GMFG","ENSG00000130755",1388
"11738","SAMD4B","ENSG00000179134",8057
"11739","PAF1","ENSG00000006712",2850
"11740","MED29","ENSG00000063322",3839
